Gene = Eip63F-1
index = 1150
Annotated 5SS: [ 2371  4660  4805 15734 21766 21992]
Annotated 3SS: [ 4620  4764 15589 21614 21842 23702]
SMsplice 5SS: [  132  4805 15734 21766 21992]
SMsplice 3SS: [ 4620 15589 21614 21842 23702]
top_k =  1000
Partition function (log Z): 3.6649653457172655

Sorted 5' Splice Sites (High to Low Probability):
Position 21992: 0.988913691465008
Position 21766: 0.9674016577310509
Position 2371: 0.7986049215437541
Position 4805: 0.7711862783302749
Position 132: 0.7493790129145513
Position 15734: 0.7010521993830064
Position 17150: 0.5259129796731995
Position 16842: 0.5097852895768344
Position 4707: 0.3143632306110108
Position 4703: 0.25353373231770954
Position 15685: 0.22875423058779434
Position 17157: 0.19287239016223415
Position 3775: 0.18233204666311098
Position 2678: 0.17800943036245934
Position 3358: 0.17597981474177588
Position 4385: 0.15779094121624695
Position 885: 0.15562879996695114
Position 6291: 0.14288820981699288
Position 6060: 0.08733451042800999
Position 3057: 0.05513421379584878
Position 4660: 0.05039096865690921
Position 16969: 0.03759566985474893
Position 19075: 0.03726249853157647
Position 6620: 0.0338301692731338
Position 6054: 0.0326883119653455
Position 987: 0.030563730234100427
Position 21770: 0.026911948932389514
Position 23554: 0.02375184787003627
Position 1350: 0.02287959880166061
Position 24598: 0.022465858960850658
Position 504: 0.022417669347483158
Position 17361: 0.020912167379206103
Position 5821: 0.019973000692016005
Position 3204: 0.01910185155627363
Position 1089: 0.0187880473306113
Position 17698: 0.016763276261745938
Position 5851: 0.015868067817626716
Position 4908: 0.015655596213739978
Position 24231: 0.015590728009962206
Position 25327: 0.01391637575841
Position 7067: 0.012659369233718219
Position 23818: 0.012211511757404675
Position 3856: 0.011877772148313238
Position 5164: 0.01110399214743897
Position 5086: 0.011068881092099093
Position 19784: 0.011033121177831564
Position 3342: 0.010853223560843752
Position 998: 0.010615525057341419
Position 3889: 0.01052602135282205
Position 4413: 0.008807508602376609
Position 157: 0.008513685647019438
Position 22590: 0.008389480523757676
Position 2811: 0.008327393746292948
Position 16016: 0.008240054672715201
Position 11394: 0.008204687431149752
Position 5078: 0.008191783852529713
Position 19271: 0.007845356612793349
Position 558: 0.007717645261520993
Position 23927: 0.0073866647263225015
Position 2705: 0.0066943007547996805
Position 6276: 0.006626945418092879
Position 4517: 0.006344448497194113
Position 9444: 0.006050205491275601
Position 2842: 0.005363151591772917
Position 24388: 0.005334927842307422
Position 2152: 0.005165346372077455
Position 24773: 0.005090889611902407
Position 25331: 0.005056177624529248
Position 22468: 0.004989735171400433
Position 5180: 0.004873123039189591
Position 22432: 0.004398363185401595
Position 17329: 0.004325204352056136
Position 3695: 0.004252518993671085
Position 17983: 0.004064760252051601
Position 22376: 0.004024197836196442
Position 19710: 0.003898050357332859
Position 24334: 0.0038268815625176656
Position 23376: 0.0036621881010126096
Position 149: 0.0030288257722199553
Position 636: 0.0030125326247851334
Position 18563: 0.0028494821621934427
Position 3711: 0.0027515088131407563
Position 19769: 0.002637530863352755
Position 333: 0.0025739118016360526
Position 22963: 0.0025237665996197633
Position 3794: 0.002464755056969856
Position 16709: 0.002233932501130419
Position 694: 0.0021592330978505133
Position 6280: 0.0021512813603032335
Position 16374: 0.002099998478746837
Position 22878: 0.0020648422743243106
Position 20099: 0.0019467950417765237
Position 66: 0.0017709778672172663
Position 22576: 0.001610873356199344
Position 22583: 0.0015529718802644273
Position 328: 0.001515321039052499
Position 4689: 0.001482790942541191
Position 1597: 0.0014620569994103542
Position 22417: 0.0013839370901751738
Position 541: 0.0013648194111130646
Position 24439: 0.001306657027794329
Position 946: 0.0012968685506760539
Position 23881: 0.0012251672573703094
Position 20353: 0.0011700812935289957
Position 68: 0.0011529522328886258
Position 1372: 0.0010688307892021693
Position 1425: 0.001044567520079809
Position 2765: 0.0009878344352039206
Position 22488: 0.0009420154625448933
Position 24925: 0.0009360561265567619
Position 70: 0.0009030904240331665
Position 4868: 0.0008255496945629557
Position 3700: 0.0007902778638034242
Position 72: 0.0007683181541674524
Position 5862: 0.0007080523180190903
Position 459: 0.000696653746719369
Position 19779: 0.000693320638667641
Position 19065: 0.0006833052016962247
Position 22641: 0.0006327718812217441
Position 4929: 0.0006249200510043383
Position 136: 0.0006160168036024587
Position 3442: 0.0006096527299156612
Position 22476: 0.0005620018459212095
Position 64: 0.0005583351801988568
Position 530: 0.0005011282495796181
Position 24018: 0.0004906244437181221
Position 16704: 0.0004902596335012863
Position 25174: 0.00048132750764678185
Position 2648: 0.00046801132021845066
Position 213: 0.00044155982961644895
Position 2849: 0.00039395988237591364
Position 15716: 0.00039225953179092044
Position 3364: 0.0003260486499880533
Position 3173: 0.00031607563040363855
Position 15949: 0.0003132306861338889
Position 4204: 0.00030282997722875637
Position 3061: 0.000301147984951816
Position 22092: 0.00029630098271008555
Position 929: 0.00029547511954558015
Position 2552: 0.0002537814924505228
Position 1200: 0.00025024657572046943
Position 282: 0.00024331183777899227
Position 16114: 0.0002143895734570162
Position 6008: 0.0002036191140635521
Position 890: 0.00018877187810968833
Position 22853: 0.00017191567698797587
Position 1599: 0.00015855009681311263
Position 286: 0.00015651380072489657
Position 24368: 0.00014349524680268695
Position 24396: 0.00014275475595316756
Position 3812: 0.00012467115208434073
