Gene = mRpS2
index = 1777
Annotated 5SS: [81]
Annotated 3SS: [137]
SMsplice 5SS: [81]
SMsplice 3SS: [137]
top_k =  1000
Partition function (log Z): -4.386887562556878

Sorted 5' Splice Sites (High to Low Probability):
Position 81: 0.9966016909996174
Position 85: 0.0031708330755678424
Position 537: 0.0004087561325943413
Position 290: 0.00019605552831657204
Position 272: 0.00016082811023959784
Position 233: 0.0001575757419552871
Position 58: 0.00010612844119636724
Position 384: 8.913601867321614e-05
Position 357: 8.882769778372798e-05
Position 30: 6.452655987190882e-05
Position 755: 4.4141933949597865e-05
Position 70: 4.1163042547343495e-05
Position 674: 4.010653839573233e-05
Position 590: 2.1112321089417577e-05
Position 367: 1.7641815523499964e-05
Position 314: 9.986885294791542e-06
Position 134: 5.966547495725523e-06
Position 361: 5.036058667837103e-06
Position 203: 4.276435571740104e-06
Position 716: 3.5794040799713203e-06
Position 605: 3.4170524956484435e-06
Position 653: 2.1883211350721087e-06
Position 512: 1.9658696024276514e-06
Position 375: 9.192225466360223e-07
Position 283: 8.710255263996143e-07
Position 478: 1.9943093631914567e-07
Position 137: 9.032510834033854e-08
Position 162: 8.358613252920197e-08
Position 150: 6.541888134916612e-08
Position 157: 2.4741549586715343e-08
Position 785: 1.6383304636339379e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 137: 0.5393852977435173
Position 154: 0.43486433260482804
Position 181: 0.02409864988801416
Position 811: 0.0017450374819669588
Position 375: 0.0003896582600636484
Position 664: 0.00023965023109728088
Position 612: 0.00014233581344234896
Position 716: 0.00011529763621580609
Position 331: 4.7365902128244805e-05
Position 383: 4.399088445577381e-05
Position 241: 3.524009105059657e-05
Position 409: 2.6741138652611724e-05
Position 785: 2.6301458518800274e-05
Position 334: 1.922472676506587e-05
Position 523: 1.8319718602481467e-05
Position 190: 9.917036440659186e-06
Position 314: 8.967392355452575e-06
Position 272: 8.282680013910076e-06
Position 815: 7.499989974317128e-06
Position 105: 4.065456906901453e-06
Position 723: 3.89603220695093e-06
Position 220: 2.9516461084410715e-06
Position 529: 1.2679748796202301e-06
Position 183: 1.23721712210548e-06
Position 196: 7.179392380882161e-07
Position 253: 3.839530060991321e-07
Position 832: 1.4452095436114345e-07
Position 464: 1.4211190852885845e-07
Position 880: 1.2627486773996862e-07
Position 85: 1.1963908798835158e-07
Position 910: 1.6364534324792466e-08
Position 891: 1.3186894357205355e-08
Position 532: 2.3600038002729887e-09
Position 918: 5.648168817828858e-10
Position 517: 3.700059592261179e-14
