Gene = jhamt
index = 1735
Annotated 5SS: [668]
Annotated 3SS: [731]
SMsplice 5SS: [668]
SMsplice 3SS: [731]
top_k =  1000
Partition function (log Z): 0.25768587045464614

Sorted 5' Splice Sites (High to Low Probability):
Position 668: 0.999668988071215
Position 139: 0.04167298580204769
Position 155: 0.030651064536053887
Position 248: 0.015914746233927992
Position 208: 0.00720057356709944
Position 425: 0.003826359247504285
Position 52: 0.0035803237633551268
Position 956: 0.0033717879858648114
Position 472: 0.003319073948902452
Position 175: 0.0029402665426903718
Position 840: 0.0027509520522833652
Position 501: 0.0017928325861321455
Position 463: 0.0014653774151909902
Position 994: 0.0013793735815355581
Position 286: 0.000983036252293157
Position 917: 0.0005072792680926766
Position 235: 0.0002900429924259744
Position 370: 0.0002607777163685283
Position 143: 0.00024042694565767263
Position 504: 0.00020699675980439557
Position 160: 0.00018532248906332586
Position 1035: 0.00010418016024556795
Position 684: 9.611653654764162e-05
Position 652: 6.501598634060607e-05
Position 595: 6.500877144040607e-05
Position 737: 3.273892657379842e-05
Position 926: 2.8754171193933652e-05
Position 1015: 2.7827376230234016e-05
Position 672: 2.56337777404907e-05
Position 862: 2.4126373648834135e-05
Position 790: 2.116334815918322e-05
Position 578: 1.6787864685000397e-05
Position 636: 1.606952958611969e-05
Position 884: 1.366308042789041e-05
Position 351: 1.2129205708276353e-05
Position 1006: 1.0601815829770707e-05
Position 815: 5.473723558109804e-06
Position 887: 3.900496156471308e-06
Position 634: 1.6422165050725926e-06
Position 105: 1.4863964507426365e-06
Position 197: 1.2362198317226866e-06
Position 343: 6.00109519216489e-07
Position 7: 5.785986449739334e-07
Position 599: 4.316959391851691e-07
Position 616: 3.019208433619703e-07
Position 1079: 2.9115969230954424e-07
Position 1066: 2.6087609757990265e-07
Position 640: 1.9180694612776969e-07
Position 523: 1.8359137218971375e-07
Position 10: 8.656411975710297e-08
Position 582: 5.059444841137059e-08
Position 554: 2.3485804225666097e-08
Position 585: 1.557906690203764e-08
Position 604: 6.1904492268730835e-09
Position 560: 2.979687781002936e-11
Position 750: 1.7681862703693617e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 731: 0.9947860024843684
Position 554: 0.10295786733985714
Position 1013: 0.004645199323693101
Position 519: 0.004399211476727091
Position 776: 0.004088504554240839
Position 105: 0.0027793663333139816
Position 417: 0.002263844715888954
Position 1066: 0.0017513319515881111
Position 1105: 0.0012824649002550663
Position 835: 0.0008401592057976172
Position 217: 0.00048443546650625487
Position 472: 0.00035261266738862427
Position 501: 0.00032158246794630204
Position 994: 0.000321362832677107
Position 742: 0.0001847689541437987
Position 261: 0.00015363788277390064
Position 904: 0.00013327399278700356
Position 424: 0.0001274351933500889
Position 1095: 0.00010980613927552145
Position 560: 0.00010439110896770919
Position 385: 0.00010233563809605407
Position 480: 9.943379840323519e-05
Position 231: 8.830579914243436e-05
Position 227: 6.059917771375368e-05
Position 248: 5.0651596674689875e-05
Position 252: 4.814986071759048e-05
Position 790: 4.4486099765625354e-05
Position 1130: 4.3947696153420355e-05
Position 649: 3.0118470671358745e-05
Position 763: 2.875374217499442e-05
Position 578: 2.2607238909862643e-05
Position 285: 1.9064072234582206e-05
Position 332: 9.715693584930626e-06
Position 809: 6.2263232127723136e-06
Position 265: 5.111329766942503e-06
Position 1121: 4.522905008402061e-06
Position 388: 4.4847321831859135e-06
Position 634: 4.131083838698947e-06
Position 528: 3.853209173672996e-06
Position 326: 3.7607388917687794e-06
Position 582: 2.7397766299259923e-06
Position 1109: 1.9066680059764473e-06
Position 1112: 1.8571059516581108e-06
Position 148: 1.7561691994811285e-06
Position 278: 1.6960538862780057e-06
Position 180: 1.6827194560855114e-06
Position 1132: 1.6032198848097776e-06
Position 839: 1.3467467031186624e-06
Position 267: 1.2322659979615768e-06
Position 961: 1.102976310996285e-06
Position 862: 5.450409641802695e-07
Position 318: 5.104630686504452e-08
Position 51: 5.053731726243268e-08
Position 656: 2.910826804185517e-08
Position 321: 1.7659086436783207e-08
Position 123: 8.28372867059525e-09
Position 1015: 7.171041675951104e-09
Position 270: 6.059469525994132e-09
Position 306: 3.76578747425697e-09
Position 59: 2.787878081425662e-09
Position 121: 2.5950508309032645e-09
