Gene = kto
index = 1741
Annotated 5SS: [ 675 3404 5192 5619 5993 6376 6887]
Annotated 3SS: [ 735 3477 5249 5677 6063 6579 6950]
SMsplice 5SS: [ 675 3404 5192 5619 5993 6376 6887]
SMsplice 3SS: [ 735 3477 5249 5677 6063 6579 6950]
top_k =  1000
Partition function (log Z): 24.24136744990216

Sorted 5' Splice Sites (High to Low Probability):
Position 6887: 0.9990164352664629
Position 5993: 0.99809846685553
Position 675: 0.9975213574101867
Position 5619: 0.9970991928404426
Position 5192: 0.994205550645424
Position 3404: 0.9800395181947387
Position 6376: 0.9739731293361029
Position 219: 0.1717784990044697
Position 1023: 0.13869771945632925
Position 8269: 0.08772375333223317
Position 4028: 0.08647986726847946
Position 3244: 0.08480470498477416
Position 414: 0.06281062598302946
Position 3911: 0.06208038266627062
Position 1944: 0.06094214836411919
Position 3879: 0.054163584182775414
Position 381: 0.05411532093906068
Position 847: 0.05341766365949181
Position 4106: 0.052752173427145485
Position 790: 0.050172322510860554
Position 3875: 0.040349837166306045
Position 3750: 0.03504054875316844
Position 1003: 0.025594527675147763
Position 1118: 0.021731091326331244
Position 2964: 0.020540587555286295
Position 2190: 0.014356704657856113
Position 867: 0.008860910724605483
Position 254: 0.007073844033632341
Position 6488: 0.005796310028416489
Position 372: 0.005761730513539627
Position 6516: 0.005389206312872665
Position 2584: 0.004959125714616664
Position 5328: 0.0048163273474165925
Position 1222: 0.004006218551571696
Position 1154: 0.0036507879815702478
Position 8242: 0.003130709786711338
Position 1579: 0.002918828310643729
Position 876: 0.002861332732009919
Position 6480: 0.0026195266371041833
Position 3543: 0.002194565381188065
Position 6477: 0.0016563199741095654
Position 1148: 0.001613040253624544
Position 205: 0.0014544667417113152
Position 679: 0.0012674619620014606
Position 379: 0.0012365959622376314
Position 386: 0.0010595604336229264
Position 1039: 0.0010202510570322763
Position 4640: 0.0009847971952575449
Position 173: 0.0009121255638364679
Position 397: 0.0009108760256266266
Position 3830: 0.0008076479176268977
Position 7388: 0.0007618098648991877
Position 1091: 0.000716204990426853
Position 3408: 0.0006418926248800763
