Gene = spag4
index = 1886
Annotated 5SS: [ 174  802 1024]
Annotated 3SS: [ 231  856 1082]
SMsplice 5SS: [ 346 1024]
SMsplice 3SS: [ 856 1145]
top_k =  1000
Partition function (log Z): -3.983475374494673

Sorted 5' Splice Sites (High to Low Probability):
Position 1024: 0.9197204758403348
Position 346: 0.7020120538180106
Position 174: 0.39966488382548127
Position 802: 0.1217092702932233
Position 136: 0.12029795729107841
Position 765: 0.10479632094522827
Position 796: 0.08366520551975858
Position 776: 0.02535721469853959
Position 999: 0.019105201766040712
Position 151: 0.018922957613535213
Position 1090: 0.005611958437560713
Position 316: 0.0036233145033487645
Position 566: 0.0033168182077049353
Position 544: 0.003120404442732579
Position 769: 0.0023342554109551253
Position 57: 0.0017365291555095069
Position 527: 0.0009480799067612204
Position 619: 0.0008855230180524233
Position 424: 0.0005416721218372312
Position 1014: 0.00037182963694568706
Position 685: 0.0002679989760819712
Position 66: 0.00022539393479685052
Position 28: 0.0002172743834907939
Position 650: 0.00017847180831086958
Position 1057: 0.00013964458210759186
Position 1178: 0.00013324011887327382
Position 593: 0.00013086356913707514
Position 715: 0.00011551757065662376
Position 285: 0.00011313629209025149
Position 1084: 0.00010644448539120419
Position 452: 7.126600279623824e-05
Position 51: 6.747858119223904e-05
Position 944: 6.72934192128058e-05
Position 584: 6.18725449214585e-05
Position 942: 5.6469322855301675e-05
Position 330: 4.7716673074538536e-05
Position 350: 4.682967158697708e-05
Position 159: 3.608670903352684e-05
Position 1028: 3.5660426451350884e-05
Position 265: 2.76822477953407e-05
Position 358: 2.0283654012739607e-05
Position 185: 1.7324472754285167e-05
Position 403: 1.5794210397301535e-05
Position 739: 1.5243563651387518e-05
Position 1044: 1.1863689721191486e-05
Position 431: 1.0706575942397453e-05
Position 982: 9.360783667513237e-06
Position 78: 8.958433702614876e-06
Position 242: 7.518231207749332e-06
Position 927: 5.990546972049071e-06
Position 813: 4.70587073223707e-06
Position 1030: 4.07858230978418e-06
Position 182: 2.492661938188618e-06
Position 369: 1.8289401923910036e-06
Position 903: 1.4514895490419342e-06
Position 481: 9.74084477224837e-07
Position 31: 6.852458984735981e-07
Position 898: 6.424730312693206e-07
Position 279: 4.0128636607362417e-07
Position 1104: 3.6642370902062036e-07
Position 889: 1.4898200036172663e-11
Position 831: 4.629947698696286e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9583059071568308
Position 1145: 0.5809801981708117
Position 1082: 0.36674330305013814
Position 231: 0.3221072292603111
Position 200: 0.10884055750867244
Position 420: 0.07246727010556682
Position 203: 0.03048157755028708
Position 452: 0.0254063897163727
Position 704: 0.019909757861609607
Position 417: 0.01822042494637069
Position 584: 0.016223684973786633
Position 249: 0.005336890345453449
Position 605: 0.0034043162001802414
Position 252: 0.002669788803051812
Position 375: 0.0026469849760755674
Position 1067: 0.001462230898819033
Position 220: 0.0012650484237236744
Position 581: 0.0011454085418714532
Position 246: 0.0005912664273988265
Position 1236: 0.00045425435294612937
Position 674: 0.00031385745503381153
Position 1090: 0.00024509578459954036
Position 1248: 0.00011141907163040343
Position 831: 9.826781906490265e-05
Position 121: 8.547093759188702e-05
Position 124: 7.550060302311275e-05
Position 495: 6.612638639029202e-05
Position 431: 6.483895034929437e-05
Position 381: 6.355535119235857e-05
Position 549: 4.680064093421188e-05
Position 1166: 3.617716848669153e-05
Position 1220: 3.246327668463452e-05
Position 424: 2.7689362145463325e-05
Position 880: 2.2057840140753017e-05
Position 774: 1.4661875035302986e-05
Position 898: 1.1889142409880217e-05
Position 519: 1.1200578272958558e-05
Position 1178: 7.33300443675626e-06
Position 273: 7.219791927700681e-06
Position 1100: 4.727208728241734e-06
Position 533: 3.610273634007507e-06
Position 285: 2.923549563079927e-06
Position 212: 2.1280523504063333e-06
Position 867: 1.8710741110553853e-06
Position 178: 1.7962618923038687e-06
Position 350: 1.479134505026202e-06
Position 1147: 1.1887935774392735e-06
Position 312: 1.1648371463649824e-06
Position 934: 9.041520529575329e-07
Position 522: 6.272261382830371e-07
Position 925: 6.264718535777693e-07
Position 1028: 4.7491681767865885e-07
Position 942: 4.5524985088556574e-07
Position 319: 2.2922088873342661e-07
Position 886: 1.904943987394764e-07
Position 260: 1.4552329314196828e-07
Position 256: 1.3957831629263187e-07
Position 301: 9.752149345701233e-08
Position 265: 4.456822995071147e-08
Position 155: 5.653364608660165e-10
Position 316: 2.8450667396257764e-11
