Gene = Tap42
index = 1548
Annotated 5SS: [230]
Annotated 3SS: [299]
SMsplice 5SS: [230]
SMsplice 3SS: [299]
top_k =  1000
Partition function (log Z): -6.831028118142185

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9855656584721622
Position 357: 0.07056582719009713
Position 1012: 0.026381619078994976
Position 234: 0.0065816399222750795
Position 393: 0.0017131783053522252
Position 564: 0.0011714642979743473
Position 1281: 0.0009879596329233173
Position 752: 0.0008974882652303729
Position 612: 0.0008406360319790146
Position 117: 0.0006043864066358292
Position 1032: 0.0005914924347349751
Position 766: 0.0004474398356094816
Position 533: 0.0003555689111440165
Position 677: 0.00024310622868210373
Position 1312: 0.00022974100527293107
Position 194: 9.827122119326945e-05
Position 348: 8.550529293261773e-05
Position 380: 8.30253669355776e-05
Position 4: 7.50714991761871e-05
Position 1315: 6.802649528344857e-05
Position 717: 5.5840706945162106e-05
Position 260: 5.095376687516406e-05
Position 867: 4.588364142287107e-05
Position 365: 2.8237193156985887e-05
Position 395: 2.766503588852844e-05
Position 1291: 2.2660647165312808e-05
Position 232: 1.7467026415368777e-05
Position 736: 1.6830255696678156e-05
Position 306: 1.2488680828816551e-05
Position 804: 8.267933154996719e-06
Position 1336: 6.614730869225168e-06
Position 847: 5.657267296870086e-06
Position 738: 5.617535902103664e-06
Position 22: 5.606704341601549e-06
Position 1285: 2.20563605823451e-06
Position 1238: 2.146560210856165e-06
Position 370: 2.117219890113543e-06
Position 1303: 2.096369513280971e-06
Position 1278: 8.366546954935509e-07
Position 14: 2.612793855460654e-07
Position 282: 5.7428030043791384e-08
Position 911: 3.7273173420483584e-08
Position 925: 3.078399611928348e-08
Position 342: 2.4776032239486267e-08
Position 931: 1.286451933489619e-08
Position 523: 1.0538038991302673e-08
Position 1071: 6.351111071258683e-09
Position 650: 6.238465130073445e-09
Position 702: 3.708964458611528e-09
Position 1128: 3.4698569373315595e-09
Position 294: 2.648753071135198e-10
Position 544: 6.580772600302514e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 299: 0.9179276568176609
Position 486: 0.057624988974045624
Position 1091: 0.051677300562608566
Position 273: 0.019356786600999116
Position 1088: 0.013390561926698685
Position 356: 0.008544219197458213
Position 335: 0.008253436112389942
Position 549: 0.003463657461955747
Position 463: 0.0022606395052273453
Position 509: 0.0018770489865553078
Position 995: 0.0016177917215980664
Position 521: 0.0012106918232528822
Position 1374: 0.0011002904292353437
Position 1127: 0.0008967913039536116
Position 1025: 0.0008665237426494409
Position 1054: 0.0008316747583562894
Position 306: 0.0008299870559473956
Position 645: 0.000676327878675239
Position 311: 0.0005975989485676374
Position 166: 0.0005516030158920482
Position 332: 0.00038321705701743113
Position 785: 0.00030314093413246157
Position 443: 0.0002713627796415489
Position 752: 0.00025500043772127537
Position 812: 0.00025066215176990575
Position 1151: 0.00023979491398184123
Position 361: 0.00023890422512975033
Position 1028: 0.0002202862794608195
Position 370: 0.00021110585385299764
Position 563: 0.00020932015754359016
Position 971: 0.00019254387555602275
Position 530: 0.00018341042577797777
Position 815: 0.00018183760952542553
Position 455: 0.00017812480062539993
Position 937: 0.00015641431401148043
Position 1386: 0.00015574838427935453
Position 968: 0.0001544063545071548
Position 1390: 0.00015239413491011474
Position 688: 0.0001392179713977433
Position 1124: 0.00012773467518868806
Position 824: 2.6422015235757262e-05
Position 572: 2.4817663536726574e-05
Position 1145: 2.2502549595261237e-05
Position 1185: 1.27906998803668e-05
Position 650: 1.0130589295289056e-05
Position 1121: 1.0069699291833328e-05
Position 631: 9.773787674367563e-06
Position 665: 8.801847636077318e-06
Position 533: 7.420964874377549e-06
Position 766: 4.704301856973177e-06
Position 602: 4.626021224650927e-06
Position 867: 3.7220207489332135e-06
Position 145: 1.7149273109046255e-07
Position 229: 1.624527529519978e-07
Position 115: 1.4791168060857315e-07
Position 191: 1.3548214236478623e-07
Position 219: 9.116092991750312e-08
Position 245: 3.173760889979836e-08
Position 1136: 1.5206498257171776e-08
Position 194: 8.866191094227647e-09
Position 1217: 2.2835343358659715e-09
Position 595: 1.236248787913774e-09
Position 488: 1.8263782065684976e-10
Position 136: 1.316808172025329e-10
Position 134: 3.3436384379577334e-11
Position 392: 3.25192198022317e-12
Position 380: 1.0178532692251327e-12
Position 187: 2.2151513183395727e-13
