Gene = Cpr65Ay
index = 1100
Annotated 5SS: [ 75 226]
Annotated 3SS: [133 281]
SMsplice 5SS: [ 75 226]
SMsplice 3SS: [133 281]
top_k =  1000
Partition function (log Z): -2.433963922551508

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9876022237384738
Position 226: 0.784411019125645
Position 231: 0.02362962125463589
Position 198: 0.02002887980214219
Position 7: 0.0017492212116708087
Position 364: 0.0014526714154820713
Position 395: 0.0013622452048601085
Position 461: 0.0006884423708833473
Position 475: 0.0003143940837488338
Position 331: 0.00028272979837727614
Position 436: 0.00028022372088727616
Position 422: 0.00017217296912124582
Position 240: 0.00016268752786090658
Position 324: 6.72908321373321e-05
Position 46: 5.6688107368373845e-05
Position 382: 2.4801598172534968e-05
Position 12: 2.0762294007156364e-05
Position 429: 1.8727573217692576e-05
Position 346: 8.070408308225688e-06
Position 119: 1.1645878478262892e-06
Position 173: 2.4630037843559196e-07
Position 160: 2.2748553301811497e-07
Position 143: 1.5015310779170248e-07
Position 244: 1.1376035846911245e-07
Position 145: 6.582906178145438e-09
Position 299: 4.588911324890694e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 133: 0.9875016959688661
Position 281: 0.8252554789068288
Position 533: 0.0035629879391234328
Position 306: 0.001836818421281611
Position 385: 0.0012501320043009905
Position 468: 0.0010835870356568713
Position 138: 0.00044346308247845013
Position 481: 0.00029935267134652353
Position 331: 0.00023738798001082006
Position 336: 0.00016991692687392566
Position 415: 0.00015204888292561687
Position 143: 0.00012047195889951131
Position 351: 7.814025188948835e-05
Position 435: 7.18390869766249e-05
Position 346: 5.4645364369473425e-05
Position 106: 5.320845880204607e-05
Position 249: 4.268412320440356e-05
Position 404: 3.7844270826388306e-05
Position 197: 1.6390502482339585e-05
Position 308: 1.5253180156610703e-05
Position 394: 1.3867737583265692e-05
Position 360: 1.3251827747503851e-05
Position 448: 8.205470919364275e-06
Position 504: 4.083810238694497e-06
Position 91: 2.3443046085258913e-06
Position 511: 2.3259540860648793e-06
Position 230: 2.298355798515406e-06
Position 363: 2.0763982660844513e-06
Position 429: 1.6555503291664316e-06
Position 79: 8.199511013950749e-07
Position 193: 2.071077907360559e-07
Position 315: 1.681499737894783e-07
Position 240: 9.774426334987484e-08
Position 214: 2.6431987123102214e-08
Position 506: 1.048253742615942e-08
Position 208: 1.0815297622491438e-10
Position 211: 4.858432171199342e-11
Position 206: 4.454288674534487e-11
Position 202: 2.3246432233726777e-13
