Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  1000
Partition function (log Z): -0.6485828360382939

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9898019677544759
Position 3917: 0.9844285923611349
Position 4980: 0.873205965154859
Position 186: 0.4947716646964619
Position 645: 0.3842160445866419
Position 3108: 0.2747481031526579
Position 1442: 0.1449115017986314
Position 1133: 0.10755356534284566
Position 241: 0.061358136388524664
Position 1118: 0.06080360001937526
Position 3277: 0.04494205172056761
Position 4200: 0.0298262057260088
Position 1455: 0.028979748497634863
Position 5593: 0.027960456089771726
Position 4685: 0.02253638079828174
Position 222: 0.020388795664544407
Position 2171: 0.020306109666552365
Position 4430: 0.01583618909115099
Position 855: 0.013892988255905285
Position 226: 0.010979655384016697
Position 2589: 0.0092783570610679
Position 1550: 0.006254934960932899
Position 1890: 0.005469236683362164
Position 204: 0.005036500298257461
Position 2153: 0.00394563875193299
Position 803: 0.0039414215461903174
Position 705: 0.003920794805970254
Position 1145: 0.003539209741423765
Position 3161: 0.0032251715363761082
Position 5918: 0.003183632705399905
Position 475: 0.0031694593287944117
Position 1248: 0.003051005070637967
Position 3139: 0.002581267080878208
Position 31: 0.002419157688955992
Position 3124: 0.0023957539406701117
Position 4059: 0.0020267084273005373
Position 851: 0.0020018204598187864
Position 1439: 0.001840939130444205
Position 3571: 0.001754024850281882
Position 601: 0.0017451374016975993
Position 4439: 0.001729533020504427
Position 1711: 0.0015230194845166451
Position 1908: 0.0014743871995082113
Position 673: 0.0014302005695506414
Position 3213: 0.0012788385589181219
Position 2512: 0.0012433407801297652
Position 416: 0.0012307457959610467
Position 3126: 0.0012141986106325576
Position 2858: 0.001204311346826336
Position 2852: 0.0011893739772778095
Position 2398: 0.0011668475220103927
Position 2222: 0.0011169474423543496
Position 5217: 0.0010288628452020001
Position 3516: 0.001006140887336089
Position 1511: 0.000897472898853175
Position 5322: 0.0007839704990787125
Position 5741: 0.0007834268049053344
Position 1437: 0.0007454435470141035
Position 660: 0.0006776595080500099
Position 477: 0.0006626214112778751
Position 359: 0.000575249517574583
Position 4494: 0.0005486376172414729
Position 2403: 0.0005116646174165788
Position 3105: 0.00047809435948539564
Position 1823: 0.0004758917118430555
Position 514: 0.0004733848774450657
Position 2161: 0.00046271455572314104
Position 1680: 0.00045487413570921873
Position 1593: 0.00044969099656053644
Position 3664: 0.0004439171941282286
Position 5760: 0.000439426822266995
Position 2551: 0.00042692809141177694
Position 2573: 0.0004242996285613675
Position 497: 0.0004200668027384345
Position 230: 0.00041271667575546703
Position 859: 0.00039509839753348365
Position 3102: 0.000380328546939826
Position 4306: 0.0003759427364256996
Position 4295: 0.000361342101225387
Position 4293: 0.00036068189098302527
Position 957: 0.00035826915661976916
Position 5170: 0.0003440125779575131
Position 27: 0.00034095079521911584
Position 2237: 0.0003102548929645155
Position 2225: 0.0003053878711366947
Position 2214: 0.00028254566265574884
Position 6205: 0.0002616908374988539
Position 6003: 0.0002551434216052638
Position 232: 0.0002511740839612463
Position 2247: 0.0002510363184276367
Position 5276: 0.00024268612424030377
Position 6225: 0.00023376276489391702
Position 236: 0.00023325146001589568
Position 2013: 0.00020559279776447126
Position 4768: 0.0001896330702024776
Position 1110: 0.00018456389226107457
Position 1645: 0.00018309649807437327
Position 3195: 0.00016067245292733872
Position 2575: 0.00015706038668246642
Position 1226: 0.00015514897222079177
Position 978: 0.0001507305870986161
Position 2903: 0.00014972211034725428
Position 4148: 0.00013315512187096865
Position 500: 0.00012933980673426572
Position 5156: 0.00012700311351184388
Position 3143: 0.0001234187930683191
Position 342: 0.00011725858579870243
Position 2840: 0.00011703956874079926
Position 1607: 0.00010466039305150347
Position 940: 0.0001038920721794688
Position 3921: 0.00010256642359454596
Position 2980: 8.975279499275925e-05
Position 1370: 8.53796406320918e-05
Position 2545: 8.282135640918314e-05
Position 799: 8.05974093234399e-05
Position 4164: 7.929795157514574e-05
Position 2060: 7.88181678718756e-05
Position 677: 7.835846549908279e-05
Position 5466: 7.463957035388906e-05
Position 409: 7.182329882914167e-05
Position 2120: 6.803805288450587e-05
Position 2591: 6.458071055688538e-05
Position 3496: 5.9679642210445605e-05
Position 3726: 5.683265209663832e-05
Position 407: 5.6407889788793444e-05
Position 489: 5.034892667173612e-05
Position 1154: 4.910524388042789e-05
