Gene = Trf
index = 1565
Annotated 5SS: [231]
Annotated 3SS: [301]
SMsplice 5SS: [231]
SMsplice 3SS: [301]
top_k =  1000
Partition function (log Z): -7.363207600686701

Sorted 5' Splice Sites (High to Low Probability):
Position 231: 0.6455133585941446
Position 235: 0.3370539508194596
Position 193: 0.015723345437191845
Position 361: 0.0031186360988209186
Position 428: 0.0022783562090629953
Position 818: 0.0013665654667505008
Position 732: 0.001233629315684787
Position 44: 0.0008389210679572373
Position 459: 0.000491612630121733
Position 842: 0.00044867119713635156
Position 377: 0.00041360392525863324
Position 546: 0.0003442278909859812
Position 512: 0.00031025121773436043
Position 472: 0.00024319214319515488
Position 848: 0.00020469899939897968
Position 49: 0.00018423743602684407
Position 13: 0.00015491585308416002
Position 821: 0.00013295552541819732
Position 752: 0.00010964352863822889
Position 551: 9.682059088965686e-05
Position 858: 7.876904501402195e-05
Position 184: 6.546113245356873e-05
Position 641: 5.100490375545331e-05
Position 94: 4.231438675896122e-05
Position 630: 2.160201554337496e-05
Position 805: 1.9897474408461587e-05
Position 402: 1.7778928296371966e-05
Position 588: 1.6247630629414627e-05
Position 824: 1.3263130199291149e-05
Position 735: 1.2838855007318473e-05
Position 690: 9.378662972489885e-06
Position 324: 8.140288994505384e-06
Position 124: 5.5828903737840426e-06
Position 646: 5.057503490401627e-06
Position 397: 3.8091504053426408e-06
Position 59: 3.5518723232355297e-06
Position 81: 3.484201727395955e-06
Position 953: 2.670883360756306e-06
Position 579: 1.8225443480787443e-06
Position 909: 1.3840145462789492e-06
Position 331: 1.1865849046726832e-06
Position 720: 2.1923868789698486e-07
Position 918: 9.657414135991308e-08
Position 665: 3.426635511572723e-10
Position 309: 9.702013990897718e-11
Position 705: 1.5950320898175813e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 301: 0.997840188392636
Position 909: 0.004032272712087463
Position 427: 0.0037609220977500393
Position 530: 0.0016797443686425969
Position 94: 0.0008336852268833909
Position 672: 0.0006434846216747096
Position 641: 0.00041286198767577145
Position 853: 0.00020526352477989826
Position 695: 0.00015453000052816996
Position 250: 0.0001502161143359684
Position 572: 0.0001414617525028538
Position 458: 0.00012731804729713324
Position 551: 9.150688897396054e-05
Position 81: 8.89214353550533e-05
Position 617: 8.299793556157766e-05
Position 731: 8.116448589438764e-05
Position 533: 7.273294257315506e-05
Position 347: 4.304273240087403e-05
Position 964: 4.179532252972677e-05
Position 858: 2.8968890966643157e-05
Position 566: 2.727177593932356e-05
Position 805: 2.490266872541321e-05
Position 163: 1.834169281564854e-05
Position 996: 1.509103947498684e-05
Position 272: 9.087554470886637e-06
Position 752: 8.06670416278278e-06
Position 646: 7.890621626953538e-06
Position 662: 4.3894081606143486e-06
Position 137: 4.315727231824448e-06
Position 110: 3.1945302262756116e-06
Position 512: 2.1821763579649973e-06
Position 435: 1.867136053958154e-06
Position 389: 1.7950059296629972e-06
Position 782: 1.220514865277461e-06
Position 116: 1.2085529325572101e-06
Position 821: 9.166220924798765e-07
Position 252: 6.985154515566487e-07
Position 815: 6.414384668495515e-07
Position 491: 4.909005285771221e-07
Position 974: 3.616723252175882e-07
Position 485: 7.79778541010844e-08
Position 171: 4.5167027689184806e-08
Position 231: 1.1240301390188889e-08
Position 180: 7.513774601713096e-09
Position 204: 6.274770815029877e-10
Position 377: 2.9703816038340995e-11
Position 367: 3.533599967727338e-12
Position 219: 5.800344794714752e-13
Position 198: 5.283656033266866e-15
