Gene = Msp300
index = 1287
Annotated 5SS: [ 10145  16762  21072  21725  22061  24746  38139  38797  40045  40641
  41014  43909  46422  48006  54341  54658  54973  86841  87405  94584
  95408  97248 101426 102866 103716 104027]
Annotated 3SS: [ 16699  20798  21557  21783  22138  24950  38481  38901  40433  40775
  41125  46115  47853  53370  54444  54711  86729  87239  87464  95101
  96989  98465 102238 103573 103958 104226]
SMsplice 5SS: [   168   2720  16762  21072  21725  22061  24746  38797  40045  40641
  41014  46422  48006  54341  54658  54973  86841  87405  87552  94584
  95408  97248 102866 103716]
SMsplice 3SS: [  1818  16699  20798  21557  21783  22138  38481  38901  40238  40775
  46115  47853  53370  54444  54711  86729  87239  87464  94382  95101
  96989 102238 103585 104226]
top_k =  1000
Partition function (log Z): -26.006087936793687

Sorted 5' Splice Sites (High to Low Probability):
Position 38797: 0.9994666604435943
Position 54973: 0.9993806642463178
Position 54658: 0.9991259907262714
Position 2720: 0.9987077041528999
Position 21725: 0.9965382375252089
Position 41014: 0.9905601609411846
Position 48006: 0.980001171263883
Position 21072: 0.95594545885973
Position 40045: 0.9394153149330425
Position 46422: 0.9348980713414652
Position 40641: 0.8712153147778171
Position 54341: 0.8531883725793149
Position 24746: 0.677964812243827
Position 16762: 0.5517756763237956
Position 22045: 0.4909590540148115
Position 2119: 0.4595205440114328
Position 168: 0.44889274585631733
Position 22260: 0.42723155913703625
Position 43909: 0.3743014126829408
Position 26181: 0.2964799684932036
Position 1673: 0.16220633694979025
Position 22477: 0.13379120894909272
Position 21989: 0.12412507636467589
Position 42275: 0.10164421786505505
Position 21373: 0.09379996348687594
Position 6878: 0.09331580581468882
Position 1200: 0.08812680146469608
Position 22216: 0.0878947160202453
Position 13072: 0.07138654495757278
Position 7399: 0.06527541598477682
Position 47771: 0.06147767752816733
Position 46732: 0.05629232938673513
Position 7430: 0.05083958562084944
Position 39025: 0.04966082089307478
Position 7718: 0.04581805355897656
Position 41935: 0.04026343121751741
Position 54002: 0.03809100353101429
Position 47558: 0.03755249596696756
Position 22011: 0.03724923697214477
Position 47034: 0.03633630611069271
Position 1589: 0.0336793261344884
Position 51657: 0.032010324594778226
Position 41218: 0.03193553978052564
Position 52349: 0.030313945155420335
Position 842: 0.02862634428353121
Position 21244: 0.027608697845286082
Position 46377: 0.0259837318500494
Position 54374: 0.02477809092669796
Position 6869: 0.02429327508707966
Position 40647: 0.022783957954722336
Position 49297: 0.022145293862648123
Position 25752: 0.02108580283892519
Position 1518: 0.02041893478427774
Position 41262: 0.02003274623171414
Position 1575: 0.01856234880783486
Position 41309: 0.017885285371835605
Position 26479: 0.017258273452129075
Position 5376: 0.016689372144879963
Position 22065: 0.015908192551563845
Position 403: 0.01579380086296058
Position 318: 0.01573921199221747
Position 1762: 0.014151046421313089
Position 58137: 0.013807881316862145
Position 41210: 0.013557354343785922
Position 27862: 0.01241959386800073
Position 631: 0.011675356546010087
Position 41441: 0.010925858165388033
Position 39069: 0.010832208503765367
Position 53405: 0.010476754195672048
Position 39747: 0.01043492438117203
Position 48522: 0.010375832047369037
Position 1671: 0.010128610668099893
Position 47317: 0.00995561541701005
Position 42549: 0.009491954446354709
Position 39643: 0.009429884555727141
Position 172: 0.009414114567424789
Position 61230: 0.009209091854242289
Position 1325: 0.008914106525675258
Position 51479: 0.0077918461862911395
Position 455: 0.007120590559237301
Position 47182: 0.005988427608691678
Position 50301: 0.00584119004937916
Position 55990: 0.0058306188831068854
Position 42575: 0.005813451681951053
Position 40369: 0.005810073819313583
Position 6671: 0.005565322952394079
Position 47985: 0.005533418910120366
Position 146: 0.005407106289037791
Position 21875: 0.005347902310811061
Position 24862: 0.004882673966430998
Position 46986: 0.004780439968795275
Position 53807: 0.004730799996829587
Position 22984: 0.004479706154287693
Position 57755: 0.00447953816761229
Position 21800: 0.004478759069380882
Position 21909: 0.00431095401187523
