Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  1000
Partition function (log Z): 9.449746669941725

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9993621585011244
Position 1934: 0.9989979230501739
Position 2497: 0.9924521036454743
Position 2157: 0.3765597191510136
Position 1074: 0.2698575883100252
Position 348: 0.09056367196422362
Position 505: 0.04449307119017919
Position 20: 0.04355100449001165
Position 1062: 0.03244256625643165
Position 871: 0.02794671260232583
Position 1160: 0.025418540199529147
Position 623: 0.021404419339942103
Position 618: 0.017350284382450426
Position 458: 0.012547138192237585
Position 366: 0.01192865938771557
Position 635: 0.011612337478507033
Position 464: 0.011227804756564137
Position 1047: 0.009747245791203698
Position 1033: 0.007378121621548204
Position 2558: 0.00722304994206031
Position 32: 0.007051167665857965
Position 849: 0.005134016071182627
Position 3436: 0.004832264604780495
Position 3298: 0.004825499029823129
Position 413: 0.004745901252148051
Position 1329: 0.0038858852542746733
Position 571: 0.003526833571510911
Position 3242: 0.003104170092528307
Position 71: 0.003001305731150545
Position 1249: 0.002935493785144243
Position 3456: 0.0028851824529394555
Position 3322: 0.0023622415017567756
Position 810: 0.0022903592688327257
Position 2077: 0.002226080288810087
Position 299: 0.0021709038454763227
Position 193: 0.0019232992754214804
Position 1242: 0.0015708609525618472
Position 2170: 0.0014312572457443676
Position 3068: 0.0013161781663428443
Position 2870: 0.0008549693954873526
Position 267: 0.0008310989527349791
Position 732: 0.0008226462710308915
Position 1252: 0.0007746991758222199
Position 172: 0.000738697383117781
Position 1171: 0.0006333662996646011
Position 433: 0.0005427488377192173
Position 1173: 0.0005132034714195723
Position 2350: 0.0005012762879844862
Position 3024: 0.00047222252585453587
Position 175: 0.00045201487487214477
Position 184: 0.0004301480626032934
Position 1419: 0.00039476806455286044
Position 2190: 0.00037464053921573915
Position 3331: 0.00036593512937407017
Position 896: 0.000302248979130619
Position 3289: 0.00029993720785624124
Position 2511: 0.00028254650478158426
Position 308: 0.00026135240614169223
Position 1501: 0.00024575897743435156
Position 2371: 0.0002046484512548694
Position 788: 0.00018574210526175181
Position 1926: 0.00017823298913817375
Position 75: 0.00017590689480704848
Position 2494: 0.0001567754893669069
Position 1945: 0.00015439962245226624
Position 3472: 0.00013418014800771635
Position 2750: 0.00012059442346895198
Position 2446: 0.00011856989883002077
Position 2881: 0.00011395824118142772
Position 489: 0.00011001803898501822
Position 2848: 0.00010962873560596408
Position 1005: 9.853223960853767e-05
Position 2915: 9.521654654750156e-05
Position 406: 8.60323545324203e-05
Position 525: 8.448475362542339e-05
Position 2918: 8.057071139191453e-05
Position 3049: 7.997442521512662e-05
Position 2954: 7.068154104848951e-05
Position 2998: 6.235404437635293e-05
Position 204: 5.741148308703068e-05
Position 2177: 5.212597192138998e-05
Position 3358: 4.225058975948766e-05
Position 2161: 4.016030083300979e-05
Position 2492: 3.913281146894032e-05
Position 1702: 3.854800426200583e-05
Position 1190: 3.7929563722374264e-05
Position 2387: 3.598816320443675e-05
Position 3379: 2.9358567314626465e-05
Position 1884: 2.8280175942226947e-05
Position 2223: 2.6078120429860254e-05
Position 1313: 2.5610093287990828e-05
Position 2131: 2.460579634209686e-05
Position 2501: 2.3968248539503965e-05
Position 2450: 2.3509661518856194e-05
Position 712: 2.3373668725851517e-05
Position 1938: 1.7385120133857205e-05
Position 424: 1.161558492206395e-05
Position 627: 9.872926432165045e-06
Position 2985: 9.859974265147438e-06
Position 2993: 9.09526887253366e-06
Position 509: 8.689542544687852e-06
Position 2172: 8.606187088550356e-06
Position 2048: 6.960712739587559e-06
Position 2016: 5.132685798392104e-06
Position 272: 5.082504623474638e-06
Position 3314: 4.905963523402847e-06
Position 679: 4.6656135342947285e-06
Position 2027: 4.4465644742694035e-06
Position 1786: 3.75063912516373e-06
Position 313: 3.6373833768432526e-06
Position 1835: 3.4505835317973974e-06
Position 1879: 3.012718006681516e-06
Position 915: 2.9824307061343143e-06
Position 2412: 2.6209694157066035e-06
Position 1882: 2.2846529380042094e-06
Position 470: 1.8930421848626728e-06
Position 316: 1.8395173117729584e-06
Position 830: 1.823107201845341e-06
Position 1559: 1.59801516223708e-06
Position 2738: 1.4550233770872955e-06
Position 1929: 1.3835304798452081e-06
Position 501: 1.3627952004129555e-06
Position 1672: 1.084663178860688e-06
Position 511: 8.008490704839499e-07
Position 530: 5.533339801205341e-07
Position 1789: 5.383668939636958e-07
Position 165: 5.114651951862655e-07
Position 88: 5.111113318046316e-07
Position 78: 4.951990638521533e-07
Position 1792: 4.812391278123566e-07
Position 1682: 4.5054718970860584e-07
Position 687: 3.789289027380799e-07
Position 517: 3.6997772698658315e-07
Position 2298: 2.752073273678596e-07
Position 519: 1.8786799360208682e-07
Position 1869: 1.1926615820373717e-07
Position 2894: 6.615304196851253e-08
Position 1801: 1.0083845557592486e-08
Position 1247: 6.740411339670552e-09
Position 1256: 5.896036644111576e-09
Position 2721: 3.1682285135794182e-09
Position 1139: 2.9003662097545042e-09
Position 1204: 2.4673514753502632e-09
Position 2987: 1.9210150589157804e-09
Position 2675: 1.3454376017833093e-09
Position 1816: 1.1357106732765307e-09
Position 478: 2.7993233466100447e-10
Position 1730: 1.9817069955904378e-10
Position 2713: 1.1779709646650593e-10
Position 2956: 3.233036361772791e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.9994103408667461
Position 2623: 0.9978893219043031
Position 1990: 0.9907165832797353
Position 2235: 0.35224599074591884
Position 1573: 0.28258288591324027
Position 1591: 0.18170438524172947
Position 1360: 0.044293485070702965
Position 1371: 0.03598377028279716
Position 71: 0.03146134307299804
Position 1230: 0.024945217019876294
Position 870: 0.02290768559730718
Position 922: 0.01864354571678523
Position 2283: 0.013195628360024546
Position 962: 0.009615453764817403
Position 1501: 0.008500008703117325
Position 2001: 0.008318154062164082
Position 3500: 0.007554822230868865
Position 2552: 0.006817860986721944
Position 3389: 0.00628901855457532
Position 2286: 0.004957570077102054
Position 2223: 0.004397141835431464
Position 563: 0.0041471480676752576
Position 1328: 0.003490118711560468
Position 3516: 0.0031428617383888356
Position 497: 0.0023574457971541696
Position 1457: 0.002344321588822983
Position 1160: 0.002108987066255571
Position 3481: 0.001966168007188289
Position 1313: 0.0019056817114025246
Position 1513: 0.0014016222943286694
Position 3361: 0.0012054829948349075
Position 438: 0.0011000343881022705
Position 2432: 0.0010909109805949885
Position 509: 0.0008809540509305258
Position 3455: 0.0008366432287852647
Position 2931: 0.0006191971097058295
Position 530: 0.000588503382404314
Position 2379: 0.00039660151924551226
Position 2156: 0.0003612200425247984
Position 937: 0.00034843473511468896
Position 1190: 0.00026682888624437
Position 2241: 0.00022489509296020393
Position 1247: 0.00021923951595713263
Position 2574: 0.00019437809641983917
Position 2349: 0.00018031729715582232
Position 2953: 0.00017704306353684987
Position 1268: 0.0001735873059355447
Position 2974: 0.00015531044471903192
Position 896: 0.0001544825633758223
Position 802: 0.00014895470874993745
Position 1785: 0.00014817148845877988
Position 1252: 0.00014256141821057317
Position 1602: 0.00012686486262829946
Position 1261: 0.00012262129848106308
Position 2905: 8.807469514045865e-05
Position 3207: 8.420417456180535e-05
Position 983: 7.605850552151223e-05
Position 215: 7.387330707807886e-05
Position 618: 6.71314768213935e-05
Position 2060: 6.570025779467039e-05
Position 3085: 6.285680792651403e-05
Position 1377: 5.729296081163086e-05
Position 3528: 5.6697048444145325e-05
Position 740: 5.491058639423823e-05
Position 1630: 5.351429503596764e-05
Position 3064: 5.097185994336878e-05
Position 2010: 4.7939445256177085e-05
Position 1833: 4.138538840223274e-05
Position 1608: 4.0286229483428564e-05
Position 3538: 3.943752719419696e-05
Position 2076: 3.680083330798818e-05
Position 970: 3.1250866259811286e-05
Position 788: 3.111259004922164e-05
Position 449: 2.9868835483036842e-05
Position 2262: 2.1699570056214808e-05
Position 1121: 2.0576301313066333e-05
Position 3127: 1.9599659228495346e-05
Position 2812: 1.927561236274064e-05
Position 1668: 1.9040947930540595e-05
Position 2247: 1.8966527578668514e-05
Position 993: 1.842112056698678e-05
Position 342: 1.6601285506779523e-05
Position 3067: 1.478338330046568e-05
Position 3034: 1.279075351834961e-05
Position 1046: 1.0331466072924671e-05
Position 2190: 6.809284144209845e-06
Position 3524: 6.12032179767665e-06
Position 2081: 5.27920898287137e-06
Position 2671: 5.218220357164802e-06
Position 1037: 4.456749112679483e-06
Position 2295: 4.386599114426469e-06
Position 2346: 3.4078949701225138e-06
Position 325: 2.9508773807962886e-06
Position 2578: 2.608907242118015e-06
Position 1830: 2.0567982895393207e-06
Position 3246: 1.931974983656111e-06
Position 458: 1.8580602396101019e-06
Position 2055: 1.6383652632704849e-06
Position 2710: 1.169105153299675e-06
Position 247: 8.001676370212132e-07
Position 2298: 6.657296780454897e-07
Position 2025: 6.572626976713052e-07
Position 1914: 3.354317237006743e-07
Position 2013: 2.3763230813089158e-07
Position 2169: 7.622208396265317e-08
Position 2177: 7.354991412740142e-08
Position 2016: 6.452985374059266e-08
Position 586: 6.16404957361235e-08
Position 3097: 5.868820657237016e-08
Position 1727: 4.1429947283160554e-08
Position 1918: 3.927408364081807e-08
Position 1851: 3.292630762485108e-08
Position 2492: 3.1091832653804705e-08
Position 104: 2.2156364917562552e-08
Position 571: 1.9129993781188925e-08
Position 254: 8.671837216001002e-09
Position 2865: 8.070730027350055e-09
Position 2908: 3.2291762408606728e-09
Position 929: 3.0193705634312933e-09
Position 379: 2.532174590645928e-09
Position 3093: 2.480303206680673e-09
Position 373: 2.1056289192514396e-09
Position 2668: 1.0077667320421415e-09
Position 2037: 9.774464723130075e-10
Position 2803: 7.527898943758781e-10
Position 217: 6.460639761756731e-10
Position 306: 4.317541300288445e-10
Position 2721: 3.5241538352624366e-10
Position 2779: 3.065828350836928e-10
Position 2742: 2.848760676482052e-10
Position 308: 2.6394279934066853e-10
Position 272: 2.5862912631649527e-10
Position 163: 1.0591978876086414e-10
Position 2827: 6.402639894374936e-11
Position 279: 6.234081146226603e-11
Position 453: 4.5377860245456413e-11
Position 267: 2.9369709458783743e-11
Position 228: 2.078564072545688e-11
Position 204: 1.4853696054454088e-11
Position 294: 1.3056752212802776e-11
Position 2581: 5.541939483704678e-12
Position 283: 4.280267090870199e-12
Position 260: 2.0471756197636849e-13
Position 165: 1.0940813919063544e-13
Position 262: 5.932554017863988e-16
