Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  1000
Partition function (log Z): 1.5388064895848828

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9742288429507487
Position 1023: 0.945565325417644
Position 1707: 0.8887962229565222
Position 1355: 0.8274374262316413
Position 1503: 0.8218332608623267
Position 782: 0.6695998903452062
Position 638: 0.03254474080721307
Position 1352: 0.023674711104888727
Position 1177: 0.010506681385279097
Position 241: 0.007679345218636892
Position 1173: 0.0047332667303122055
Position 247: 0.00426233181038019
Position 1327: 0.0029669276882883927
Position 290: 0.0018952254834409996
Position 636: 0.0014112751439503645
Position 1653: 0.0011020639715117401
Position 931: 0.0008970142528915972
Position 510: 0.0008433732876253285
Position 228: 0.0006433697010241935
Position 625: 0.0005975686794719659
Position 1686: 0.0005649610661114826
Position 644: 0.0004851559857206469
Position 217: 0.000326415679036792
Position 134: 0.0003095780120319392
Position 1636: 0.0002951371649314781
Position 1595: 0.00028634530091706885
Position 1599: 0.00028546593286366115
Position 1306: 0.0002606136669144706
Position 677: 0.00023084628910389904
Position 178: 0.0002172053587290806
Position 544: 0.00021000886777570662
Position 776: 0.00018588927635864217
Position 1627: 0.0001793818824531945
Position 71: 0.00014070728190540972
Position 385: 9.890801609704268e-05
Position 408: 8.026817367327749e-05
Position 1194: 7.064590421559346e-05
Position 1851: 6.195655764655854e-05
Position 114: 6.151741142836376e-05
Position 464: 6.0467942392706666e-05
Position 1244: 5.9191966285470194e-05
Position 500: 5.263350924221618e-05
Position 1679: 5.0585211481240104e-05
Position 149: 4.9659569202037006e-05
Position 969: 4.869216070098125e-05
Position 344: 4.477620934837023e-05
Position 774: 2.9127298469200738e-05
Position 562: 2.7572698593238653e-05
Position 19: 2.659203231017745e-05
Position 862: 2.626675673093625e-05
Position 1171: 2.387091253233785e-05
Position 983: 2.382624064288654e-05
Position 1460: 1.9690111227224496e-05
Position 574: 1.3098770492332244e-05
Position 1149: 1.2109838545756262e-05
Position 355: 1.1295806410516667e-05
Position 383: 8.461750928401574e-06
Position 1899: 8.26184041456567e-06
Position 1879: 7.995667850046277e-06
Position 1417: 7.637806518885083e-06
Position 209: 7.0120651980095625e-06
Position 711: 6.02823736121509e-06
Position 1106: 4.647068968039303e-06
Position 1400: 4.142720454932767e-06
Position 1556: 3.3422325558473065e-06
Position 260: 2.7371098651775255e-06
Position 853: 2.659897597895405e-06
Position 844: 1.9191132455410203e-06
Position 1810: 1.644440859616696e-06
Position 1111: 1.5746142322068875e-06
Position 730: 1.5190736501460462e-06
Position 1729: 1.4931144139820346e-06
Position 866: 1.2305172993292664e-06
Position 1617: 1.101786130855124e-06
Position 1805: 1.0426000907542637e-06
Position 10: 9.304114473148515e-07
Position 723: 8.964106800180537e-07
Position 166: 8.835354783472714e-07
Position 60: 8.19297205538926e-07
Position 935: 7.076944939123826e-07
Position 91: 5.588965687426185e-07
Position 1197: 4.851797718382348e-07
Position 270: 4.389344734642736e-07
Position 202: 4.128435902570939e-07
Position 972: 3.1734956419403796e-07
Position 39: 2.3911534809314737e-07
Position 13: 1.3792347299206496e-08
Position 329: 7.83494684446814e-11
Position 901: 8.302699694317425e-14
Position 837: 7.408508465617957e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8930467596443126
Position 1409: 0.8775246838146482
Position 694: 0.8364062990696769
Position 1550: 0.8169567374992917
Position 1075: 0.7793008229656312
Position 853: 0.6469252253975359
Position 1091: 0.16041064869281052
Position 523: 0.10882224090292682
Position 362: 0.030304292069612607
Position 496: 0.015221062617772396
Position 657: 0.011055423686617058
Position 878: 0.008242604290358644
Position 1194: 0.005966727364948485
Position 1259: 0.005123307544740565
Position 1396: 0.004325377105109067
Position 329: 0.003023073965390691
Position 1899: 0.0024610349367304046
Position 343: 0.0024028731855355316
Position 1706: 0.002152396374673667
Position 1140: 0.002123814483398874
Position 217: 0.0020761125415754158
Position 935: 0.0019027125356316928
Position 850: 0.0015790438276127782
Position 228: 0.0013968874849601331
Position 1795: 0.0012204629774895124
Position 1292: 0.00108009442336018
Position 1286: 0.0006394811885849046
Position 429: 0.0006384276533967967
Position 371: 0.00044367660372815606
Position 781: 0.0004188944708240611
Position 1819: 0.0003979827073272919
Position 457: 0.0003838539955688295
Position 1653: 0.0002767348434787924
Position 530: 0.0002600920347907481
Position 857: 0.00021420357127104834
Position 862: 0.00020114847817802748
Position 1670: 0.0001914870744868918
Position 1327: 0.00017055049915169852
Position 464: 0.00016847642696801748
Position 574: 0.0001038177385009157
Position 473: 0.00010235256101276534
Position 1934: 9.031885563507737e-05
Position 503: 8.748867012474198e-05
Position 280: 6.203988185844123e-05
Position 1627: 4.638636062016827e-05
Position 408: 4.436112545469024e-05
Position 718: 4.313181479120224e-05
Position 944: 3.989213436101918e-05
Position 978: 3.5089797522951246e-05
Position 1009: 3.4431130317355786e-05
Position 1941: 1.5768824097570704e-05
Position 1502: 1.4171706636290608e-05
Position 1106: 1.0422291262028276e-05
Position 742: 6.810659831963909e-06
Position 1583: 5.992224467793653e-06
Position 1810: 5.42155083711757e-06
Position 241: 5.262936067488819e-06
Position 194: 5.206007149028615e-06
Position 1711: 4.961720346842909e-06
Position 1556: 4.332844397655745e-06
Position 1525: 2.6075715655185475e-06
Position 120: 1.3274312163098276e-06
Position 158: 1.3089478442239631e-06
Position 87: 7.043643361287559e-07
Position 161: 3.6727371930641827e-07
Position 56: 3.2484700242387115e-07
Position 1679: 3.127726612351782e-07
Position 108: 7.97626120522231e-08
Position 178: 2.4359652315528865e-08
Position 53: 2.345541786482145e-08
Position 96: 1.220708427559301e-08
Position 123: 1.2908640482071399e-09
Position 66: 1.9255970985423133e-11
Position 166: 4.55868355552248e-15
Position 125: 7.672712291225097e-16
