Gene = BuGZ
index = 57
Annotated 5SS: [ 166  663  981 1703 3212 5784]
Annotated 3SS: [ 354  718 1284 2821 5650 5885]
SMsplice 5SS: [ 663  981 1703 3212 5784]
SMsplice 3SS: [ 718 1284 2821 5650 5885]
top_k =  1000
Partition function (log Z): 3.619731600484312

Sorted 5' Splice Sites (High to Low Probability):
Position 663: 0.9931890163429614
Position 3212: 0.9886641314268976
Position 5784: 0.9628061264160539
Position 981: 0.9479988927172078
Position 1703: 0.8138759658175045
Position 5212: 0.5269375768266877
Position 7086: 0.5227178597443937
Position 2333: 0.18831056747743546
Position 7883: 0.15558245796736078
Position 6892: 0.15125804477277116
Position 4402: 0.12593759915595226
Position 5036: 0.12501083014981376
Position 3435: 0.09804203708063469
Position 1870: 0.09260280408969658
Position 6282: 0.0793550469328037
Position 7445: 0.055328381256849885
Position 2112: 0.051606869341887546
Position 4012: 0.04837429374739268
Position 8351: 0.04402189397711694
Position 2431: 0.03390178876545704
Position 4370: 0.026554844098265914
Position 7235: 0.02433389072289952
Position 2709: 0.02130145047903449
Position 3591: 0.020449734014303153
Position 1820: 0.018612697748438673
Position 5813: 0.018559457475692948
Position 6499: 0.017203940324963335
Position 7481: 0.015474147877164498
Position 4861: 0.01378098918680752
Position 2033: 0.01256688644161321
Position 366: 0.011828970423357146
Position 269: 0.011565579462301892
Position 2279: 0.009621222614660297
Position 2451: 0.009140291487995776
Position 6199: 0.008925310711043256
Position 7325: 0.008749452895806604
Position 6386: 0.008647597935428887
Position 4139: 0.0069239664901172915
Position 6042: 0.006559266625781084
Position 4559: 0.0062296115216167024
Position 975: 0.005578926364201052
Position 7817: 0.005413401902025098
Position 656: 0.005335022780032325
Position 482: 0.00520687113216296
Position 255: 0.0050981619728556965
Position 166: 0.0046206789989165315
Position 2783: 0.00458397135877166
Position 2400: 0.004504997620590486
Position 3393: 0.004165974355446104
Position 7589: 0.004093453722486219
Position 3868: 0.003541766119802088
Position 828: 0.0033087967326444158
Position 4016: 0.0033040338300736184
Position 2586: 0.0031506752467966876
Position 4188: 0.0029962288361381393
Position 7914: 0.0029236802994560595
Position 287: 0.002670600666580872
Position 6651: 0.0020720957982463396
Position 1507: 0.0020291635233693414
Position 4296: 0.0019636271723664223
Position 6166: 0.001954141445588707
Position 4118: 0.001935662786240584
Position 7320: 0.001922242041832078
Position 2123: 0.001754188007264315
Position 5733: 0.0017161682792881535
Position 2294: 0.0016485884725912163
Position 6639: 0.00145952512458078
Position 786: 0.0014158281454773017
Position 4314: 0.0012172961405525924
Position 48: 0.0011925315713694935
Position 2254: 0.001103304206508544
Position 7449: 0.0010367105740066928
Position 1254: 0.0008397759721743908
Position 1635: 0.0007874777445603012
Position 262: 0.0007728289692337019
Position 6618: 0.000655661216212313
Position 1191: 0.0005890437087019073
Position 160: 0.0005884094102632065
Position 2595: 0.0005847866748164301
Position 3095: 0.0005789603600577588
Position 2127: 0.0005350001057995708
Position 355: 0.0005295851131820394
Position 6320: 0.0004920233751898856
Position 1120: 0.0004603481258947668
Position 2322: 0.0004570188956775243
Position 223: 0.0004481727351239558
Position 1089: 0.00043878952934088447
Position 3729: 0.00041009453350749036
Position 3601: 0.0003926436161847058
Position 2311: 0.0003645842902848212
Position 1111: 0.0003467378313968504
Position 5966: 0.0003378368107489129
Position 1203: 0.0003375710243641184
Position 3238: 0.00024769423356816765
Position 2381: 0.0002285166718268886
Position 7923: 0.00020203240900230898
Position 2473: 0.00020101258269196492
Position 5810: 0.00019101136783379556
Position 1719: 0.00018725433734578014
Position 6944: 0.00018114041121415256
Position 6298: 0.00017870289561134874
Position 1093: 0.00016946283679809468
Position 6258: 0.00015342469222641216
Position 667: 0.0001503655592038247
Position 1818: 0.00014992360942141163
Position 211: 0.00014817885314159326
Position 7183: 0.00013465868194882083
Position 2011: 0.0001305844902200444
Position 1050: 0.00013002078011268916
Position 990: 0.00012029713856936105
Position 91: 9.62912266531399e-05
Position 1043: 8.959067190906974e-05
Position 7329: 7.090060118364515e-05
Position 2470: 6.587401813326293e-05
Position 1194: 5.943546889741622e-05
Position 2924: 4.536060620367687e-05
Position 1060: 3.707041464089936e-05
Position 2317: 3.2045928927682296e-05
Position 616: 2.9933993332306352e-05
Position 506: 2.5854200772500774e-05
Position 442: 2.4856105782838632e-05
Position 3516: 2.2364689847097524e-05
Position 497: 2.095290340731365e-05
Position 1284: 1.687506153463292e-05
Position 1171: 1.53468491629914e-05
Position 445: 1.5251376483318694e-05
Position 609: 1.4379045318514721e-05
Position 3476: 1.4276789596491588e-05
Position 597: 1.3929327141885713e-05
Position 1687: 1.293431908522429e-05
Position 60: 1.2412705284703172e-05
Position 641: 1.2153131879897951e-05
Position 1734: 1.1866643580001044e-05
Position 5788: 1.1764711805194964e-05
Position 320: 9.98442377538374e-06
Position 835: 8.321788128784566e-06
Position 3595: 7.814362044908186e-06
Position 1241: 7.591635907742348e-06
Position 2179: 6.32439141205376e-06
Position 1569: 6.302702646443352e-06
Position 370: 5.1663031004605985e-06
Position 101: 4.8577101906872165e-06
Position 3397: 4.382652381321988e-06
Position 3216: 4.260547399921186e-06
Position 3231: 3.95546420047893e-06
Position 730: 3.935606296817207e-06
Position 1353: 3.202616495931156e-06
Position 681: 3.0333548406408513e-06
Position 1673: 2.786638418245785e-06
Position 23: 2.252356248273423e-06
Position 392: 2.0236281332955665e-06
Position 1707: 1.908355935068262e-06
Position 1427: 1.3686183399257768e-06
Position 1147: 1.2366062877273383e-06
Position 1464: 1.2357035722987764e-06
Position 3171: 1.1916852554041562e-06
Position 103: 1.1156841091776334e-06
Position 542: 8.800120390118284e-07
Position 1350: 6.717809480645619e-07
Position 1755: 6.598305139378604e-07
Position 3439: 5.970249050383004e-07
Position 3363: 5.964197734626156e-07
Position 686: 5.400177533543025e-07
Position 3456: 3.2988965604445676e-07
Position 728: 1.288377706641746e-07
Position 1545: 1.2679445559134838e-07
Position 1582: 7.76553870333693e-08
Position 1650: 7.54561529120715e-08
Position 1670: 4.6049631754847295e-09
Position 866: 8.561064859091925e-10
Position 1102: 7.757143197390368e-10
Position 873: 6.67494077894097e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.9946604558334817
Position 2821: 0.9259360350664745
Position 5650: 0.9015213414451697
Position 5885: 0.6200286187490667
Position 1284: 0.38917858332999267
Position 1299: 0.28466490497027386
Position 1988: 0.2752136213958182
Position 8956: 0.2333105767741143
Position 6728: 0.19401355066306103
Position 7269: 0.18260737896557896
Position 3358: 0.16989882217389404
Position 4770: 0.14753835882830657
Position 3937: 0.13291451403446553
Position 7306: 0.12796010115111417
Position 4842: 0.11324293281755128
Position 9235: 0.10190914182497904
Position 7506: 0.09354346180919394
Position 7668: 0.08877159461211749
Position 5902: 0.08696276997707393
Position 1784: 0.08452602636391374
Position 5110: 0.08407696797732514
Position 1751: 0.08251970633260866
Position 3501: 0.07876894098641038
Position 8004: 0.054856322112003586
Position 4973: 0.05152355372432623
Position 8404: 0.04776876156394687
Position 6523: 0.04354199068577306
Position 3818: 0.04239554409070351
Position 5070: 0.036693236649520275
Position 7391: 0.0356702346191371
Position 1119: 0.025369095305257886
Position 354: 0.024189469516675614
Position 5557: 0.023873508546280103
Position 9958: 0.023581037420135894
Position 5527: 0.022903064849932837
Position 9442: 0.02284439205410096
Position 2227: 0.022596522862564885
Position 5128: 0.02109320740757202
Position 4709: 0.01990034469531114
Position 5674: 0.019610092643159164
Position 6738: 0.019555589372285572
Position 3782: 0.019511690643679476
Position 3727: 0.018363483537473052
Position 1036: 0.018263583390447563
Position 8637: 0.017753289279432857
Position 5861: 0.017398394258871276
Position 7546: 0.015557501378205257
Position 2396: 0.015167799275157079
Position 4173: 0.01488581903903257
Position 3823: 0.014733214666846751
Position 1191: 0.012998304726038926
Position 1453: 0.012707478566819792
Position 7518: 0.012681669199164592
Position 4199: 0.012572121353430044
Position 1102: 0.012435616314344127
Position 481: 0.010716997046505293
Position 8074: 0.009534741347214088
Position 1338: 0.009126137822850872
Position 880: 0.008432470348493216
Position 6035: 0.008390448852963622
Position 6448: 0.008210029162645181
Position 7033: 0.007886386441482037
Position 4264: 0.007658004955516206
Position 1361: 0.007538807964701433
Position 3892: 0.0073102941299142835
Position 3670: 0.007009701406798341
Position 1040: 0.006844748567551583
Position 5936: 0.0068131811146404965
Position 1222: 0.006661773202559737
Position 2708: 0.006270764342305303
Position 4860: 0.006232224166576525
Position 542: 0.005663666734341578
Position 2848: 0.00550020925320789
Position 1916: 0.005423915175715333
Position 7398: 0.004623002281780469
Position 6985: 0.004088061781995945
Position 7069: 0.0037754285076160403
Position 5286: 0.003512488185266697
Position 6306: 0.003462752888678169
Position 3638: 0.003368749542698848
Position 6621: 0.0031702763153843984
Position 1940: 0.002940989637513364
Position 7620: 0.002568210079916938
Position 1235: 0.0020180833790059863
Position 5569: 0.001981626910483965
Position 5845: 0.001953028423363558
Position 8598: 0.0018921753953050147
Position 9213: 0.00188627047086247
Position 6824: 0.001856228928469056
Position 3326: 0.0018063657905340272
Position 2621: 0.0016967022082421815
Position 1350: 0.0016079099172233108
Position 1929: 0.0015695222678236923
Position 7805: 0.0015589012161874897
Position 3469: 0.001528559510021721
Position 1545: 0.0015275802612809343
Position 4352: 0.0015254675944073141
Position 2332: 0.0014921442001470295
Position 6435: 0.001453486404920648
Position 439: 0.0012294250887618248
Position 7427: 0.0011733841793439687
Position 5683: 0.0011389128472137741
Position 3450: 0.0010281270351573538
Position 2834: 0.001020374797224869
Position 2881: 0.0009532549593327321
Position 101: 0.0009423445629207407
Position 2684: 0.000917084872525377
Position 2586: 0.000910211468836296
Position 7810: 0.0008622791110799703
Position 6602: 0.0008262780826193659
Position 3942: 0.0007804184694098005
Position 4541: 0.0007767028889427044
Position 4205: 0.0007370326794299533
Position 7752: 0.0006845357686492387
Position 4442: 0.0006712886276553428
Position 3145: 0.000587893436948567
Position 7049: 0.0005841125746608631
Position 442: 0.0005434227183080416
Position 397: 0.0005034239707124743
Position 1682: 0.000495299545296366
Position 2660: 0.0004925019958221263
Position 835: 0.00047546294327275386
Position 3373: 0.0004629507133998443
Position 1043: 0.0003731443530411704
Position 3383: 0.00035664262866619035
Position 1381: 0.0003429397003668588
Position 4921: 0.00033606644629546824
Position 7224: 0.00033397858977381894
Position 1438: 0.00030674282141060006
Position 2776: 0.0002928802131322942
Position 3265: 0.00024775343421796966
Position 4296: 0.0002446391409862671
Position 2239: 0.0002313242804090767
Position 2618: 0.0002252148745739481
Position 3415: 0.000222288869782103
Position 1391: 0.00020761336091392862
Position 2854: 0.0001833029642638421
Position 2005: 0.00018228822222263001
Position 2541: 0.00016976585259779304
Position 5481: 0.00014902546991369948
Position 2493: 0.00013283181677377375
Position 2461: 0.00013225390005827307
Position 1456: 0.00012582243187956595
Position 403: 0.00011850509400476841
Position 1199: 0.00010446549918073521
Position 2105: 0.00010424443585320002
Position 1502: 9.651872402565632e-05
Position 111: 8.904860050873436e-05
Position 585: 8.70500514610328e-05
Position 2556: 6.453671337750332e-05
Position 6052: 6.4240700497513e-05
Position 406: 5.992058007811561e-05
Position 3157: 5.534140081460022e-05
Position 4033: 5.2868811496920445e-05
Position 1638: 5.2135451129510235e-05
Position 1848: 5.155974410406907e-05
Position 2887: 5.10628023787061e-05
Position 3993: 5.064883714343306e-05
Position 5939: 4.277722616948455e-05
Position 2021: 3.685010019299689e-05
Position 6781: 3.6739184583717236e-05
Position 3919: 3.606649954941836e-05
Position 1369: 3.5506303804564644e-05
Position 272: 3.451270722156235e-05
Position 2242: 3.2248039512335576e-05
Position 120: 3.135799264550764e-05
Position 385: 2.90070185906616e-05
Position 6018: 2.624687570101806e-05
Position 1918: 2.59348436102511e-05
Position 2031: 2.5208864280198025e-05
Position 505: 2.5116868694474683e-05
Position 1203: 2.4371504616192698e-05
Position 2279: 2.380856921676761e-05
Position 490: 2.3599989955632045e-05
Position 807: 2.1107247310549985e-05
Position 2381: 1.813907329007859e-05
Position 1378: 1.6614397162329155e-05
Position 728: 1.4960921785773997e-05
Position 1734: 1.3856997410859883e-05
Position 2473: 1.3169003609803444e-05
Position 786: 1.3103926897580332e-05
Position 2424: 5.237947442078191e-06
Position 1725: 4.661758116129427e-06
Position 601: 4.4779369698064386e-06
Position 1407: 3.98679854761079e-06
Position 2338: 3.5806311372800734e-06
Position 1047: 2.672724489907358e-06
Position 2317: 2.5542577642371344e-06
Position 1560: 2.495637731504182e-06
Position 907: 2.492265137909605e-06
Position 604: 1.6738252014521384e-06
Position 1719: 1.6309871457956547e-06
Position 1053: 1.1574876374526388e-06
Position 2451: 1.1513156045991358e-06
Position 577: 7.767220463608097e-07
Position 1644: 7.608376887793785e-07
Position 412: 6.78089129602702e-07
Position 3540: 6.53626186839631e-07
Position 1552: 4.570839181349407e-07
Position 1647: 4.3671043895150043e-07
Position 187: 4.303550104813774e-07
Position 1795: 3.849949414617454e-07
Position 3505: 2.2190497740314017e-07
Position 1650: 1.7693947995761422e-07
Position 370: 1.7591055473216735e-07
Position 616: 1.7076237791037285e-07
Position 142: 1.3888503694870812e-07
Position 973: 8.400907243164065e-08
Position 1693: 7.326350586885026e-08
Position 652: 7.047422550874384e-08
Position 136: 4.9006495146720954e-08
Position 139: 2.218593064800467e-08
Position 145: 1.1984523114330811e-08
Position 656: 4.3670667232604645e-09
Position 659: 1.598457260845268e-09
Position 960: 1.3949604287443917e-09
Position 674: 6.011435181043042e-11
