Gene = Ilp4
index = 1227
Annotated 5SS: [316]
Annotated 3SS: [376]
SMsplice 5SS: [316]
SMsplice 3SS: [376]
top_k =  1000
Partition function (log Z): -4.6506008243224475

Sorted 5' Splice Sites (High to Low Probability):
Position 316: 0.999138293324366
Position 790: 0.0032167399584266854
Position 326: 0.00048768404261205543
Position 462: 0.00047553240689613026
Position 500: 0.0003204918004996211
Position 531: 0.00017320100965062578
Position 410: 0.00015652119517093463
Position 796: 0.00012222798028089946
Position 113: 0.00011985050777237001
Position 270: 0.0001100452173131509
Position 673: 0.00010241907478015449
Position 313: 7.392149582426512e-05
Position 320: 7.230078417555214e-05
Position 705: 2.8088334642631344e-05
Position 57: 1.89686096120259e-05
Position 514: 1.148446363435047e-05
Position 564: 9.6690954561515e-06
Position 239: 9.37175357521864e-06
Position 37: 9.342459067188136e-06
Position 566: 8.664976482533606e-06
Position 816: 7.722678842579764e-06
Position 279: 6.158726311057329e-06
Position 521: 4.26701303347656e-06
Position 300: 3.7839554486706047e-06
Position 394: 3.5042876982751744e-06
Position 206: 2.766405675197788e-06
Position 378: 1.8591494120909874e-06
Position 277: 1.7358935712802108e-06
Position 707: 1.3133074758804091e-06
Position 298: 8.551625101659135e-07
Position 133: 5.117273747390901e-07
Position 502: 1.6315743903868263e-07
Position 198: 1.2363067832539414e-07
Position 11: 6.788278030026976e-08
Position 219: 5.7386238531316595e-08
Position 200: 5.266262615101921e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9565656054027926
Position 828: 0.013787219712244564
Position 420: 0.010809675645113495
Position 414: 0.008629302125733153
Position 858: 0.005320642276496304
Position 384: 0.004757791493659751
Position 423: 0.0019324229076376775
Position 444: 0.001165144305479089
Position 392: 0.0006375998811310264
Position 855: 0.0004965892819104638
Position 651: 0.00015967995214616958
Position 673: 0.00014350272556319722
Position 471: 4.3261901286456205e-05
Position 658: 3.784492874486054e-05
Position 163: 3.151435747133789e-05
Position 861: 2.7855345618621515e-05
Position 461: 2.684801641579316e-05
Position 215: 2.6447758492335806e-05
Position 206: 2.3848913173757235e-05
Position 117: 1.8563594238849274e-05
Position 741: 1.387697802863368e-05
Position 679: 1.1689777077400183e-05
Position 622: 9.64877329014027e-06
Position 498: 8.319385654110659e-06
Position 474: 3.6281684008537664e-06
Position 304: 3.092129184970654e-06
Position 468: 1.647384357156237e-06
Position 843: 1.2221841997477042e-06
Position 576: 1.0933744637231779e-06
Position 148: 7.78338947103896e-07
Position 224: 5.623034648853926e-07
Position 531: 5.326638957974468e-07
Position 573: 5.110493800118827e-07
Position 495: 4.924717679039267e-07
Position 236: 2.585270604269395e-07
Position 521: 2.474216879028797e-07
Position 139: 1.5269194336540113e-07
Position 260: 1.3640077817145211e-07
Position 83: 1.285391037932773e-07
Position 91: 9.636135493538572e-08
Position 400: 3.7850180311701185e-08
Position 699: 3.5315504302935554e-08
Position 94: 3.358431595800935e-08
Position 313: 3.1483054045458414e-08
Position 310: 3.03136025478041e-08
Position 394: 2.8124475682543785e-08
Position 432: 1.7632604158420085e-08
Position 145: 8.909469276760723e-09
Position 564: 6.198661488446791e-09
Position 67: 3.6342570429845862e-09
Position 833: 1.9842682906910737e-09
Position 57: 9.726686392464526e-10
Position 74: 8.283033409432631e-10
Position 76: 8.272140011104205e-10
Position 85: 5.576690883696033e-10
Position 54: 3.743668741955322e-10
Position 133: 3.86234290648202e-11
Position 63: 3.2874643807839246e-11
Position 248: 4.256086985647014e-12
Position 154: 3.786795727816995e-12
Position 119: 1.3822126526339413e-12
Position 320: 6.134070239000845e-14
