Gene = Cep135
index = 1067
Annotated 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
Annotated 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
SMsplice 5SS: [  223   359   864  1077  2570  2849  3027  9605  9911 10091 10548 10915]
SMsplice 3SS: [  283   736   923  1173  2637  2910  9478  9756  9965 10279 10728 11007]
top_k =  1000
Partition function (log Z): 36.49147807778012

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9989767947249212
Position 3027: 0.9982244240266784
Position 864: 0.9971820914634074
Position 10091: 0.9912960321456488
Position 1077: 0.9777736433727466
Position 2849: 0.9765315572594728
Position 10915: 0.9585458926493818
Position 359: 0.9476084809748768
Position 2570: 0.9335982587331162
Position 9605: 0.8752972713184509
Position 10548: 0.7746279836440231
Position 9911: 0.7203269037631956
Position 10673: 0.27754759064457324
Position 9865: 0.16001223929986264
Position 3397: 0.11725110755020593
Position 3387: 0.10758188158264699
Position 8360: 0.09052697832868324
Position 8569: 0.05288524510534357
Position 4171: 0.04898181921231663
Position 8666: 0.04871287797248303
Position 10934: 0.039568344588847115
Position 455: 0.02816524086161711
Position 8955: 0.020291487400251947
Position 2168: 0.01684649327666843
Position 8721: 0.016135557399382786
Position 3378: 0.015322129353964688
Position 4762: 0.01445372917667042
Position 1081: 0.013502055318014825
Position 2821: 0.011229262254821395
Position 6256: 0.011195404579664453
Position 8930: 0.01104420058747202
Position 3406: 0.010955140644893564
Position 2574: 0.009928551074587537
Position 6319: 0.009233301105442886
Position 11137: 0.009166054509274166
Position 2161: 0.008576655825491816
Position 363: 0.008412764805074526
Position 10594: 0.008295394924637966
Position 3160: 0.008152878707699651
Position 10449: 0.007925801155177228
Position 7155: 0.00721836552125695
Position 9629: 0.006819891734158609
Position 8384: 0.006678292464448768
Position 4691: 0.0056334616202884874
Position 10392: 0.0055953341849050734
Position 4439: 0.005137017185723699
Position 3312: 0.0043779265631680156
Position 2301: 0.004008921211641796
Position 3919: 0.0033116188435811894
Position 1071: 0.0030688540528025195
Position 645: 0.002933937518182698
Position 1309: 0.0028156498930747226
Position 3831: 0.0025482680799920544
Position 10652: 0.0023801905033310616
Position 10527: 0.0022578200223310678
Position 9538: 0.0020115423882403455
Position 1275: 0.0019155651394044844
Position 371: 0.0014573738126719138
Position 1343: 0.0014289821771086234
Position 413: 0.001375049520353432
Position 1566: 0.0012959972559039147
Position 10051: 0.0011203676367701418
Position 378: 0.0010844225815793559
Position 508: 0.0010201551044046293
Position 1801: 0.0010065019923086067
Position 4288: 0.0009066010076601116
Position 1407: 0.0008657592268465733
Position 4192: 0.0008243362778589258
Position 10365: 0.0007990703392040345
Position 11132: 0.0007962799055642749
Position 1197: 0.0007758042762167984
Position 3033: 0.0005848605063091926
Position 16: 0.0005595067667612033
Position 1143: 0.0005585784778522287
Position 9617: 0.0005574135342736963
Position 3660: 0.0005465857122349477
Position 5: 0.000541301071028402
Position 2099: 0.0005144913427687881
Position 684: 0.0004977306400146382
Position 871: 0.00047605792848615206
Position 861: 0.0004738176520267377
Position 1780: 0.00046028774852541725
Position 11: 0.00044686189053679546
Position 9878: 0.0004384692869813281
Position 10580: 0.0004383970166652373
Position 8388: 0.0004354728070261371
Position 10919: 0.00040975856854126455
Position 4644: 0.00039656250206665213
Position 10610: 0.00039163587852329506
Position 217: 0.00038870527935825315
Position 239: 0.00037686139226698174
Position 3230: 0.00036874737877823225
Position 4662: 0.00032541242532716685
Position 3863: 0.000280551282325701
Position 678: 0.00027548352158680763
Position 10586: 0.00027158651777261963
Position 3494: 0.00025250893357837165
Position 5083: 0.00025197620984565566
Position 11077: 0.00021560576476296875
Position 681: 0.00019346380565382233
Position 3974: 0.00018719789408068165
Position 10613: 0.0001785956607619849
Position 1317: 0.00016726979315486348
Position 11176: 0.00016039650036498758
Position 2163: 0.00015442958878802488
Position 341: 0.00015163686715623234
Position 2771: 0.00014860012632275391
Position 4211: 0.0001438570118675374
Position 2475: 0.00013854745619793735
