Gene = Sbp2
index = 1470
Annotated 5SS: [530 812]
Annotated 3SS: [590 864]
SMsplice 5SS: [530 812]
SMsplice 3SS: [590 864]
top_k =  1000
Partition function (log Z): -3.4743223200502116

Sorted 5' Splice Sites (High to Low Probability):
Position 530: 0.9818419974482355
Position 812: 0.7722548264558237
Position 244: 0.047367093256878615
Position 321: 0.005347288628714944
Position 763: 0.0038092597514152197
Position 498: 0.002716916928310688
Position 393: 0.00213914205872956
Position 390: 0.0012683511646808354
Position 544: 0.0010293545782640778
Position 457: 0.0007636794913842458
Position 816: 0.0007077490006794303
Position 308: 0.0006491018531586208
Position 113: 0.0005039442781275664
Position 317: 0.0003942479169109362
Position 438: 0.0003026050452947343
Position 397: 0.00016868381187453801
Position 327: 0.00010710505674219333
Position 547: 8.682765798537989e-05
Position 771: 5.0748528203450856e-05
Position 865: 4.790095201696278e-05
Position 384: 2.514960836283357e-05
Position 325: 2.461695619971217e-05
Position 360: 2.4438097221703228e-05
Position 255: 1.6720010538854023e-05
Position 918: 1.307826942491221e-05
Position 827: 6.560531861821703e-06
Position 990: 4.717543482748446e-06
Position 1067: 2.9784946975299865e-06
Position 165: 2.4468410358573455e-06
Position 774: 1.879026862019956e-06
Position 985: 1.6665215851528891e-06
Position 642: 1.334769824543772e-06
Position 1088: 1.3126685594344092e-06
Position 596: 1.201833190478394e-06
Position 727: 1.1718107668957499e-06
Position 718: 1.1385786593930034e-06
Position 868: 8.138934818330489e-07
Position 725: 4.3846131925159567e-07
Position 1060: 2.57949081464405e-07
Position 575: 2.211949476022134e-07
Position 639: 1.7920361018973306e-07
Position 611: 1.1408767567281663e-07
Position 562: 1.1162177334123199e-07
Position 627: 9.202500094050165e-08
Position 701: 7.067036266646298e-08
Position 72: 5.2962095496712384e-08
Position 630: 4.401231958582673e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 590: 0.9966677864011
Position 864: 0.6821949481683809
Position 911: 0.03508449543107772
Position 296: 0.029487949851891553
Position 908: 0.019543457489215304
Position 873: 0.015174635402758548
Position 293: 0.01026407723677682
Position 971: 0.006574605937727777
Position 888: 0.005854261557433098
Position 885: 0.005032228947338767
Position 457: 0.00428437422455489
Position 946: 0.0032618592000665443
Position 1032: 0.00255505707210672
Position 307: 0.0017363386847865263
Position 839: 0.0007158962632012469
Position 299: 0.0006585021474556838
Position 1050: 0.0006496087290252351
Position 347: 0.0005521859686228422
Position 344: 0.00037853455226998455
Position 269: 0.00012848938368277348
Position 381: 0.00010649638165498318
Position 489: 0.00010036014371973493
Position 975: 9.349336842868724e-05
Position 943: 7.984558590949209e-05
Position 393: 5.07565573745162e-05
Position 526: 4.915375453944368e-05
Position 1126: 4.863270771837369e-05
Position 639: 4.8157427745608966e-05
Position 390: 4.580609632759626e-05
Position 666: 4.008277557038359e-05
Position 498: 3.864017007411794e-05
Position 669: 3.6024618597815115e-05
Position 624: 2.089817664793827e-05
Position 1052: 1.57126895817219e-05
Position 1120: 1.4562221348070312e-05
Position 1014: 1.4061630810752886e-05
Position 1078: 1.133305551384234e-05
Position 431: 1.0552478572041559e-05
Position 173: 9.751184406721505e-06
Position 231: 8.88098797149821e-06
Position 317: 7.979890183823975e-06
Position 1132: 7.203029209503255e-06
Position 647: 6.171160040341721e-06
Position 366: 4.126682846049548e-06
Position 1135: 3.5302504676011692e-06
Position 438: 3.289196377616601e-06
Position 247: 2.9453638718742605e-06
Position 360: 1.4608283426365348e-06
Position 812: 1.437022888021991e-06
Position 736: 1.062791005349759e-06
Position 402: 1.0576097757339454e-06
Position 221: 1.0500790683375359e-06
Position 243: 7.3612512424958e-07
Position 384: 7.063456504610045e-07
Position 529: 5.946040074467679e-07
Position 241: 5.936991033485484e-07
Position 697: 5.799281219653977e-07
Position 918: 4.2437805286089e-07
Position 627: 4.203920513614002e-07
Position 690: 4.1916769103960213e-07
Position 255: 3.654200656408807e-07
Position 193: 3.572204152516492e-07
Position 203: 2.0769536803946352e-07
Position 314: 1.1318472745559768e-07
Position 1067: 8.982161578311797e-08
Position 368: 4.319435347356671e-08
Position 816: 4.005573159168481e-08
Position 178: 3.309873818319807e-08
Position 733: 3.170732331369362e-08
Position 752: 1.4745177439188544e-08
Position 130: 1.0360178106077351e-08
Position 125: 1.7677968465672053e-09
Position 762: 3.411706284732911e-10
Position 143: 7.773784736274234e-11
Position 357: 1.7334045013068643e-14
Position 140: 2.177702655745704e-15
Position 353: 7.935466053994607e-16
Position 355: 6.449511786163988e-19
