Gene = TrissinR
index = 1566
Annotated 5SS: [ 1246 21949 24483 26256 27028 27823 28895 29255 32315]
Annotated 3SS: [21300 24337 26095 26826 27471 28879 28988 32094 32399]
SMsplice 5SS: [ 1246 10397 21949 24483 26256 27028 28895 29255 32315]
SMsplice 3SS: [10219 21300 24337 26095 26826 27471 28988 32094 32399]
top_k =  1000
Partition function (log Z): 6.765336423484051

Sorted 5' Splice Sites (High to Low Probability):
Position 27028: 0.989425522636118
Position 32315: 0.9879159870764482
Position 26256: 0.9784186811994129
Position 29255: 0.9698542841630188
Position 24483: 0.9456891934513957
Position 28895: 0.7400647176081384
Position 21949: 0.7277780416797929
Position 27823: 0.6498579753217489
Position 10397: 0.6482974994330502
Position 1246: 0.5616065089635405
Position 149: 0.5081549478257555
Position 30028: 0.4766912688275518
Position 21372: 0.4171411185555441
Position 8793: 0.2980149855213829
Position 8028: 0.25044778252662225
Position 9531: 0.18848308893274648
Position 27590: 0.14503315024012742
Position 26660: 0.0831088845673229
Position 28650: 0.07017329457326008
Position 83: 0.04732999903095943
Position 29804: 0.04611934168213233
Position 7797: 0.04182971879302447
Position 30799: 0.03583828153746683
Position 27986: 0.03336176517053012
Position 12672: 0.03284941983643305
Position 32635: 0.031817777724214666
Position 28610: 0.030008382869641338
Position 31543: 0.023891497292060332
Position 10849: 0.018460241265987564
Position 1075: 0.01805963527468361
Position 9098: 0.014274448342014174
Position 406: 0.012607862319126847
Position 7945: 0.009878247995653703
Position 9990: 0.008076625534112838
Position 31464: 0.007513148887401425
Position 4150: 0.007133026806742202
Position 209: 0.006943291132988651
Position 27691: 0.006579239627438996
Position 29388: 0.005192848503210015
Position 30740: 0.005148209420796471
Position 27200: 0.004552054521046135
Position 2354: 0.004476848438961285
Position 413: 0.004463313562020813
Position 219: 0.004351467577412791
Position 390: 0.004235713342106248
Position 28258: 0.0038642584783954996
Position 27175: 0.0038190967791161706
Position 29371: 0.0035350421651379545
Position 8199: 0.0031750685982328978
Position 27260: 0.002912935534226621
Position 1440: 0.0028606377332428923
Position 12074: 0.002791674201743918
Position 12282: 0.0023025099535208568
Position 862: 0.002228203747025109
Position 4014: 0.00212106534658749
Position 274: 0.0021071812451305097
Position 28529: 0.002073696897484872
Position 27685: 0.002020342735028796
Position 4027: 0.0016518355670105949
Position 12322: 0.0015651627629011404
Position 27309: 0.0014948800716850044
Position 29501: 0.001490684129812516
Position 12237: 0.0011797806238174715
Position 27710: 0.0010438630184502848
Position 28271: 0.0008344855991690331
Position 27782: 0.0007923617238962178
Position 4637: 0.0007647102166541444
Position 331: 0.0006401527730769711
Position 570: 0.0006121307721442109
Position 27862: 0.0006070554038450767
Position 32621: 0.0005665774392924085
Position 1127: 0.0005421026268815738
Position 27725: 0.0005118179713108712
Position 26951: 0.00044336632591109455
Position 8806: 0.0004391494433287903
Position 2466: 0.0004303040733808448
Position 1047: 0.0004178489086727534
Position 1020: 0.00039337107572609016
Position 27034: 0.00038155909347642653
Position 11140: 0.00036464509222643214
Position 28500: 0.00034978551869442327
Position 31588: 0.00032440203603578953
Position 27695: 0.00031351906011298897
Position 6165: 0.0002825387974235465
Position 29577: 0.000280961852398877
Position 1684: 0.0002783272085529935
Position 28283: 0.0002730517593660126
Position 29225: 0.00023583340202397183
Position 12040: 0.00022228809811575983
Position 7011: 0.00022029142153984346
Position 230: 0.00021278874778516774
Position 3800: 0.0001947873773882874
