Gene = Sfp78E
index = 1495
Annotated 5SS: [378]
Annotated 3SS: [439]
SMsplice 5SS: [362]
SMsplice 3SS: [439]
top_k =  1000
Partition function (log Z): -6.45552680202146

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.6364009503847196
Position 24: 0.32939412135713453
Position 266: 0.2706011784253888
Position 378: 0.17043919478445688
Position 272: 0.0923986017649582
Position 711: 0.02386503992948432
Position 604: 0.017346677519970842
Position 763: 0.016362948276770272
Position 41: 0.013825130076843986
Position 192: 0.012929692986321866
Position 496: 0.008690412763211483
Position 376: 0.006070431706085917
Position 683: 0.0058509140556769245
Position 227: 0.005734276421310786
Position 263: 0.002964737013963258
Position 491: 0.0024255837265262517
Position 699: 0.0016121859495051777
Position 779: 0.0014128747698287786
Position 57: 0.0006783595546426353
Position 86: 0.00045789522620824684
Position 55: 0.00039163082979735953
Position 460: 0.00019857792081573296
Position 31: 0.00014083054288678418
Position 399: 0.00013889186360794214
Position 664: 9.898591825009227e-05
Position 443: 8.97479475156662e-05
Position 505: 6.954439432899957e-05
Position 477: 6.728755737909426e-05
Position 301: 5.116058908677485e-05
Position 165: 5.01971878541078e-05
Position 88: 4.452663251526264e-05
Position 855: 3.612150743473125e-05
Position 872: 3.599672100127841e-05
Position 289: 3.2343073452878835e-05
Position 151: 2.7970291625396474e-05
Position 280: 2.560845209575048e-05
Position 720: 2.18843122222072e-05
Position 578: 1.9405282949087068e-05
Position 576: 1.926821544955435e-05
Position 465: 1.607014629128962e-05
Position 827: 1.332662319694705e-05
Position 549: 1.2962254735536354e-05
Position 77: 1.1615610457090412e-05
Position 625: 6.033964730532645e-06
Position 96: 4.177130082574168e-06
Position 840: 3.349560440944958e-06
Position 230: 2.6632793907445042e-06
Position 616: 2.6237291405072933e-06
Position 747: 2.3654096247961636e-06
Position 101: 2.362028015279536e-06
Position 402: 7.581014964664085e-07
Position 418: 2.435678772607349e-07
Position 452: 1.8182680280499155e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.8816091343750273
Position 316: 0.26971965746080373
Position 83: 0.1435260103968839
Position 77: 0.0918506356042528
Position 320: 0.06886361553960137
Position 843: 0.05515588525727677
Position 125: 0.05136803630877351
Position 146: 0.012512821014261584
Position 660: 0.011980885298486182
Position 230: 0.00722751177579667
Position 165: 0.006567337020409707
Position 762: 0.005716118670471235
Position 601: 0.00472036679646985
Position 528: 0.003587648180413182
Position 883: 0.001029201369261701
Position 901: 0.0007164420428685314
Position 495: 0.000709511888754449
Position 698: 0.0006124941535396776
Position 923: 0.0005915368225782227
Position 171: 0.00045428388886139474
Position 570: 0.00037790877126360966
Position 143: 0.00035899364928592694
Position 872: 0.00035570694587643394
Position 860: 0.0003428403161522966
Position 612: 0.00023502144508352722
Position 664: 0.0002271138986033474
Position 675: 0.0001311126449819514
Position 326: 0.00012234552448397014
Position 939: 0.00011423507355885918
Position 504: 0.00011054104395096216
Position 187: 6.91599107228961e-05
Position 477: 6.479683136850104e-05
Position 513: 1.9473068859660742e-05
Position 356: 1.8664774207642287e-05
Position 270: 1.7311478835474934e-05
Position 289: 7.012109462944663e-06
Position 173: 4.399818947506002e-06
Position 191: 3.513294203122061e-06
Position 367: 4.598413534350912e-07
Position 370: 1.0506998587143626e-07
Position 343: 3.182445819576699e-08
Position 402: 2.0555468834953286e-08
Position 376: 1.735215001961883e-08
Position 197: 5.750318687082962e-11
