Gene = ste14
index = 1896
Annotated 5SS: [355 794]
Annotated 3SS: [421 921]
SMsplice 5SS: [355 794]
SMsplice 3SS: [421 921]
top_k =  1000
Partition function (log Z): 3.7074075166355076

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9978111000808304
Position 794: 0.9955828177502011
Position 1289: 0.029809889321081893
Position 1072: 0.01353679182768623
Position 1280: 0.003574324492266029
Position 461: 0.002243693675885712
Position 811: 0.0011740089678012253
Position 8: 0.0008723221382118383
Position 327: 0.0007690694254821989
Position 1274: 0.000571588250795173
Position 801: 0.0005032622703156793
Position 152: 0.00039705467815770955
Position 746: 0.0003251598767938098
Position 1011: 0.0003246387008145621
Position 1309: 0.0002903532992500822
Position 798: 0.00019068384706838587
Position 1225: 0.00016843973389116005
Position 1005: 0.00014647098596222565
Position 44: 0.00014225689395367514
Position 1147: 0.00012967670217728684
Position 1201: 0.00010254285450213909
Position 1014: 9.077718320240629e-05
Position 185: 7.479457348111834e-05
Position 668: 5.338993854258364e-05
Position 167: 4.1040454521212456e-05
Position 265: 3.572532068049851e-05
Position 588: 2.996805094585638e-05
Position 1033: 2.6309433145636286e-05
Position 1239: 2.6114153768735166e-05
Position 1209: 2.400799822245831e-05
Position 1165: 2.0888143370662212e-05
Position 670: 1.9544166669780795e-05
Position 117: 1.343841331287609e-05
Position 1105: 1.1224732299455122e-05
Position 133: 1.1181626110826114e-05
Position 1342: 1.111567008651017e-05
Position 1113: 1.101836325368613e-05
Position 1083: 9.147620396306521e-06
Position 990: 8.777160039304236e-06
Position 997: 8.764318787121178e-06
Position 359: 8.123925007561636e-06
Position 66: 8.017483331768739e-06
Position 550: 7.619695692860016e-06
Position 165: 5.881439100169246e-06
Position 1137: 4.956380819536296e-06
Position 465: 4.852723454313876e-06
Position 297: 4.838542422055651e-06
Position 529: 4.548904205862396e-06
Position 710: 4.18425385473049e-06
Position 467: 1.5522929884224728e-06
Position 112: 1.3506921453300517e-06
Position 473: 1.2313802751796029e-06
Position 557: 1.158609105716094e-06
Position 645: 1.1549009130214759e-06
Position 1299: 1.0878579670240516e-06
Position 617: 8.957457943600523e-07
Position 685: 6.456490758012229e-07
Position 719: 5.563024813178868e-07
Position 256: 4.965283295270843e-07
Position 119: 4.709055911051853e-07
Position 496: 3.79234197217498e-07
Position 232: 3.427428405993547e-07
Position 267: 3.3894778251715147e-07
Position 1232: 3.301262970620577e-07
Position 253: 3.195207531376235e-07
Position 727: 2.926352488782802e-07
Position 287: 2.5895463960982033e-07
Position 722: 1.6834715668564241e-07
Position 68: 1.5702740877871592e-07
Position 217: 1.3209093220935124e-07
Position 331: 1.2238474861654219e-07
Position 890: 7.296627857023212e-08
Position 277: 7.008395308992596e-08
Position 655: 6.28608731060204e-08
Position 422: 3.573230894385614e-08
Position 1357: 6.7184808480868326e-09
Position 390: 3.0697168953680854e-10
Position 922: 2.0199057279567665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 421: 0.9975042956821032
Position 921: 0.9856080433438356
Position 1398: 0.01459678972969494
Position 1137: 0.014388017984259751
Position 1357: 0.011141846951949839
Position 1372: 0.008924880723874883
Position 886: 0.006262400765775221
Position 927: 0.0054186611451825135
Position 685: 0.0010761404549733385
Position 588: 0.0006424984532202973
Position 81: 0.0006220798783268777
Position 847: 0.0005925988778208768
Position 211: 0.00045096731029928343
Position 1273: 0.0003118978498094434
Position 1076: 0.00030124681135487757
Position 112: 0.0002632437485004471
Position 665: 0.00023055211198316083
Position 951: 0.0001638572985349335
Position 1404: 0.00012173193040982864
Position 962: 0.00011386187218452365
Position 1161: 0.00011159430047210584
Position 84: 0.00011119360081478668
Position 240: 0.00010886555822876624
Position 641: 4.6545568460601964e-05
Position 432: 2.2473176667915404e-05
Position 550: 2.165151010980353e-05
Position 390: 1.9480350353860052e-05
Position 1279: 1.724235287283925e-05
Position 691: 1.589374476230235e-05
Position 502: 8.981660490438805e-06
Position 1113: 6.069342825303857e-06
Position 264: 5.296028263542558e-06
Position 1326: 4.842368943336455e-06
Position 667: 3.596887293336566e-06
Position 87: 3.445412647469016e-06
Position 1314: 2.790864290359139e-06
Position 1029: 2.737417786166498e-06
Position 1335: 2.6005762755342844e-06
Position 1209: 2.1846786510040693e-06
Position 217: 1.702952445515653e-06
Position 645: 1.3611310573693007e-06
Position 465: 1.0266713602556448e-06
Position 770: 4.801122624655779e-07
Position 933: 4.2495668589022687e-07
Position 175: 3.7570022115159334e-07
Position 1288: 3.2662354642779684e-07
Position 496: 1.9773075677184702e-07
Position 1110: 1.977259868300077e-07
Position 758: 1.8614147171977738e-07
Position 354: 1.6335233032227264e-07
Position 1296: 1.247899477890978e-07
Position 1299: 1.2252530088014066e-07
Position 754: 9.863959909133289e-08
Position 126: 7.264102712913851e-08
Position 185: 5.461637973137444e-08
Position 693: 4.156428699784729e-08
Position 133: 1.809912611760133e-08
Position 96: 4.3507427779163384e-09
Position 128: 3.728741561504644e-09
Position 161: 3.4893862620292353e-09
Position 371: 8.978368066551711e-10
Position 798: 5.710796191104667e-10
Position 742: 3.4411288557549896e-10
Position 253: 3.303178241757603e-10
Position 1239: 1.7906752386708192e-10
Position 359: 3.091327818449594e-15
