Gene = heix
index = 1724
Annotated 5SS: [987]
Annotated 3SS: [1664]
SMsplice 5SS: [ 987 1457]
SMsplice 3SS: [1348 1664]
top_k =  1000
Partition function (log Z): -9.178982489449565

Sorted 5' Splice Sites (High to Low Probability):
Position 987: 0.7896236801745078
Position 1457: 0.5495412555869928
Position 655: 0.18513680156440926
Position 3212: 0.10116273323530452
Position 1817: 0.10026462797059853
Position 2561: 0.0648429685213696
Position 616: 0.06067384044741773
Position 1839: 0.05759294778615916
Position 2396: 0.05029179279375417
Position 1073: 0.025226726346595695
Position 3031: 0.02231264705216055
Position 624: 0.019609785367199022
Position 2318: 0.01855229041680623
Position 1089: 0.017648316840207807
Position 2010: 0.01131851162025879
Position 1442: 0.009062249222985127
Position 224: 0.007114725056413702
Position 2136: 0.006878981076715249
Position 247: 0.0065154541325974326
Position 2054: 0.006043277738973446
Position 2243: 0.0045349071218433856
Position 460: 0.004363509107502579
Position 2806: 0.00418633250654492
Position 451: 0.0035398581569344397
Position 1330: 0.003293561206128095
Position 1220: 0.003137432876217563
Position 1492: 0.0027974598736125555
Position 2346: 0.0026343205413462208
Position 1810: 0.0025518189758553635
Position 894: 0.0024686823805750314
Position 1025: 0.001968009766588217
Position 429: 0.0015646112642211491
Position 2860: 0.0014887050253412615
Position 2035: 0.0010684299377762495
Position 2101: 0.0010021719233433146
Position 669: 0.0009987839865024173
Position 2555: 0.0009399766672139763
Position 1897: 0.0009141422653261875
Position 2311: 0.0008560846597118236
Position 3411: 0.0008497139134434455
Position 1241: 0.0006389529146001911
Position 257: 0.0006355561027945375
Position 2120: 0.0005868173997416086
Position 2117: 0.0003887441317278221
Position 40: 0.00036533284530588573
Position 1334: 0.000301158579785291
Position 960: 0.00029623358904260036
Position 818: 0.00029067389276787566
Position 34: 0.0002869635222615711
Position 2108: 0.0002609690257744486
Position 69: 0.00022683872788553075
Position 1793: 0.00020811525039732162
Position 520: 0.00020811036922618843
Position 347: 0.0002053818952736085
Position 867: 0.00015192389831791627
Position 646: 0.00013875235253407836
Position 48: 0.00010961680517160097
Position 29: 8.778132621780642e-05
Position 633: 8.301242238911511e-05
Position 260: 7.522682469046781e-05
Position 526: 5.397095623080339e-05
Position 636: 4.5095471299344076e-05
Position 897: 3.891361792125622e-05
Position 1153: 3.747842262114535e-05
Position 1869: 2.1431412475425027e-05
Position 716: 2.0489938535291974e-05
Position 386: 1.599426435929452e-05
Position 502: 1.5027469742568616e-05
Position 15: 1.4464858880755427e-05
Position 1556: 1.2360460032822937e-05
Position 1245: 9.457156719851112e-06
Position 345: 8.27685539080752e-06
Position 777: 7.267166669789693e-06
Position 177: 6.10939781884308e-06
Position 2384: 5.171971686920584e-06
Position 764: 5.161349172891587e-06
Position 830: 4.886501893700438e-06
Position 1338: 3.476360146863929e-06
Position 772: 2.887577179091782e-06
Position 870: 2.7176269717149773e-06
Position 2087: 2.648888417424209e-06
Position 534: 2.319282240208146e-06
Position 497: 1.307455584033459e-06
Position 1121: 1.214991033828499e-06
Position 1665: 1.120194525356428e-06
Position 1328: 7.286524078313258e-07
Position 876: 6.187199645013825e-07
Position 758: 5.630170340121422e-07
Position 1778: 3.621120432853686e-07
Position 1393: 2.942081401349622e-07
Position 1732: 1.3949837753446626e-07
Position 751: 1.2772689624545774e-07
Position 1368: 1.2471036686010697e-07
Position 584: 7.19198825356398e-08
Position 1688: 1.512817541506129e-08
Position 566: 4.582527736805483e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.8957970472515187
Position 1348: 0.4741260457757282
Position 744: 0.20631238847005143
Position 1896: 0.16658610273506957
Position 3292: 0.12836269230037986
Position 2641: 0.055809599616809195
Position 3105: 0.028069734618013414
Position 2186: 0.027455867027038717
Position 2859: 0.02514939263917519
Position 1542: 0.021241829824685057
Position 1153: 0.01748117876193381
Position 2588: 0.013888170357322104
Position 3630: 0.011421897782780152
Position 1384: 0.010350794061855838
Position 2383: 0.009376291998291658
Position 2370: 0.005865498359467299
Position 2790: 0.00578158539480264
Position 2108: 0.005418835822499905
Position 2928: 0.0050169884234254804
Position 3589: 0.004387284295165163
Position 1328: 0.003556736340398261
Position 339: 0.003079266176615445
Position 2518: 0.0029566267052629166
Position 3461: 0.0029257598638337047
Position 520: 0.0029253228433338734
Position 3134: 0.002887239468858076
Position 693: 0.0028646602615106462
Position 923: 0.0020813653057567176
Position 1368: 0.00172221559727523
Position 2817: 0.0016125900737492607
Position 1603: 0.0014963845215725698
Position 2444: 0.0014762626857683784
Position 1356: 0.0014330910813726457
Position 2476: 0.0011957797477232278
