Gene = Hip1
index = 1211
Annotated 5SS: [ 299 1412 2202 2368 3179 3671 4142]
Annotated 3SS: [ 989 1470 2257 2431 3234 3736 4198]
SMsplice 5SS: [ 299 1412 2202 2368 3179 3671 4142]
SMsplice 3SS: [ 989 1470 2257 2431 3234 3736 4198]
top_k =  1000
Partition function (log Z): 6.36468009342173

Sorted 5' Splice Sites (High to Low Probability):
Position 3671: 0.9955364958247659
Position 3179: 0.9836236915007412
Position 4142: 0.9721264247333766
Position 2368: 0.8697701486207395
Position 1412: 0.8152234098015831
Position 2202: 0.5645034730988159
Position 3328: 0.4757752830049434
Position 830: 0.30705586900160253
Position 299: 0.2985876965879715
Position 303: 0.15351919113158896
Position 919: 0.12879666869381376
Position 390: 0.12211005675589039
Position 1239: 0.09102961092672575
Position 762: 0.05268373747221251
Position 1971: 0.0524761376681684
Position 1297: 0.046102500422041726
Position 1719: 0.02962883169332067
Position 4655: 0.02859103840135968
Position 4876: 0.02454539954550129
Position 4872: 0.02159291126270351
Position 1587: 0.010797052996400732
Position 2134: 0.010643222554885205
Position 4036: 0.01062366674832601
Position 866: 0.009806152540395421
Position 938: 0.009147218548656846
Position 940: 0.007615566633798054
Position 4393: 0.0071262858280053
Position 1633: 0.006384582207492081
Position 766: 0.005905220230542135
Position 1552: 0.005292705047168881
Position 238: 0.004670553717825333
Position 141: 0.003626103375431736
Position 1651: 0.0036044663529088356
Position 704: 0.00346704626277425
Position 4421: 0.003011163942854449
Position 3665: 0.002989511156239305
Position 3090: 0.0027429407971136
Position 4325: 0.0026724456753361345
Position 3371: 0.0023320730666280104
Position 2471: 0.001898868335514568
Position 4532: 0.001809298278846201
Position 760: 0.0017375510235913107
Position 1630: 0.0017285997414579761
Position 2886: 0.001708912771049463
Position 252: 0.0016925825335512544
Position 561: 0.0015109855906340374
Position 2531: 0.0014881201073692263
Position 388: 0.0014729836074430817
Position 714: 0.0013051586504091851
Position 256: 0.001224412851941341
Position 173: 0.0010059167288890838
Position 381: 0.0010022132731878834
Position 1754: 0.0009264079083677733
Position 164: 0.0008734595409046884
Position 4808: 0.0008267482800554937
Position 1416: 0.0008201306744081931
Position 1132: 0.0007952403157080115
Position 1250: 0.0007427448648324102
Position 638: 0.000739500874291406
Position 4408: 0.0006984883406009035
Position 463: 0.0005336083590024781
Position 2654: 0.0005162614798932103
Position 645: 0.0004570381413463377
Position 1768: 0.00042265297533592864
Position 800: 0.00040695619875381846
Position 2117: 0.0003165990624334452
Position 923: 0.0002978626500022316
Position 1292: 0.000290774876012328
Position 1674: 0.00028903006627723355
Position 182: 0.00027208700217354987
Position 2651: 0.0002671650596642612
Position 3290: 0.00022297127554125846
Position 2436: 0.00019646959316332307
Position 2969: 0.00018244013142104686
Position 1151: 0.00015815657988508852
Position 3487: 0.00014274406452235216
Position 1963: 0.00014125498072377687
Position 404: 0.00013870673399887806
Position 1480: 0.00012648706385722205
Position 1604: 0.0001242445315356241
Position 1889: 0.00011148474540507496
Position 3386: 0.00010675324865588852
Position 3168: 0.00010659560265587539
