Gene = vtd
index = 1932
Annotated 5SS: [  345   712  3718 10050 10359 11171 19647]
Annotated 3SS: [  420  3593  9869 10102 10419 19484 21284]
SMsplice 5SS: [  345   712  3718 10050 10359 11171 19647 20557]
SMsplice 3SS: [  420  3593  9869 10102 10419 19484 20442 20613]
top_k =  1000
Partition function (log Z): 4.86902461322403

Sorted 5' Splice Sites (High to Low Probability):
Position 10359: 0.9996346091052749
Position 712: 0.9902024376421567
Position 345: 0.9828364848727428
Position 10050: 0.9819331229730757
Position 3718: 0.9645194648374832
Position 19647: 0.8915228134666585
Position 11171: 0.7888242963283328
Position 20557: 0.42347810208276954
Position 19922: 0.29030279758729716
Position 5002: 0.16733157964754422
Position 8202: 0.149469996011281
Position 12130: 0.12121239150936652
Position 12735: 0.11372637891005243
Position 13324: 0.11358660775964034
Position 16279: 0.10761704018067773
Position 10647: 0.09565726135964034
Position 10503: 0.08972795737521441
Position 4617: 0.059555519683301736
Position 19981: 0.05365843190941545
Position 11777: 0.04975705547345585
Position 13664: 0.04767033980129709
Position 13485: 0.04521167366461506
Position 12162: 0.043890753328743176
Position 8966: 0.04294879504628068
Position 20548: 0.04274298982972534
Position 19927: 0.04238186165558973
Position 19950: 0.04088581512075681
Position 4134: 0.039518606087919364
Position 13670: 0.03242207633494564
Position 8229: 0.032020649301541186
Position 4570: 0.030106890945409664
Position 7708: 0.029322058793746934
Position 19575: 0.028409693960569894
Position 15785: 0.028284956784101662
Position 12589: 0.026404993501457925
Position 4420: 0.020853475680385956
Position 4488: 0.01895774108793356
Position 5694: 0.015526602329661887
Position 4894: 0.015372467011450478
Position 19906: 0.01479755663513266
Position 20014: 0.011144377209556482
Position 6925: 0.01013417751926868
Position 11072: 0.009500434606091358
Position 8932: 0.008548835212149214
Position 5223: 0.007727816625455048
Position 12730: 0.00738923259852956
Position 4751: 0.00677658714145941
Position 611: 0.0054256213906493335
Position 8256: 0.00542536620229014
Position 367: 0.0050027166328749945
Position 11076: 0.004974820004581449
Position 10754: 0.004958445247363867
Position 231: 0.00489236275940371
Position 4990: 0.004722278720829837
Position 11996: 0.004378552034431352
Position 4782: 0.004076000488419956
Position 4436: 0.003380337896224372
Position 8655: 0.0031671947819278444
Position 874: 0.0029249684568980897
Position 7140: 0.0027565076322754595
Position 3201: 0.002412553974280023
Position 5275: 0.002369428878286364
Position 13243: 0.0023567911841141528
Position 11846: 0.002139369245542365
Position 1401: 0.002044156787396729
Position 5235: 0.0018239045858476832
Position 5162: 0.0016300512711104947
Position 10022: 0.0016008625064142762
