Gene = geko
index = 1714
Annotated 5SS: [ 619 4302]
Annotated 3SS: [4099 5519]
SMsplice 5SS: [ 619 4302]
SMsplice 3SS: [4099 5519]
top_k =  1000
Partition function (log Z): -1.6197309624783154

Sorted 5' Splice Sites (High to Low Probability):
Position 4302: 0.9943208449828024
Position 619: 0.9777931397571353
Position 5266: 0.07512886405943232
Position 5737: 0.07050313568897552
Position 1721: 0.055786389807877784
Position 5695: 0.0508330236474133
Position 5022: 0.04672653684885683
Position 1989: 0.032125698077735514
Position 1870: 0.015620155602861261
Position 2724: 0.014681198924401348
Position 4700: 0.011902811634765182
Position 513: 0.011754864828370517
Position 1006: 0.010268846386723129
Position 289: 0.010154611066058519
Position 5727: 0.009600152255085866
Position 4479: 0.00858770546264974
Position 1145: 0.006894287490084468
Position 3463: 0.006638470622600377
Position 79: 0.005029836609143333
Position 1071: 0.004700173925307835
Position 2419: 0.004656970316732771
Position 3998: 0.004462691508456689
Position 2006: 0.004274097243037839
Position 5380: 0.004002654021149847
Position 5032: 0.003822108451222488
Position 5701: 0.003336292208104448
Position 1503: 0.0030382435079584253
Position 1573: 0.0029809122161036
Position 5760: 0.0029425324972348526
Position 3222: 0.002941715907037959
Position 5315: 0.0028893958886925786
Position 5345: 0.002849466609938313
Position 1552: 0.0028061419424853552
Position 1301: 0.002485276055928848
Position 33: 0.002194795505116632
Position 5167: 0.0021522826225382394
Position 1872: 0.00213788737927974
Position 1104: 0.0021247781858074223
Position 51: 0.00200777591939469
Position 3911: 0.0018682678774692876
Position 5282: 0.001606100402571401
Position 767: 0.00149496636368091
Position 167: 0.0014711758800158928
Position 62: 0.0013290614930212637
Position 5896: 0.0011146337430333532
Position 1256: 0.0010836894017948622
Position 48: 0.0010247061097972342
Position 4751: 0.001000880018377672
Position 197: 0.0009341618222301429
Position 4735: 0.0009153026776508485
Position 5288: 0.0008601938460948062
Position 3540: 0.0008276147374342277
Position 1125: 0.0007963521122613155
Position 2769: 0.0007769705099485587
Position 5112: 0.000702586406058395
Position 5565: 0.0006830874968460515
Position 2303: 0.0006509649738189174
Position 90: 0.0006204213972286124
Position 96: 0.0004937503353172145
Position 2482: 0.0004881484286873089
Position 5798: 0.00048292916063088197
