Gene = Ltn1
index = 1253
Annotated 5SS: [  71  926 1163 2261 3627 3914 4159 4492 4994 5173 6982 7444 7686]
Annotated 3SS: [ 131  982 1218 2318 3680 3974 4215 4558 5060 6769 7251 7517 7748]
SMsplice 5SS: [  71  926 1163 2261 3627 3914 4159 4492 4994 5173 6982 7444 7686]
SMsplice 3SS: [ 131  982 1218 2318 3680 3974 4215 4558 5060 6769 7251 7517 7748]
top_k =  1000
Partition function (log Z): 39.345630739139956

Sorted 5' Splice Sites (High to Low Probability):
Position 4159: 0.9975208836173137
Position 2261: 0.9928922896580104
Position 926: 0.9920815669836116
Position 3627: 0.986522957721022
Position 7444: 0.9863778143547617
Position 5173: 0.9844477557511976
Position 1163: 0.9646905977592052
Position 6982: 0.9622499392246684
Position 4994: 0.9464246004329182
Position 7686: 0.9345894517750295
Position 71: 0.8764251679201304
Position 3914: 0.7144183973977688
Position 4492: 0.693954124206141
Position 5395: 0.3876027501635128
Position 6669: 0.29543842273496296
Position 6576: 0.19847959618557054
Position 2451: 0.15925866302331296
Position 5414: 0.10988807085964694
Position 6440: 0.10881812523482193
Position 4396: 0.07360802477089677
Position 5676: 0.06932193283313895
Position 4500: 0.055022540989698734
Position 5905: 0.05065650788614179
Position 2610: 0.0469142308410658
Position 6910: 0.0337166666855824
Position 5887: 0.027206041716214602
Position 3241: 0.02650472560427127
Position 2915: 0.02421893862936043
Position 1571: 0.01936470630831421
Position 4722: 0.01763069134128054
Position 1127: 0.01720954518783529
Position 5454: 0.01704180768391076
Position 5929: 0.016800856200679757
Position 6133: 0.016520908966615483
Position 5838: 0.01608552826244321
Position 3480: 0.0155406026539165
Position 1772: 0.013441099920805402
Position 1147: 0.01319993505408281
Position 7467: 0.01179145458170732
Position 6018: 0.008043258429025878
Position 4485: 0.007431694955147041
Position 669: 0.006869171417127278
Position 3024: 0.00666203919907954
Position 3612: 0.0066249473354367755
Position 7188: 0.005840639357737718
Position 930: 0.005587353849698892
Position 3438: 0.005339468967566067
Position 651: 0.004816258829632941
Position 1452: 0.0042598851428684885
Position 6170: 0.004120119481446641
Position 425: 0.003856693179516449
Position 508: 0.0036295100712383666
Position 2019: 0.003361098395618048
Position 1972: 0.003277801023693858
Position 5459: 0.003096758763058902
Position 86: 0.0030497532790709713
Position 1616: 0.0024818316945722178
Position 3224: 0.002237555548231039
Position 3912: 0.002183938161231713
Position 2094: 0.001986427210044049
Position 2495: 0.0019064524467828283
Position 6849: 0.0017796778440191485
Position 81: 0.0017657150972617036
Position 393: 0.0016649672006838958
Position 2643: 0.00156718758988232
Position 7811: 0.0015281470846361118
Position 3371: 0.0014827608478151383
Position 6179: 0.0014705659851315897
Position 5974: 0.0014312324318921182
Position 912: 0.001384555257917964
Position 5356: 0.001357508207179527
Position 2756: 0.0013490684942939171
Position 2391: 0.00125001327081606
Position 1155: 0.0012287703452051545
Position 2676: 0.0010687564395410484
Position 2589: 0.001014414066814233
Position 1337: 0.0009647510956453201
Position 5407: 0.0009479679177227585
Position 2604: 0.0009466121611683782
Position 78: 0.000918568603824966
Position 664: 0.0008312772995004948
Position 1457: 0.000793409814847095
Position 2457: 0.0007672938642176177
Position 462: 0.0007109152613308249
Position 4911: 0.0006914819847575281
Position 6213: 0.0006758127190198767
Position 2951: 0.0006576169537039415
Position 7067: 0.0006466843242118387
Position 2034: 0.0005354648776375539
Position 1858: 0.0004987079737586044
Position 286: 0.0004951043307735776
Position 7132: 0.00048804056991388
Position 2422: 0.0004728939969844563
Position 2264: 0.00046529930745723563
Position 4728: 0.00046433854348068104
Position 2454: 0.00045225855672068846
Position 3075: 0.0004086566607396363
Position 3344: 0.00039117869121935427
Position 3048: 0.00037503980899909414
Position 6841: 0.00036054336097917505
Position 506: 0.00034338165966055776
Position 2612: 0.0003414059384044993
Position 536: 0.00033658897125197107
Position 7648: 0.00032978428095139584
Position 2567: 0.0003066034316086056
Position 5576: 0.0002961519556871957
Position 3092: 0.00029392359170508236
Position 5989: 0.0002766295621103211
Position 5844: 0.00026785880345712586
Position 5968: 0.0002601538256995987
Position 3960: 0.00024654639370875526
Position 2410: 0.0001953164383845044
Position 2741: 0.0001888053834376852
Position 3142: 0.00017349301823761312
Position 3524: 0.0001703516450890682
Position 3032: 0.00016606351186115894
Position 6104: 0.00016193375149761973
Position 3840: 0.0001535508755032622
Position 3940: 0.00015349930881037658
Position 380: 0.0001494609145710154
Position 2844: 0.00013823791240479292
Position 5426: 0.00013231970420231416
Position 3810: 0.00012631452196093434
Position 3465: 0.00012592210475564377
Position 387: 0.00012327398477062382
Position 5649: 0.00012148667902811026
Position 6185: 0.00011809346851917061
Position 3849: 0.00011285266155476401
Position 2083: 0.00011144956173997873
Position 4351: 0.00010886249037684581
Position 4756: 0.00010799224207911116
Position 3759: 0.00010553093809379305
Position 7051: 0.0001055281124233459
Position 2407: 9.923941157441318e-05
Position 2068: 9.74329486212649e-05
Position 1023: 9.6558049663189e-05
Position 1412: 9.606926596693769e-05
Position 2592: 9.305385460058345e-05
Position 5656: 9.287205084275003e-05
Position 7134: 8.862195734157078e-05
Position 7815: 8.418935970365781e-05
Position 7024: 8.286018202361137e-05
Position 5960: 8.27884753231106e-05
Position 592: 8.007651404507523e-05
Position 7004: 7.932733500463552e-05
Position 1186: 7.818417119810931e-05
Position 4933: 7.804807499285915e-05
Position 683: 7.493637925746818e-05
Position 1665: 7.459364065691995e-05
Position 1638: 7.185310719504306e-05
Position 6852: 7.181973594364001e-05
Position 767: 6.973957379962398e-05
