Gene = Snoo
index = 1510
Annotated 5SS: [  66 9008]
Annotated 3SS: [ 7510 87441]
SMsplice 5SS: [   70 23798 67664]
SMsplice 3SS: [23459 66126 87441]
top_k =  1000
Partition function (log Z): -97.79081596185353

Sorted 5' Splice Sites (High to Low Probability):
Position 23798: 0.7992496728007923
Position 70: 0.7413998931369281
Position 17636: 0.2301197514273167
Position 647: 0.22299014095615607
Position 24160: 0.1557738391717486
Position 3560: 0.1400489218171413
Position 1266: 0.011612327759301676
Position 1274: 0.005167810359018309
Position 16366: 0.004329301627758506
Position 1230: 0.004116378453878108
Position 770: 0.002388894733554428
Position 371: 0.0018339297623900135
Position 109: 0.001345792320389103
Position 1567: 0.00115021033783154
Position 58: 0.000990781353636338
Position 637: 0.0009255551490282959
Position 146: 0.0007644281488920145
Position 610: 0.0007409365247978802
Position 1485: 0.0007265827455806941
Position 854: 0.0007059971766984367
Position 64: 0.0006051049574263227
Position 66: 0.0004345459067142505
Position 774: 0.0002489844552989675
Position 2871: 0.00024022177428508764
Position 405: 0.00023732503967073892
Position 1816: 0.00022326100305573437
Position 781: 0.00018895363799944787
Position 1807: 0.00014868361542497963
Position 3022: 0.00011299275062510762
Position 2226: 0.00010691657310327078
Position 641: 0.00010320350412380273
Position 533: 0.00010167210557661132
Position 1898: 7.820091557380697e-05
Position 608: 7.671843170225406e-05
Position 495: 7.406608415588081e-05
Position 154: 6.466669524706603e-05
Position 1684: 4.276371587718095e-05
Position 1691: 1.5113947275854898e-05
Position 2223: 5.6491097852906205e-06
Position 1527: 3.8088783955010362e-06
Position 1367: 3.462236901463999e-06
Position 1464: 2.861632783286816e-06
Position 1065: 2.6255764557052194e-06
Position 1657: 2.5350843315194503e-06
Position 1153: 2.3967554183940007e-06
Position 1677: 2.241665395603244e-06
Position 1069: 2.1114306460717198e-06
Position 884: 1.4467049585012405e-06
Position 17985: 1.3733529750517222e-06
Position 1625: 1.0493427315035824e-06
Position 644: 9.09186357035305e-07
Position 17976: 8.777658327579898e-07
Position 1278: 8.086808311895813e-07
Position 622: 7.967044761055433e-07
Position 1518: 7.885640524319573e-07
Position 314: 7.264518044026748e-07
Position 1382: 6.585227456895915e-07
Position 1308: 5.548465180960835e-07
Position 1027: 5.470987190956305e-07
Position 16224: 5.392897329298769e-07
Position 331: 5.35045462585333e-07
Position 858: 5.147684164985085e-07
Position 4238: 4.0883925300844983e-07
Position 10158: 3.1572881293829457e-07
Position 9008: 2.565467816921552e-07
Position 4424: 2.4143202616563804e-07
Position 4723: 1.4869676237967133e-07
Position 3410: 5.6621515320981226e-08
Position 4074: 2.566133491911229e-08
Position 3368: 1.8936691109344132e-08
Position 4469: 1.3608245990479903e-08
Position 4316: 1.0377249202793848e-08
Position 2944: 4.6994392928744245e-09
Position 4327: 3.697646647189501e-09
Position 3768: 3.1479342200429204e-09
Position 2875: 2.0668932052424725e-09
Position 2878: 1.7309272184011612e-09
Position 2023: 1.290934253790842e-09
Position 3820: 1.2821189794229711e-09
Position 3840: 1.1259474922408505e-09
Position 1776: 1.0169517953994316e-09
Position 1891: 7.023933391543206e-10
Position 10783: 6.024649787068025e-10
Position 2073: 5.886151830225537e-10
Position 3566: 3.880480836891719e-10
Position 2801: 3.3661519202354977e-10
Position 1959: 3.349482707896148e-10
Position 2447: 4.715222606111929e-11
Position 186: 2.960092170938523e-11
Position 779: 1.4015151182442564e-11
Position 68: 1.2177829777452457e-11
Position 1073: 9.785309305443447e-12
Position 1120: 8.7776131053947e-12
Position 526: 7.01913503907026e-12
Position 704: 6.634457946348507e-12
Position 863: 5.9327694237252905e-12
Position 651: 5.447581607818154e-12
Position 224: 5.440154268350361e-12
Position 1605: 5.375614152075245e-12
Position 1190: 5.086102053853572e-12
Position 1050: 4.091339150425687e-12
Position 357: 3.7463764496763975e-12
Position 476: 2.5095750130457076e-12
Position 680: 2.2976419885301095e-12
Position 239: 2.254119777728064e-12
Position 170: 2.17738625354267e-12
Position 74: 1.953824297493471e-12
Position 1591: 1.897158240695878e-12
Position 4879: 1.8258050425127988e-12
Position 2001: 1.7223192112941765e-12
Position 1321: 1.7159907606312462e-12
Position 851: 1.5883083373946861e-12
Position 1194: 1.5401200666929807e-12
Position 1392: 1.4831219889403416e-12
Position 1498: 1.2899926934846654e-12
Position 4704: 1.2155817959380181e-12
Position 1479: 1.1348916483640251e-12
Position 4693: 1.0988930504594499e-12
Position 1104: 9.836157156356292e-13
Position 841: 9.338769205683812e-13
Position 1200: 8.269099088331817e-13
Position 1249: 7.869046412321469e-13
Position 937: 6.660706605845874e-13
Position 376: 6.336514839334248e-13
Position 157: 4.928061399571462e-13
Position 819: 2.920920415504901e-13
Position 190: 2.8734532431360085e-13
Position 1106: 2.5003090335908107e-13
Position 1311: 2.2665438095612185e-13
Position 649: 1.9024237057211754e-13
Position 11: 1.6998772754523115e-13
Position 420: 7.784626019068195e-14
Position 821: 4.542538411693396e-14
Position 1374: 4.418186317314815e-14
Position 1443: 4.371726832471186e-14
Position 38: 1.7715442221973376e-14
Position 5: 1.7298205772576466e-14
Position 181: 1.6085700244212888e-14
Position 4080: 1.569610052462492e-14
Position 46: 1.2516653528943963e-14
Position 390: 9.488455275461334e-15
Position 48: 3.911148141282425e-15
Position 552: 1.9929706090766924e-15
Position 4428: 1.7322219697513436e-15
Position 732: 2.6910807554550513e-17
Position 1916: 6.997529986319653e-18
Position 1995: 6.742871675505303e-18
Position 1259: 9.701903914494277e-22
Position 813: 1.6948813116834375e-22

Sorted 3' Splice Sites (High to Low Probability):
Position 25482: 0.9100670600898089
Position 23459: 0.8000773688213951
Position 17386: 0.21199571087838082
Position 3295: 0.12193443703103334
Position 24046: 0.12043197289019121
Position 27039: 0.0766562384478227
Position 23197: 0.047227085335845576
Position 16125: 0.022463322269469992
Position 3427: 0.004382178190510959
Position 1623: 0.0028002477819868755
Position 2575: 0.002200542141919013
Position 1736: 0.0014795455083248387
Position 2506: 0.0012449770514804139
Position 3312: 0.001188419308407399
Position 2773: 0.0009989765827561046
Position 2846: 0.0007263392172581639
Position 3131: 0.0006681425520990101
Position 3368: 0.000571849252251371
Position 3455: 0.0005301271942131211
Position 22077: 0.0004829558427745362
Position 2278: 0.00028891201270677265
Position 2874: 0.00023665559568671852
Position 3478: 0.00022943054086389084
Position 3472: 0.0002186643311198652
Position 2996: 0.0001869502454262181
Position 2714: 0.00016275816259116144
Position 19494: 3.346596474003729e-05
Position 17702: 3.002381717479931e-05
Position 17765: 4.226906864386664e-06
Position 18071: 3.754200790542913e-06
Position 18211: 1.0359130541812926e-06
Position 16286: 5.392897329298749e-07
Position 15440: 2.891429522865442e-07
Position 16899: 2.2902929543943653e-07
Position 4160: 2.004898893837642e-07
Position 9875: 1.6665715728582708e-07
Position 3974: 1.3554585646605356e-07
Position 8509: 1.1093988176758743e-07
Position 4577: 8.352746583088017e-08
Position 4300: 7.470596830281629e-08
Position 4297: 6.684665874485025e-08
Position 9287: 6.153359873121596e-08
Position 8333: 5.966145057398614e-08
Position 3660: 5.299952696436577e-08
Position 3663: 5.158846830119393e-08
Position 8080: 4.640128113699681e-08
Position 9377: 3.690186478300944e-08
Position 9196: 3.510310059402761e-08
Position 8047: 2.981008327231189e-08
Position 4523: 2.7946916881545558e-08
Position 4376: 2.020279257004358e-08
Position 3626: 1.9753616065700203e-08
Position 13021: 1.8566995057552827e-08
Position 9074: 1.7252883236145723e-08
Position 3796: 1.1206041898120763e-08
Position 13100: 9.131502493406794e-09
Position 5857: 8.595597422635728e-09
Position 13686: 8.541338967035945e-09
Position 13614: 8.357977490804432e-09
Position 4256: 6.945605514682905e-09
