Gene = Obp22a
index = 1342
Annotated 5SS: [68]
Annotated 3SS: [120]
SMsplice 5SS: [68]
SMsplice 3SS: [120]
top_k =  1000
Partition function (log Z): -4.877162318494963

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9982352754708762
Position 391: 0.08029590356467682
Position 280: 0.009732467084706285
Position 295: 0.002485771529270357
Position 292: 0.0013954248587830795
Position 139: 0.001064285915523509
Position 339: 0.000759702537568415
Position 416: 0.0003671148003570088
Position 234: 0.00017751532479472074
Position 373: 0.00011752604924698446
Position 229: 7.724641092558989e-05
Position 495: 6.61080356403156e-05
Position 341: 5.3130535821563844e-05
Position 29: 4.6165161336639255e-05
Position 206: 4.56191888477125e-05
Position 72: 4.2896529204178984e-05
Position 616: 3.891145887536745e-05
Position 50: 1.885739319811893e-05
Position 530: 4.671272843457036e-06
Position 107: 3.556628777226214e-06
Position 166: 2.226831720001857e-06
Position 147: 1.9473308489509127e-06
Position 130: 1.7635375492640258e-06
Position 644: 1.4526861179858604e-06
Position 16: 1.3248020571411008e-06
Position 536: 1.1533954025813171e-06
Position 553: 1.1359799673858566e-06
Position 14: 2.993210013212229e-07
Position 96: 2.7379483287451416e-07
Position 149: 1.0329671346819773e-07
Position 696: 9.90776432168139e-08
Position 708: 2.9632587059116847e-08
Position 489: 2.337967399819193e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 120: 0.9889780224363105
Position 528: 0.06844974150228596
Position 461: 0.017687544654964724
Position 474: 0.014970580169088558
Position 173: 0.0012069062636406677
Position 276: 0.0006840706235567772
Position 213: 0.0006670354064100785
Position 147: 0.00037788005535944254
Position 696: 0.00027587047020680876
Position 536: 0.0002120457787301324
Position 616: 0.00018306776028453913
Position 591: 0.00016816477856332386
Position 159: 0.0001639113037223178
Position 481: 0.00012516463958819324
Position 216: 0.00012124036295892554
Position 621: 0.00012036320328887837
Position 327: 0.00011671151764082779
Position 130: 8.718727999185276e-05
Position 541: 7.595176148072233e-05
Position 426: 6.229189708764816e-05
Position 634: 4.862346758043179e-05
Position 378: 4.611676915597333e-05
Position 346: 4.3451435610414054e-05
Position 300: 4.202126339604079e-05
Position 143: 2.4293747526238334e-05
Position 177: 2.1903194497790005e-05
Position 280: 1.5118829345106413e-05
Position 403: 1.2124377624045917e-05
Position 644: 1.0071629582113387e-05
Position 156: 9.625525516630163e-06
Position 764: 8.41915948750643e-06
Position 127: 6.29160129160531e-06
Position 339: 6.220251616504752e-06
Position 258: 4.514244164014117e-06
Position 718: 2.2770086624862696e-06
Position 712: 1.9092824308305244e-06
Position 180: 1.5157224766539183e-06
Position 285: 1.2868355995482221e-06
Position 200: 2.2880729388198004e-07
Position 407: 1.4952314852776936e-07
Position 89: 3.219708981382739e-08
Position 751: 9.007917703745221e-09
Position 292: 3.4209359672772627e-09
Position 96: 1.6788913964309798e-10
Position 64: 4.907088341162528e-11
Position 384: 4.603782010119521e-11
Position 84: 6.848864802943699e-12
Position 391: 4.4293449694018095e-13
Position 72: 3.061068104904819e-13
Position 68: 8.111492805843953e-15
