Gene = Sin
index = 1502
Annotated 5SS: [  97 1227]
Annotated 3SS: [ 155 1290]
SMsplice 5SS: [  97 1227]
SMsplice 3SS: [ 155 1290]
top_k =  1000
Partition function (log Z): -3.3862598290012897

Sorted 5' Splice Sites (High to Low Probability):
Position 1227: 0.9397321138607175
Position 97: 0.8837635774152789
Position 482: 0.0919998916526732
Position 513: 0.08732867313329142
Position 105: 0.0745856382301114
Position 1333: 0.060406191317096715
Position 489: 0.019672225745361885
Position 1186: 0.01265859721700506
Position 648: 0.009154041942101676
Position 101: 0.00825805296302187
Position 654: 0.006158649169943966
Position 400: 0.002763685007233392
Position 1107: 0.0023278803247254384
Position 285: 0.001948034713563783
Position 903: 0.0012590953469052725
Position 1167: 0.0011169734791408763
Position 1237: 0.0007721012801754697
Position 194: 0.0004934033150080139
Position 636: 0.00047089166699545336
Position 291: 0.0003387339350374284
Position 460: 0.00028235334443090843
Position 246: 0.00027885082403260433
Position 264: 0.0002109730812889689
Position 259: 0.00018858373777450033
Position 749: 0.00012823210872637763
Position 936: 0.0001172595286569844
Position 1396: 9.98428236168238e-05
Position 1413: 7.612819562579252e-05
Position 1455: 6.591177545988694e-05
Position 1231: 5.942775382564372e-05
Position 968: 5.6700978861113716e-05
Position 424: 5.423467040643947e-05
Position 162: 4.909602187769825e-05
Position 252: 4.6735735521701236e-05
Position 1243: 4.633399554708548e-05
Position 1149: 4.1326206750463345e-05
Position 354: 3.7238070493818985e-05
Position 387: 3.512041231753413e-05
Position 1086: 2.9485644444929105e-05
Position 1468: 2.831840678620527e-05
Position 1152: 2.742311430485051e-05
Position 894: 2.099440660959538e-05
Position 1190: 1.5721973570977055e-05
Position 314: 8.650755520812167e-06
Position 1320: 4.5897985826661455e-06
Position 1443: 4.261409461464972e-06
Position 1546: 3.856731283288078e-06
Position 1134: 2.920918205133399e-06
Position 1544: 2.8843135681624573e-06
Position 88: 2.551896654844609e-06
Position 474: 2.382996345764932e-06
Position 1263: 1.0975121053976073e-06
Position 1644: 3.6097196596288537e-07
Position 262: 2.2007990886017536e-07
Position 109: 1.4185043144030397e-07
Position 170: 1.3721332534184663e-07
Position 85: 1.0503834738453586e-07
Position 28: 2.733299921448227e-08
Position 996: 2.605800315359701e-08
Position 1059: 2.421979110716118e-08
Position 21: 4.636255014751215e-09
Position 1042: 2.325457421502211e-09
Position 521: 7.967013966365253e-10
Position 540: 5.10667479438562e-10
Position 820: 2.754901730860082e-10
Position 746: 2.2560509647645308e-10
Position 718: 4.1591911970709496e-11
Position 562: 4.5201516664870865e-12
Position 555: 4.012652809579474e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9468659070998653
Position 155: 0.7724493743440837
Position 562: 0.20691664601784548
Position 540: 0.08547054670796297
Position 1383: 0.06817806994691858
Position 176: 0.03439679017951662
Position 281: 0.029296732899868616
Position 718: 0.014686391164079568
Position 338: 0.011271603690028428
Position 284: 0.008253918426030635
Position 575: 0.007074032256568403
Position 1106: 0.00439804490460281
Position 1332: 0.0032613879574011455
Position 956: 0.002983128324579455
Position 1030: 0.002058723311967515
Position 989: 0.0010819260988065116
Position 872: 0.0010788979380237289
Position 512: 0.0008042920918236771
Position 1166: 0.0007247510869024864
Position 936: 0.0007089383897981602
Position 728: 0.000604504141956663
Position 443: 0.0005663924809665176
Position 685: 0.0005048005337122532
Position 1042: 0.00043022931886843824
Position 1440: 0.000430032146159643
Position 1350: 0.00033820426175884094
Position 387: 0.00029435973275141283
Position 1327: 0.0002886136772450992
Position 1506: 0.00022454738305885546
Position 1594: 0.0002193824647545157
Position 1085: 0.00021593862050708304
Position 290: 0.00015761832149611502
Position 224: 0.00015193225106333136
Position 899: 0.00010038371873464552
Position 820: 9.17124399485326e-05
Position 584: 7.772672950911136e-05
Position 482: 7.401577698320389e-05
Position 1248: 6.409486890957054e-05
Position 1197: 5.8279728895723044e-05
Position 190: 4.4276117647966524e-05
Position 1055: 4.288679566241715e-05
Position 647: 4.0086585390546444e-05
Position 404: 3.317671389914348e-05
Position 1443: 3.168629657435704e-05
Position 1455: 2.8066057681437482e-05
Position 1472: 2.1695216074024465e-05
Position 617: 1.718935673786534e-05
Position 968: 1.2767430396416767e-05
Position 398: 1.2504961070796936e-05
Position 489: 1.2028721480956388e-05
Position 1237: 1.1891445632051554e-05
Position 996: 1.033249848416076e-05
Position 1532: 8.496040315053633e-06
Position 644: 7.370869538745766e-06
Position 1479: 7.3190110952127804e-06
Position 590: 5.6755958708636864e-06
Position 832: 5.547194523234171e-06
Position 1202: 4.858698253955989e-06
Position 1702: 4.601971725704026e-06
Position 1668: 4.061370617505797e-06
Position 454: 3.5851425116638912e-06
Position 605: 3.29723103228801e-06
Position 912: 3.2709407097223036e-06
Position 669: 2.3873366509470643e-06
Position 797: 1.8296053188090084e-06
Position 1482: 1.712866721669403e-06
Position 1449: 1.2886951369009985e-06
Position 1647: 1.0649221040589542e-06
Position 184: 4.198827422214236e-07
Position 1716: 3.8557307803489445e-07
Position 384: 2.2134004610412476e-07
Position 371: 1.1346355518824032e-07
Position 314: 1.3066198224940185e-08
Position 593: 9.095279017942276e-09
Position 407: 1.9641604131150885e-09
Position 70: 7.352590300585889e-10
Position 344: 9.302337768691513e-11
Position 130: 5.2739508329376176e-11
Position 93: 3.6047312927782325e-11
Position 96: 1.2425764737461637e-11
Position 75: 1.7599356212012934e-12
Position 101: 2.0583590538750198e-14
Position 109: 8.28814497629407e-18
