Gene = ect
index = 1691
Annotated 5SS: [  435  5630  6019  6395  6941 10265 11176]
Annotated 3SS: [ 5393  5841  6127  6841 10029 10559 11244]
SMsplice 5SS: [  180  5630  6019  6395  6941 10265 11176]
SMsplice 3SS: [ 5393  5865  6127  6841 10029 10559 11244]
top_k =  1000
Partition function (log Z): 13.334361800854941

Sorted 5' Splice Sites (High to Low Probability):
Position 6019: 0.9992227873394258
Position 5630: 0.9955709191352989
Position 11176: 0.9948730614883564
Position 10265: 0.9637581386841589
Position 6941: 0.9274225974320037
Position 6395: 0.5735859500370567
Position 180: 0.47355007393487836
Position 435: 0.26684016788322934
Position 227: 0.11642040637181389
Position 193: 0.07048351787297173
Position 6439: 0.04239782577158542
Position 1114: 0.03823948107743178
Position 1029: 0.028888256005686362
Position 6701: 0.026664707394018144
Position 6244: 0.01624519287053158
Position 2643: 0.014566970698998297
Position 15: 0.013128098825897216
Position 897: 0.011197208080080527
Position 9267: 0.010443480182783028
Position 355: 0.009768032147610977
Position 9789: 0.009622756160388494
Position 9821: 0.0089328011936598
Position 10245: 0.008809558168070776
Position 388: 0.008267316706916071
Position 9768: 0.008211136072618124
Position 6430: 0.007570259223853577
Position 6254: 0.007088369236573834
Position 10482: 0.007065684204165875
Position 5202: 0.006150521024565137
Position 6437: 0.004733059840111755
Position 6455: 0.00437044212685749
Position 9772: 0.003881687778744022
Position 2669: 0.0038023985624427744
Position 8710: 0.003381661633867434
Position 9240: 0.003349211826357703
Position 8679: 0.0031044344530715374
Position 9125: 0.0029554015046311683
Position 491: 0.002942489000120085
Position 415: 0.0028014476976926934
Position 8934: 0.0027633923084552053
Position 9693: 0.0024604329674778177
Position 4037: 0.002349260244065087
Position 5764: 0.0022750038340345283
Position 2162: 0.002119554528334561
Position 11323: 0.0021104469326539057
Position 9153: 0.001699867411037165
Position 5634: 0.0016058064337834354
Position 9516: 0.001546311411082407
Position 1091: 0.0014877969717408536
Position 6662: 0.0013789531566820194
Position 697: 0.0013492879448282198
Position 1365: 0.0013056628304717276
Position 366: 0.0012211379799421974
Position 8620: 0.001189325394453266
Position 11409: 0.0011651076154636526
Position 4353: 0.001109974152760923
Position 6333: 0.0010958314532558044
Position 1563: 0.0010917640818347923
Position 6406: 0.0010255683091619325
Position 564: 0.0010185620176361167
Position 11158: 0.000973987774109069
Position 9188: 0.0009500402764122841
Position 2673: 0.0009361468947510583
Position 1483: 0.0008761659710760723
Position 9425: 0.0007344450461384694
Position 846: 0.0006411926937842505
Position 9776: 0.0006276482221496726
Position 9831: 0.0005942535898872426
Position 3602: 0.0005536974926767445
Position 813: 0.0005304756919258377
Position 6842: 0.0005291583053242098
Position 10195: 0.00045555343526482915
Position 2501: 0.0004330033846686956
Position 239: 0.0004326875425301846
Position 6220: 0.0004300886607339932
Position 32: 0.00042114680301264857
Position 9625: 0.00041030940218528473
Position 10252: 0.0003950991036530651
Position 6706: 0.00038915603185377167
Position 1568: 0.0003298223899534067
Position 6266: 0.00032807434428215376
Position 6607: 0.0003254653518593821
Position 468: 0.00031188866350550175
Position 37: 0.000308540275748048
Position 6049: 0.0003042172503589778
Position 3650: 0.00029075432294451217
Position 8163: 0.00028207125860815665
Position 2920: 0.0002656700011105114
Position 11290: 0.0002525691671821599
Position 8972: 0.00022637899553903728
Position 1094: 0.00020875824382243026
Position 398: 0.00020653766793601527
Position 3228: 0.00020256014883153107
Position 5539: 0.00019862660425378146
Position 606: 0.0001978481801811285
Position 6337: 0.00018335791112312347
Position 3380: 0.00016347505859553695
Position 6446: 0.0001585586216466739
Position 10269: 0.000148074261115365
Position 6458: 0.0001472672936821966
Position 5424: 0.0001442863203607139
Position 1777: 0.00013888114214078088
Position 319: 0.00013705982693064462
Position 619: 0.00013516693698792932
Position 6464: 0.00013471542674316128
Position 1341: 0.00013302905696166203
Position 621: 0.00012825482449021998
Position 1039: 0.00012810894472340737
Position 6078: 0.00012456154769888156
Position 5801: 0.00012323887364132792
Position 3659: 0.00011690485851734085
Position 6443: 0.00011507510079750907
Position 10382: 0.00011319337711848793
Position 11251: 0.00011064725822421013
Position 6044: 0.00010353813778046958
Position 2034: 0.00010097328331190429
Position 205: 0.00010084009101999066
Position 2039: 0.00010008705093753695
Position 47: 8.896615787087863e-05
Position 9104: 7.480260669218125e-05
Position 926: 7.42514676326248e-05
Position 1381: 7.408800498943715e-05
Position 944: 7.056297677315427e-05
Position 4131: 7.054120469834897e-05
Position 4165: 6.708950288818378e-05
Position 6655: 6.095273172928543e-05
