Gene = TORIP
index = 1540
Annotated 5SS: [604 793]
Annotated 3SS: [670 847]
SMsplice 5SS: [604 766]
SMsplice 3SS: [670 847]
top_k =  1000
Partition function (log Z): -1.2280650846925356

Sorted 5' Splice Sites (High to Low Probability):
Position 604: 0.9862077464237414
Position 766: 0.8956127942622291
Position 202: 0.058809495600908084
Position 778: 0.03181599606289254
Position 722: 0.026259603270399823
Position 793: 0.020490710542138444
Position 331: 0.006193182779174247
Position 1267: 0.005949448072570013
Position 1061: 0.0050876479205082216
Position 42: 0.004599519303036613
Position 383: 0.002226435213357251
Position 153: 0.0012911621270137524
Position 1049: 0.0006567416719408329
Position 462: 0.0006009453133495638
Position 82: 0.0005931048385122804
Position 55: 0.00037213302790802476
Position 991: 0.0003294220082235489
Position 596: 0.00030873771977128403
Position 364: 0.0002859525220503341
Position 223: 0.00021647978907770696
Position 1248: 0.00014215502132825295
Position 1238: 0.00011427318401208703
Position 372: 7.760319610165092e-05
Position 1255: 7.191318085545164e-05
Position 259: 6.910176093123636e-05
Position 1000: 6.496798098049852e-05
Position 1012: 4.7065572524440736e-05
Position 1074: 3.434983789611971e-05
Position 354: 2.694387411545079e-05
Position 440: 2.686556354088309e-05
Position 352: 1.7296244110591538e-05
Position 905: 1.7212425325733377e-05
Position 1280: 1.696281092931228e-05
Position 525: 1.4809378098257513e-05
Position 917: 6.519478904236757e-06
Position 375: 6.025992545268205e-06
Position 33: 5.337847577095893e-06
Position 640: 4.4411436965795135e-06
Position 671: 4.145065157843481e-06
Position 415: 4.012034258769682e-06
Position 413: 2.9799276117627396e-06
Position 280: 2.6174294240154267e-06
Position 1176: 1.1524071542896284e-06
Position 956: 3.4970521218569717e-07
Position 523: 3.3450900625507597e-07
Position 245: 2.4833370770270097e-07
Position 533: 1.621658581469334e-07
Position 120: 1.4689632250146325e-07
Position 968: 8.772908180618414e-08
Position 1198: 7.009882202009128e-08
Position 1168: 4.949502699685504e-08
Position 107: 3.8250499754355e-08
Position 1196: 2.7407914810442353e-08
Position 674: 9.392482483026726e-10
Position 1142: 3.7877691013526067e-10
Position 814: 8.540599827933555e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 847: 0.9880981629226349
Position 670: 0.9697216974647195
Position 274: 0.05449476654193841
Position 1330: 0.005880920846389842
Position 107: 0.004508841715436398
Position 833: 0.0039151678209524594
Position 433: 0.0034899109759516616
Position 425: 0.002789325487188542
Position 1112: 0.0021260233362995367
Position 394: 0.0017234224791056896
Position 245: 0.0011929357440104078
Position 402: 0.0009435552134055323
Position 1290: 0.0009024334561197113
Position 1185: 0.0008844158744867931
Position 545: 0.0007606474570908918
Position 1133: 0.0007404004218528384
Position 1121: 0.0007297832626047758
Position 509: 0.0005452190289046766
Position 452: 0.00043353701892961575
Position 413: 0.00043333381831322176
Position 113: 0.0004192575252644845
Position 897: 0.0003776701115175508
Position 684: 0.00033330437335544826
Position 449: 0.00033072219707810593
Position 145: 0.00032063197838853294
Position 1168: 0.0003168127840841319
Position 1191: 0.0002951847929346156
Position 699: 0.0002530788158762071
Position 455: 0.00022863342460000292
Position 1135: 0.0002028575604283995
Position 1315: 0.000173940855650123
Position 149: 0.00016489835416267056
Position 1304: 0.00015264016352541625
Position 250: 0.00013454071451986078
Position 1176: 0.0001256310648454131
Position 223: 9.54850090019299e-05
Position 253: 7.301978303801819e-05
Position 515: 5.3808240547808544e-05
Position 702: 3.486054121028894e-05
Position 440: 3.344505756824222e-05
Position 977: 3.0420272025384846e-05
Position 1060: 2.8816925537170108e-05
Position 259: 2.7302657475268148e-05
Position 523: 2.6948092861237265e-05
Position 342: 2.446915012146077e-05
Position 286: 2.1473713276120936e-05
Position 482: 2.060950466751949e-05
Position 705: 1.6223553384124593e-05
Position 778: 1.619883829827759e-05
Position 128: 5.927090921157614e-06
Position 1049: 5.330844550670937e-06
Position 280: 5.327234835350066e-06
Position 793: 5.064051047404622e-06
Position 290: 4.706880008630832e-06
Position 1220: 3.815687680412441e-06
Position 296: 2.4270519808080693e-06
Position 293: 2.291188125395702e-06
Position 554: 1.948896382497255e-06
Position 608: 9.429130152876609e-07
Position 160: 4.4459032622200385e-07
Position 404: 4.2189188553500897e-07
Position 714: 2.873225335891193e-07
Position 1265: 2.708094375464546e-07
Position 198: 2.427516546075058e-07
Position 1009: 1.9848126487979445e-07
Position 613: 1.7304587781409692e-07
Position 863: 1.471038106019661e-07
Position 1086: 1.2970095952058416e-07
Position 171: 1.3247576432247914e-08
Position 491: 1.2581719418651146e-08
Position 202: 1.2227107379552999e-08
Position 587: 1.8893340582106107e-09
Position 917: 5.544277009071482e-10
Position 869: 4.508151753009492e-10
Position 1012: 1.3865473473068954e-10
Position 765: 1.2997284002770618e-10
Position 167: 3.796400982999857e-11
