Gene = bol
index = 1631
Annotated 5SS: [ 4509 21360 21772 26274 26450 26787 27064]
Annotated 3SS: [20917 21617 26213 26331 26709 27029 31597]
SMsplice 5SS: [  128 21360 21772 22244 26274 26450 26787 27064]
SMsplice 3SS: [20917 21617 22036 26213 26346 26709 27029 32837]
top_k =  1000
Partition function (log Z): -4.836447175708575

Sorted 5' Splice Sites (High to Low Probability):
Position 21772: 0.9981171587233043
Position 26450: 0.9973777357353729
Position 26274: 0.9891384669175265
Position 21360: 0.9836329244577047
Position 26787: 0.8995818303231412
Position 23031: 0.74443038448053
Position 8820: 0.6366434457540432
Position 128: 0.5929204545389057
Position 23471: 0.4601863821921299
Position 27064: 0.42900929431334417
Position 23167: 0.3585557467288852
Position 28027: 0.30299167897226703
Position 23212: 0.2437048552389524
Position 28231: 0.23965394688470654
Position 27452: 0.23110633735473146
Position 22244: 0.2152072695873419
Position 33370: 0.18011819651223457
Position 861: 0.13847964135883872
Position 28277: 0.13587743615975917
Position 1748: 0.13518565094808754
Position 28134: 0.1107910986637551
Position 1332: 0.08426832835228425
Position 28273: 0.07909809412027861
Position 27279: 0.07604585682051913
Position 27250: 0.05610859983602484
Position 27144: 0.04890160335799466
Position 27743: 0.03875051487887712
Position 27606: 0.03352419582804152
Position 144: 0.03188325323813535
Position 23501: 0.02876039142498107
Position 816: 0.027817044430926793
Position 2693: 0.022029451112233422
Position 33849: 0.02139736380565313
Position 377: 0.019936952658742128
Position 494: 0.016197849669035137
Position 26817: 0.016182165816841752
Position 2322: 0.01587974240625309
Position 31714: 0.014383941196744552
Position 4999: 0.012008094394147682
Position 33650: 0.011635254477980908
Position 131: 0.010243723646728887
Position 29070: 0.010212492034436157
Position 2179: 0.010104133070994758
Position 1757: 0.010051598329926128
Position 2951: 0.009254127075159749
Position 27723: 0.008532578954260456
Position 27621: 0.007245104886619915
Position 27091: 0.0069055306113230235
Position 26904: 0.006859102306717577
Position 2183: 0.006403864125852411
Position 1110: 0.0062463455211548835
Position 4509: 0.005699727516657979
Position 27750: 0.00544757567467033
Position 29353: 0.005045559941982319
Position 31745: 0.004966667692644661
Position 2132: 0.004905060352343368
Position 1146: 0.0040826999728094
Position 27616: 0.003206425862603073
Position 4076: 0.0029219451844463284
Position 27798: 0.0027339208552855693
Position 26927: 0.0027283948199938552
Position 27098: 0.002235930451451053
Position 27542: 0.002104024485301917
Position 27120: 0.0016407439499156015
Position 27610: 0.0011620295255821088
Position 618: 0.0011066757788305468
Position 27499: 0.0009595182882277272
Position 2482: 0.0009134291528355183
Position 27753: 0.0008264617880802573
Position 28545: 0.0007824975976284741
Position 1469: 0.0006614292587397383
Position 424: 0.0005176918690315117
Position 31870: 0.00046696635767803425
Position 457: 0.0004630881539654282
Position 1363: 0.00044337266434366096
Position 272: 0.0003640191654869405
Position 199: 0.0003411732439038854
Position 26892: 0.0003333988052506649
Position 27127: 0.0003017686880650939
Position 613: 0.00027472075191158773
Position 28711: 0.0002630372237723363
Position 1721: 0.00021352342795732127
Position 2736: 0.0002120251311169347
Position 295: 0.00019677385359375045
Position 1037: 0.00019323829654376495
Position 26791: 0.00019268990194840568
Position 164: 0.000191906576556829
Position 31: 0.00017525121292473643
Position 27512: 0.000164348402132823
Position 1062: 0.00016358581748314197
