Gene = Taf11
index = 1542
Annotated 5SS: [357]
Annotated 3SS: [418]
SMsplice 5SS: [357]
SMsplice 3SS: [418]
top_k =  1000
Partition function (log Z): -3.045471095320129

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9979787339661986
Position 42: 0.12589649255271787
Position 25: 0.017042849483239333
Position 66: 0.007823752413967487
Position 51: 0.0023017973550666644
Position 769: 0.001734851877087204
Position 361: 0.001496785316223153
Position 765: 0.0001454081028152517
Position 628: 0.00014444424074046126
Position 385: 0.00012615255325372488
Position 505: 0.00012094124198031691
Position 777: 9.775329910932963e-05
Position 4: 7.229486513906024e-05
Position 591: 5.3536655018287396e-05
Position 6: 4.764676245578751e-05
Position 281: 2.6415928317421723e-05
Position 576: 1.4742078330400474e-05
Position 467: 1.3447492913366956e-05
Position 669: 1.544708953585028e-06
Position 744: 1.4777527822331207e-06
Position 498: 5.86156660565936e-07
Position 227: 4.7545510653704296e-07
Position 612: 4.7178230208710706e-07
Position 546: 4.7066345668214025e-07
Position 420: 4.450126820383479e-07
Position 637: 2.486438044886929e-07
Position 582: 2.3723234952811703e-07
Position 594: 2.304136789374973e-07
Position 472: 7.15328089974555e-08
Position 781: 6.183905313976999e-08
Position 549: 5.877032915129939e-08
Position 426: 3.8751341309641305e-08
Position 529: 3.468823987364277e-08
Position 168: 1.0254781485747722e-08
Position 560: 9.863851697166659e-09
Position 536: 4.063581920244064e-09
Position 148: 2.455814522038338e-11
Position 534: 1.6067408433017233e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9893238758497986
Position 114: 0.14550095432770266
Position 168: 0.007519129595713825
Position 444: 0.0035804576063373553
Position 491: 0.00328164854918989
Position 827: 0.002048808938262346
Position 449: 0.0013922418900240222
Position 542: 0.0010988464291950308
Position 555: 0.0005974926894390225
Position 575: 0.00037858439596886827
Position 134: 0.00015958906259411838
Position 647: 0.00011577813330931387
Position 705: 5.628634148496104e-05
Position 503: 4.544590162765516e-05
Position 709: 1.2319206787946677e-05
Position 812: 7.335083310214672e-06
Position 730: 6.959322464116769e-06
Position 805: 6.49520620597955e-06
Position 122: 3.5058760899064063e-06
Position 781: 3.140502206934023e-06
Position 689: 2.1588919612943183e-06
Position 669: 7.29011950607236e-07
Position 620: 6.765748764869344e-07
Position 627: 6.358642137603823e-07
Position 773: 2.8375861853939446e-07
Position 237: 2.6682083106206565e-07
Position 719: 2.201868178590593e-07
Position 590: 1.9012676898423238e-07
Position 189: 1.1626297049032357e-07
Position 740: 1.1386985329001543e-07
Position 765: 8.731997602523377e-08
Position 264: 3.233393702841168e-08
Position 603: 2.7497492813590372e-08
Position 682: 2.6747946711436957e-08
Position 309: 1.735826652805856e-08
Position 194: 9.628571695249595e-09
Position 716: 9.466086639204354e-09
Position 324: 7.832258027234903e-09
Position 339: 6.262595614998183e-09
Position 333: 4.676912643026295e-09
Position 183: 2.8974844160813738e-09
Position 757: 2.092267744620177e-09
Position 665: 1.6618038871016517e-09
Position 315: 7.587761693211447e-10
Position 277: 5.408631156572066e-10
Position 321: 3.319695811667493e-10
Position 336: 6.821729308111639e-11
Position 342: 3.180620796438262e-11
Position 294: 1.103560960820618e-11
Position 382: 9.712918748992419e-12
Position 357: 5.17612655612504e-12
Position 365: 5.78037144806042e-13
Position 372: 4.694737875883639e-13
Position 361: 1.729780674993903e-13
Position 599: 1.1559366204852462e-14
