Gene = CYLD
index = 1049
Annotated 5SS: [ 101  804 1067 2143 2417 2632 2910 3223 3424 3676]
Annotated 3SS: [ 626  857 1910 2240 2476 2690 2987 3281 3478 3736]
SMsplice 5SS: [ 804 1378 1825 2143 2417 2632 2910 3223 3424 3676]
SMsplice 3SS: [ 857 1448 1910 2240 2476 2690 2987 3281 3478 3736]
top_k =  1000
Partition function (log Z): 23.487508070650172

Sorted 5' Splice Sites (High to Low Probability):
Position 2632: 0.9976027487918243
Position 3424: 0.9973522974084782
Position 3223: 0.9708629718402915
Position 804: 0.9687882383442643
Position 2143: 0.9652253972580871
Position 2417: 0.960440602861769
Position 2910: 0.958887766069689
Position 1378: 0.9444026396018508
Position 1825: 0.9369926366233634
Position 420: 0.22108724834651344
Position 1067: 0.1899144003565281
Position 416: 0.11254075424086232
Position 983: 0.05749511577439603
Position 3644: 0.047403026514504405
Position 507: 0.03218972385636793
Position 3192: 0.025377988517999134
Position 86: 0.02348348969624481
Position 3706: 0.01935255665913064
Position 998: 0.016692487056114383
Position 2919: 0.015215427657590012
Position 101: 0.012733213229727761
Position 2081: 0.012278643660362824
Position 2181: 0.011572618942291914
Position 191: 0.010450830810627304
Position 157: 0.009205875678149776
Position 1454: 0.008783044910929813
Position 206: 0.008618684452046959
Position 336: 0.007406361008468322
Position 203: 0.0068768501222623004
Position 2900: 0.006511859548462901
Position 3691: 0.005424651275584295
Position 2138: 0.005166576330192074
Position 408: 0.004031572322349382
Position 808: 0.004017396744299068
Position 1572: 0.004013979897252895
Position 1382: 0.003943742312251286
Position 1167: 0.0038439175418831482
Position 2820: 0.003042209191245308
Position 3617: 0.002543646615308197
Position 2869: 0.0025234686313499624
Position 3557: 0.0023837466498209834
Position 1704: 0.002242684769285247
Position 3727: 0.0018647783226605
Position 3227: 0.001795076483732215
Position 760: 0.0017761959291119208
Position 584: 0.0017306138463929973
Position 2108: 0.0014412934945088208
Position 237: 0.0013743399103019335
Position 1370: 0.0012320252737287043
Position 1605: 0.0010372380293291598
Position 2892: 0.0009205754123390017
Position 493: 0.0008985988362034897
Position 266: 0.000877367824065329
Position 109: 0.0008749965623457428
Position 2037: 0.0008032795357425774
Position 105: 0.0007667759895197601
Position 400: 0.0007666281708105362
Position 1682: 0.000736666753175506
Position 253: 0.0007083913641254698
Position 811: 0.0006645627504759098
Position 2858: 0.0006573824573244757
Position 468: 0.0005527024295941278
Position 485: 0.0005195886634759046
Position 1162: 0.0005111682869308822
Position 3543: 0.0005075015933329195
Position 128: 0.00045004372461050367
Position 1782: 0.0003421944619941776
Position 1644: 0.00033170940281413396
Position 2000: 0.0003160637452717679
Position 1249: 0.00030429848010373524
Position 149: 0.0002825918628028609
Position 3114: 0.00027577146245158447
Position 442: 0.0002470223612906058
Position 1346: 0.0002126554956847621
Position 2351: 0.0002102904024342865
Position 367: 0.0002064071037236909
Position 1195: 0.0001876493486763581
Position 1233: 0.0001527369707411084
Position 275: 0.00014721646557968335
Position 3566: 0.00014316636756437845
Position 3646: 0.0001407637234118972
Position 2024: 0.00013172327097843062
Position 2317: 0.0001172308670839424
Position 3847: 0.000111310908836379
Position 3869: 0.00010637847396641415
Position 1348: 0.00010536190838225459
Position 90: 0.00010186897566004053
Position 1617: 9.846432032054647e-05
Position 251: 9.450194762155152e-05
Position 216: 9.402199679680345e-05
Position 2815: 7.957477189632647e-05
Position 617: 7.804037604321151e-05
Position 2636: 6.978372319105879e-05
Position 352: 6.965784706748805e-05
Position 3167: 5.630724716196026e-05
Position 210: 4.654958349407622e-05
Position 3229: 4.548967578196214e-05
Position 2827: 4.487702019458437e-05
Position 1566: 4.1345998289975795e-05
Position 3508: 3.8276379606966294e-05
Position 458: 3.425073347486907e-05
Position 2063: 3.3916336251155024e-05
Position 1592: 3.289632291216713e-05
Position 1006: 3.22763172990669e-05
Position 292: 2.856528809092317e-05
Position 2610: 2.8490756644886953e-05
Position 1463: 2.6911234461893775e-05
Position 257: 2.6129022593233437e-05
Position 3579: 2.0814841393744527e-05
Position 2374: 2.0731779724280397e-05
Position 3071: 1.9695214169292934e-05
Position 282: 1.8277169135083758e-05
Position 3411: 1.7809853364289577e-05
Position 1331: 1.632344681364787e-05
Position 103: 1.5343385852390307e-05
Position 3576: 1.3255552765555396e-05
Position 1199: 1.3234466443701181e-05
Position 2618: 1.2466861742920198e-05
Position 208: 1.1484701321186625e-05
Position 1626: 1.119532001605336e-05
Position 2517: 1.0603685005721828e-05
Position 1699: 1.0392724823387999e-05
Position 287: 9.672583504135977e-06
Position 1505: 9.581357982245755e-06
Position 3058: 9.456687935081673e-06
Position 2275: 8.823532030701248e-06
Position 2344: 7.913203535347319e-06
Position 194: 7.426796181074804e-06
