Gene = Proc
index = 1388
Annotated 5SS: [ 262 1166]
Annotated 3SS: [ 958 5282]
SMsplice 5SS: [ 800 1166]
SMsplice 3SS: [ 958 5282]
top_k =  1000
Partition function (log Z): -4.700578118867017

Sorted 5' Splice Sites (High to Low Probability):
Position 1166: 0.9894169187683908
Position 800: 0.5391828918909461
Position 262: 0.36798618288751833
Position 6238: 0.12473617438046637
Position 321: 0.10626251833471187
Position 824: 0.09003127416706289
Position 283: 0.06441736745814654
Position 373: 0.04403454493252349
Position 1636: 0.0410861190695434
Position 564: 0.01469251532392848
Position 3404: 0.014667226016368787
Position 6521: 0.013425987589158767
Position 500: 0.00970268342284503
Position 2911: 0.006997489149398378
Position 5699: 0.006435910102171353
Position 494: 0.00560187514929285
Position 804: 0.004176855748398705
Position 1205: 0.003888877829532395
Position 354: 0.0031761872496930688
Position 808: 0.0026713122939667636
Position 4395: 0.0024722513525193834
Position 185: 0.0023339258482992825
Position 4715: 0.0022078312162316927
Position 719: 0.002130912828456829
Position 543: 0.0018614867763667839
Position 3543: 0.0018320260451408314
Position 2244: 0.0016688703631749567
Position 1941: 0.0015820832173392395
Position 3412: 0.00155496423611269
Position 503: 0.0013658069270097242
Position 551: 0.001330870023113631
Position 1739: 0.0013019125309500018
Position 2996: 0.0011999964017672135
Position 6072: 0.0011659734448844841
Position 1197: 0.001106782615410444
Position 2053: 0.001080619354740617
Position 3768: 0.0009930458143125615
Position 1651: 0.0009674370879557672
Position 1773: 0.0009525230329205571
Position 6044: 0.0009384064423901692
Position 1144: 0.000938329607017076
Position 579: 0.0008770777745646746
Position 4707: 0.000854644917685845
Position 4279: 0.0007827546710791477
Position 5882: 0.0007732149522519014
Position 1801: 0.0007707759822510478
Position 5501: 0.0007705120186469118
Position 4614: 0.0007645382151782512
Position 1120: 0.0007442894883352205
Position 230: 0.0007082353184544044
Position 313: 0.000660351659606811
Position 182: 0.0006577883383861918
Position 1397: 0.00064060697322338
Position 1445: 0.0006244483679476975
Position 1692: 0.0005926247628953972
Position 3408: 0.0005706959535516658
Position 6268: 0.0005166033699272012
Position 1950: 0.0004963418609904702
Position 4820: 0.0004771323861517484
Position 3617: 0.00046643948586935205
Position 4703: 0.00046516100816480636
Position 5624: 0.0004495830013555322
Position 81: 0.00042668038938521865
Position 1191: 0.00040340109593563884
Position 2473: 0.00038184345239645454
Position 6421: 0.0003108943014278119
Position 1042: 0.0003089384629141698
Position 3630: 0.0002906046550878061
Position 2433: 0.0002737515662116275
Position 6665: 0.0002557274776479481
Position 52: 0.00024313857116619897
Position 2330: 0.00024077884889880117
Position 1225: 0.00022260539952455774
Position 140: 0.000206439732694085
Position 291: 0.00018303946909954333
Position 1441: 0.00018010709995849947
Position 352: 0.00015691305655853412
Position 386: 0.00014508636562347968
Position 6408: 0.00013842852142302966
Position 1324: 0.00013794683181467414
Position 5788: 0.00012289492767714522
Position 899: 0.00010791690275757535
Position 4599: 9.68319325340729e-05
Position 6705: 8.485029500855106e-05
Position 757: 8.423529629819827e-05
Position 112: 7.520896163583132e-05
Position 905: 7.029905989041188e-05
Position 325: 6.576874068381947e-05
Position 177: 6.34935672959099e-05
Position 1736: 6.116697806627413e-05
Position 5617: 5.744412989374243e-05
Position 2967: 5.4405610055701266e-05
Position 3315: 4.9921300674728874e-05
Position 1233: 4.764802955141931e-05
Position 3514: 4.741475024138369e-05
Position 4109: 4.728713635065087e-05
Position 1212: 4.669296462905506e-05
Position 319: 4.363726787693285e-05
Position 828: 4.070018708566452e-05
Position 2868: 3.976481835429255e-05
Position 1174: 3.780239667800703e-05
Position 1642: 3.746041056918554e-05
Position 121: 3.595019985436043e-05
Position 31: 3.207223956782172e-05
Position 400: 1.8872750529422765e-05
Position 929: 1.863914305741595e-05
Position 266: 1.6113827380639576e-05
Position 297: 1.2422464093038809e-05
Position 739: 8.502111358436504e-06
Position 1149: 7.551191523720221e-06
Position 778: 7.2591186207880175e-06
Position 1628: 5.274082437349166e-06
Position 23: 5.007262305560748e-06
Position 5: 4.658026317031097e-06
Position 2566: 4.588782832710687e-06
Position 621: 4.470782851142476e-06
Position 2494: 4.111185689364474e-06
Position 2602: 2.694217367568548e-06
Position 2046: 2.4612123166778187e-06
Position 1916: 2.2675966368828436e-06
Position 419: 2.0131555846473376e-06
Position 2252: 9.233261921742913e-07
Position 1493: 9.077306591017802e-07
Position 1064: 9.040787144459876e-07
Position 1472: 6.39832382569549e-07
Position 3659: 4.5362424602214727e-07
Position 1052: 4.293315334205618e-07
Position 1535: 3.915244009590139e-07
Position 2226: 2.914427423131413e-07
Position 2242: 2.4845737025264534e-07
Position 1491: 1.8843140571082906e-07
Position 2229: 5.993969581561345e-08
Position 2232: 4.430408247411874e-08
Position 1104: 3.965065446724958e-08
Position 1094: 3.327205847525283e-08
Position 3802: 1.1348878345357753e-08
Position 1550: 8.742471890596599e-09
Position 1475: 6.082609501556784e-09
Position 1032: 4.060709381122533e-10
Position 1076: 3.477982159427783e-10
Position 1319: 3.843607779871675e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 958: 0.9917739613053399
Position 5282: 0.911323275203269
Position 621: 0.16334355656745347
Position 6288: 0.12550007569769098
Position 6574: 0.05104924576192342
Position 673: 0.03738003788832841
Position 319: 0.035714661772331686
Position 1319: 0.026926629047561077
Position 2767: 0.026075897273158653
Position 1459: 0.014171590329261989
Position 730: 0.01375122078503699
Position 3764: 0.010208427102234843
Position 6144: 0.008734825039438872
Position 3639: 0.007203614106675882
Position 602: 0.0070629129628853125
Position 419: 0.006356360162317221
Position 1626: 0.0046246802587864184
Position 1593: 0.0038424987635764384
Position 5956: 0.0035999776002729614
Position 585: 0.003537604090947953
Position 5939: 0.003439251082599689
Position 6759: 0.0033007917556241344
Position 2074: 0.002455349608895256
Position 1267: 0.0024551142796596257
Position 4970: 0.0023102579448310103
Position 5907: 0.0018752495556853268
Position 5953: 0.0018145567748456416
Position 5234: 0.0016225366520854756
Position 2645: 0.001519776669419726
Position 6312: 0.001499906011916839
Position 4663: 0.0014988231263731938
Position 4531: 0.0014771310260849463
Position 5136: 0.001182875598920398
Position 739: 0.0011719464112513712
Position 2277: 0.0011673192759266782
Position 4445: 0.001135756957755427
Position 325: 0.0010047279651280057
Position 400: 0.0009964561055124937
Position 4332: 0.0009172721691079983
Position 4283: 0.000857464909727745
Position 3178: 0.0007831267353408535
Position 3385: 0.0007465516768295154
Position 6345: 0.0007459730652653127
Position 5018: 0.0007148145260798937
Position 3800: 0.0007056399330562816
Position 4507: 0.0006760602556698746
Position 5669: 0.0006560805554452659
Position 3353: 0.000631009044854671
Position 5756: 0.0005969822963574221
Position 3525: 0.0005853862584080443
Position 386: 0.0005651889004048376
Position 649: 0.0005641603314267169
Position 1420: 0.0005187781015246699
Position 4855: 0.0005018693253685397
Position 5694: 0.00048603069822486874
Position 2707: 0.0004818942578511155
Position 1384: 0.00046961266900619056
Position 1323: 0.000459728658240799
Position 695: 0.0004450435663349046
Position 4749: 0.00043930403965793845
Position 3934: 0.0004343080602841835
Position 3767: 0.00031720458327750303
Position 6762: 0.00026386895957257407
Position 460: 0.0002525077077479807
Position 4791: 0.0002457038917508948
Position 710: 0.00022106512632222625
Position 5450: 0.00021270358230605834
Position 2683: 0.0002081168735103906
Position 3894: 0.00020732373763843238
Position 1341: 0.00019357144677760045
Position 981: 0.00017350772065922716
Position 121: 0.0001683271164115409
Position 689: 0.00016575711540739067
Position 6039: 0.00016435096998673938
Position 5315: 0.0001534743733694177
Position 1221: 0.00013623503190748033
Position 757: 0.00012827977950339206
Position 6092: 0.0001248137146522314
Position 4480: 0.00010792627963153983
Position 579: 0.0001058644607718334
Position 4858: 8.943946603235826e-05
Position 4830: 8.669225728631492e-05
Position 3677: 8.195181512764983e-05
Position 3779: 7.655986816963758e-05
Position 2098: 7.435811598647239e-05
Position 2954: 6.824220427421374e-05
Position 5919: 6.72144381289181e-05
Position 5318: 6.407257846759664e-05
Position 4007: 5.739574797541964e-05
Position 778: 5.7267079697178604e-05
Position 1212: 5.511835395561575e-05
Position 3984: 5.23514356117144e-05
Position 1472: 5.19209900788917e-05
Position 4994: 5.0656525978273344e-05
Position 189: 5.0242518384053786e-05
Position 3919: 4.911556576253504e-05
Position 1441: 4.2692561578318445e-05
Position 5076: 4.114348737757548e-05
Position 2824: 3.91570356584885e-05
Position 860: 3.873805188904603e-05
Position 5168: 3.836041437846434e-05
Position 2715: 3.771229550647428e-05
Position 4359: 3.725226242163639e-05
Position 2851: 3.7108572736603564e-05
Position 2302: 3.0265154495868165e-05
Position 3742: 2.716705987715531e-05
Position 3786: 2.6255401464322972e-05
Position 491: 2.524679287689981e-05
Position 543: 2.3498121884828057e-05
Position 1885: 2.3103757144532105e-05
Position 4310: 1.5966228856954464e-05
