Gene = Iyd
index = 1238
Annotated 5SS: [ 507 1698 2051]
Annotated 3SS: [ 602 1889 2105]
SMsplice 5SS: [2051]
SMsplice 3SS: [2105]
top_k =  1000
Partition function (log Z): -6.819212474229491

Sorted 5' Splice Sites (High to Low Probability):
Position 2051: 0.984356270222788
Position 1622: 0.14058463740541788
Position 40: 0.08422998161280343
Position 1136: 0.03924541165083106
Position 437: 0.03428753522275859
Position 296: 0.03249849308280707
Position 1820: 0.019970574024680852
Position 69: 0.016661863337620743
Position 2443: 0.015310282722338645
Position 54: 0.007615168805815331
Position 545: 0.005808289235173313
Position 218: 0.005725044134289696
Position 1287: 0.005592545119330801
Position 88: 0.003785510216216542
Position 1978: 0.003308820305724784
Position 300: 0.002246441012430435
Position 1054: 0.0019686147228306595
Position 1946: 0.001628582207148847
Position 153: 0.0015148200318798827
Position 13: 0.0012982696858216064
Position 1438: 0.0012548077813522823
Position 583: 0.000582319388591653
Position 690: 0.0005504690768485708
Position 1412: 0.000501965310787607
Position 1537: 0.0004399282543077698
Position 1803: 0.0002893932054765131
Position 1754: 0.00028593493789469605
Position 1698: 0.0002850475363002753
Position 1289: 0.00025061824548577703
Position 2038: 0.00013410641318140125
Position 1074: 0.00012854594103070218
Position 677: 0.00011153762818076478
Position 478: 8.629524618371256e-05
Position 2447: 6.96428261340534e-05
Position 2735: 5.542977831351312e-05
Position 250: 4.6857248481959254e-05
Position 2414: 3.704034689021725e-05
Position 2347: 3.151045681281036e-05
Position 165: 2.5883461511389905e-05
Position 2739: 2.4937589018275234e-05
Position 1198: 2.2065847033135485e-05
Position 2480: 2.1605594137555222e-05
Position 2354: 1.4982793485084274e-05
Position 849: 1.3439321778729399e-05
Position 2762: 1.2846380571939597e-05
Position 2607: 1.2010966323148337e-05
Position 2357: 1.1226153121552205e-05
Position 2282: 1.002876849903655e-05
Position 2506: 9.847976682625169e-06
Position 2238: 7.79697089615636e-06
Position 2488: 7.499768099100052e-06
Position 1463: 6.842083316615409e-06
Position 230: 6.538275544228879e-06
Position 692: 5.133940703957974e-06
Position 861: 5.062185594628824e-06
Position 1336: 4.675160755464794e-06
Position 2008: 4.199033963549064e-06
Position 2801: 3.904931854579887e-06
Position 1555: 3.644091804435584e-06
Position 494: 3.5160960429550122e-06
Position 2174: 3.370761214248231e-06
Position 607: 2.8351257428702787e-06
Position 1989: 1.7150198940834692e-06
Position 2396: 1.49020729730942e-06
Position 1234: 1.4772569027400577e-06
Position 1048: 1.332300017398706e-06
Position 2788: 1.2584430273195428e-06
Position 626: 1.2017126909618459e-06
Position 745: 1.1775268854702631e-06
Position 284: 1.1538463703391708e-06
Position 1343: 1.1322532473176724e-06
Position 1033: 8.52029040624443e-07
Position 2165: 8.417787064760702e-07
Position 402: 6.00409635797201e-07
Position 707: 2.8929217433112325e-07
Position 141: 1.30257936525635e-07
Position 893: 7.002516601119598e-08
Position 242: 7.100927759959613e-09
Position 1509: 5.472429270435205e-09
Position 852: 4.049316061841978e-09
Position 788: 3.0631472900270574e-10
Position 2542: 2.1722725945514322e-10
Position 116: 6.192783297687278e-12
Position 1151: 4.567450277073655e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2105: 0.9980486365197662
Position 128: 0.08745302315759124
Position 1873: 0.05253883671570144
Position 1683: 0.05055157057729511
Position 1667: 0.03972779547301733
Position 1692: 0.02855415167600207
Position 1778: 0.020221480181302223
Position 503: 0.019403408892504942
Position 2029: 0.01607210508892913
Position 1876: 0.014690018999545524
Position 1343: 0.010952618980089885
Position 2530: 0.009787345429903954
Position 278: 0.007051865169383043
Position 359: 0.005948365247820515
Position 1373: 0.004911315421915989
Position 1889: 0.004015624689620966
Position 1509: 0.0034589031246961346
Position 1999: 0.003326674788440205
Position 1357: 0.0026051015371534323
Position 605: 0.002413288831010497
Position 137: 0.002333058276162695
Position 1820: 0.0023270859370513055
Position 1227: 0.0023255367930156362
Position 2630: 0.0022335381294983714
Position 2527: 0.0020942751837861686
Position 507: 0.0018588858722586523
Position 578: 0.0016390606873001223
Position 1670: 0.0013564909880128904
Position 1378: 0.0011312801710487643
Position 1273: 0.0010784327201149495
Position 979: 0.0009087825459211282
Position 835: 0.0007610877443198767
Position 1173: 0.000727125441983596
Position 81: 0.0007234647465894244
Position 148: 0.0007027410073030467
Position 1566: 0.0006939836124456816
Position 1250: 0.0006274075984154947
Position 1181: 0.0006147402683108129
