Gene = RpS17
index = 1449
Annotated 5SS: [ 30 127 648]
Annotated 3SS: [ 93 495 706]
SMsplice 5SS: [ 30 648]
SMsplice 3SS: [ 93 706]
top_k =  1000
Partition function (log Z): 4.606547985316769

Sorted 5' Splice Sites (High to Low Probability):
Position 648: 0.9995998871542937
Position 30: 0.9957942361281517
Position 127: 0.056515422678003295
Position 212: 0.03832837027442817
Position 415: 0.02579680226532712
Position 252: 0.01860780316651757
Position 339: 0.008787109618410975
Position 418: 0.0026038693175643337
Position 219: 0.0022147395646117045
Position 361: 0.0007424038169670615
Position 170: 0.00047023528242054756
Position 96: 0.0003831604008555812
Position 747: 0.0003034205169500556
Position 230: 0.00022334067700678528
Position 261: 0.00018308344515166497
Position 962: 0.00012091012655761558
Position 272: 9.627294683463444e-05
Position 953: 9.172411235231978e-05
Position 672: 4.9698969825883525e-05
Position 34: 4.266916168874472e-05
Position 843: 4.152985891059303e-05
Position 465: 3.6255522953424384e-05
Position 784: 3.375485393817545e-05
Position 535: 2.4952738105483486e-05
Position 502: 2.3197296176762147e-05
Position 517: 1.3559475739974696e-05
Position 131: 8.860229323321995e-06
Position 652: 7.1022157098564186e-06
Position 754: 6.6727813882550904e-06
Position 18: 5.685979650483651e-06
Position 47: 5.222035347421129e-06
Position 668: 4.005181924455558e-06
Position 604: 3.5412282029803327e-06
Position 549: 3.4202080829648317e-06
Position 934: 2.503158505672792e-06
Position 57: 1.9826920000776893e-06
Position 937: 9.277678169575289e-07
Position 497: 6.172453403234888e-07
Position 567: 5.072438947091627e-07
Position 767: 4.7390892595901415e-07
Position 751: 3.1604704293317587e-07
Position 974: 2.797929778421804e-07
Position 866: 2.233713180682837e-07
Position 895: 1.839655921669842e-07
Position 813: 1.0639117208103341e-07
Position 676: 1.780087543923052e-08
Position 790: 1.6445402096134297e-08
Position 793: 1.0448793321758781e-08
Position 804: 6.989749866943403e-09
Position 736: 2.4117574293025245e-09
Position 711: 1.4845127272572108e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 706: 0.9964904571348009
Position 93: 0.949556389248946
Position 495: 0.1956310808666592
Position 295: 0.0015539574672523164
Position 424: 0.0014085772377368099
Position 767: 0.0012545928470732316
Position 773: 0.0010922181325557798
Position 389: 0.000733151308331299
Position 746: 0.0007246110458970888
Position 361: 0.000615107856044167
Position 830: 0.00040494465864031256
Position 319: 0.0003654127158989483
Position 116: 0.00028908655858708645
Position 513: 0.00014208253812162698
Position 1023: 0.0001337083959157315
Position 415: 9.513071566329461e-05
Position 1012: 8.80654523330235e-05
Position 242: 7.811022759239962e-05
Position 549: 7.5573493618974e-05
Position 525: 7.18144170585255e-05
Position 588: 5.720670124546562e-05
Position 905: 5.163932961837087e-05
Position 439: 4.435165950283908e-05
Position 344: 3.638986540604282e-05
Position 397: 3.143079009688514e-05
Position 522: 2.7952774977950742e-05
Position 534: 2.66348591963978e-05
Position 198: 2.2622006900160278e-05
Position 776: 2.0123406174999346e-05
Position 219: 1.3637432529502e-05
Position 167: 1.3159332717163596e-05
Position 179: 8.87033924568417e-06
Position 779: 8.556687923403022e-06
Position 958: 3.970716809804134e-06
Position 339: 3.423938320907331e-06
Position 624: 2.130135447535963e-06
Position 603: 1.5363404836962645e-06
Position 600: 8.317709270767086e-07
Position 827: 5.907319164957966e-07
Position 546: 4.919175415236274e-07
Position 965: 4.880801761112906e-07
Position 948: 2.8370280791945966e-07
Position 639: 2.8090216930920764e-07
Position 863: 2.050566132242884e-07
Position 914: 7.86150184407688e-08
Position 860: 7.286733402246652e-08
Position 672: 3.494075569564347e-08
Position 872: 2.7308465505690864e-08
Position 782: 1.8635429248740916e-09
Position 652: 2.457551239933278e-12
