Gene = vls
index = 1928
Annotated 5SS: [ 621 1055]
Annotated 3SS: [ 677 1106]
SMsplice 5SS: [ 621 1055]
SMsplice 3SS: [ 677 1106]
top_k =  1000
Partition function (log Z): -4.4396358693276134

Sorted 5' Splice Sites (High to Low Probability):
Position 621: 0.9717372832462565
Position 1055: 0.47197499807157894
Position 1040: 0.029237619111773205
Position 925: 0.02514863113323928
Position 705: 0.013855807485538059
Position 483: 0.013348479968087534
Position 1061: 0.0059397449654459145
Position 610: 0.005560223810600787
Position 633: 0.004899741402752156
Position 1273: 0.00394929183073286
Position 625: 0.003076157344762304
Position 396: 0.002911149930425316
Position 963: 0.0020127667746984747
Position 1341: 0.0014807303851715882
Position 308: 0.0010446572618922857
Position 405: 0.000960829842622438
Position 1353: 0.0003024614947350191
Position 876: 0.00017569294175552678
Position 71: 8.218131099969551e-05
Position 167: 7.69152471291721e-05
Position 743: 7.118672624861289e-05
Position 644: 5.1693984618395566e-05
Position 984: 4.5995289524143574e-05
Position 793: 4.5055439629705065e-05
Position 532: 4.271428886320505e-05
Position 786: 3.7739355773491375e-05
Position 799: 2.892902910725346e-05
Position 892: 2.6816704081274852e-05
Position 1032: 2.6249532492113773e-05
Position 774: 2.5601350568657546e-05
Position 435: 2.4621316131179713e-05
Position 519: 2.1464904086607373e-05
Position 851: 1.6127957635808884e-05
Position 317: 1.2935143834000156e-05
Position 9: 1.1855623377415294e-05
Position 564: 1.116449980339429e-05
Position 591: 8.665041341904205e-06
Position 825: 7.816732701358488e-06
Position 23: 6.6343609756534105e-06
Position 678: 6.232107548982317e-06
Position 320: 3.4328447924843777e-06
Position 808: 3.1188889077734232e-06
Position 467: 2.5260977276961185e-06
Position 51: 2.0372902981983985e-06
Position 120: 1.963128894683738e-06
Position 497: 1.8279609238137612e-06
Position 1176: 1.2061496117542732e-06
Position 1159: 9.442175605121108e-07
Position 638: 8.655778284122413e-07
Position 107: 8.443020756203433e-07
Position 357: 5.122733767219965e-07
Position 527: 4.933370928754448e-07
Position 1150: 3.9907245310297606e-07
Position 54: 2.3558461557538202e-07
Position 1144: 1.9352430416592224e-07
Position 1222: 9.224189922731318e-08
Position 663: 2.2549071364626526e-08
Position 83: 1.2182905248190533e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 677: 0.9932870174894661
Position 1106: 0.5496841521621723
Position 553: 0.0039308557936640265
Position 1415: 0.003183425929825913
Position 1378: 0.0022277913094793642
Position 461: 0.0021983863105443915
Position 768: 0.0017973701857444278
Position 532: 0.00046297348941595073
Position 1333: 0.0004571680461053143
Position 482: 0.0003789403666679781
Position 1389: 0.000141364983709028
Position 1164: 0.00013791187001345166
Position 497: 7.2356905509501e-05
Position 131: 6.506387077091575e-05
Position 377: 5.790066253033648e-05
Position 871: 4.370112619842751e-05
Position 572: 3.3700602002483656e-05
Position 718: 2.534295033647001e-05
Position 834: 2.4237690723584322e-05
Position 1194: 2.2912676934455512e-05
Position 97: 1.6234404938412904e-05
Position 1150: 1.2085466165250192e-05
Position 1061: 9.916865468968708e-06
Position 603: 6.953576610082862e-06
Position 1009: 6.3406669920861795e-06
Position 1238: 6.294552998271249e-06
Position 774: 5.781362360257627e-06
Position 244: 5.426501189795549e-06
Position 632: 3.3066327937809704e-06
Position 71: 2.623043477063416e-06
Position 984: 2.5156345057239635e-06
Position 1040: 2.4066168309469865e-06
Position 383: 2.191193347653214e-06
Position 743: 2.0532841464852374e-06
Position 892: 2.04044614052132e-06
Position 906: 1.0426174757365798e-06
Position 489: 9.255517459518428e-07
Position 297: 8.676025460866109e-07
Position 341: 8.440957679640303e-07
Position 1396: 7.295111198526475e-07
Position 1025: 6.471280962207685e-07
Position 963: 6.225983181911795e-07
Position 1067: 4.038775839735892e-07
Position 923: 2.6519254970460244e-07
Position 1351: 2.3217942270551018e-07
Position 419: 7.531423819556167e-08
Position 389: 5.575403179468956e-08
Position 1176: 4.8758860053373976e-08
Position 610: 3.508088192795043e-08
Position 104: 1.7054290110947844e-08
Position 149: 1.6364959764116874e-08
Position 527: 3.5261104686554313e-09
Position 75: 1.9914497641919875e-09
Position 167: 2.9412509079235677e-10
Position 77: 4.364212643034664e-11
Position 562: 8.219166239012586e-13
Position 355: 4.479781819943084e-13
