Gene = ver
index = 1924
Annotated 5SS: [84]
Annotated 3SS: [439]
SMsplice 5SS: [73]
SMsplice 3SS: [129]
top_k =  1000
Partition function (log Z): -12.8467579125594

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.32665169008136935
Position 73: 0.2472495093574833
Position 70: 0.17124561741073466
Position 222: 0.10948367085719396
Position 116: 0.036088551632103394
Position 340: 0.027705862851659217
Position 276: 0.02281852909221679
Position 181: 0.009282522014000302
Position 267: 0.007172562191022098
Position 29: 0.006726279455348183
Position 230: 0.006053457505967304
Position 131: 0.005715487860956394
Position 149: 0.004345634659637612
Position 859: 0.003124862525983195
Position 50: 0.002501142615466348
Position 297: 0.002359202545009714
Position 139: 0.0021559269617590156
Position 527: 0.00169979046844572
Position 129: 0.0016796436534082062
Position 377: 0.001423634228000987
Position 894: 0.0008529241923475918
Position 16: 0.0008346614289506554
Position 883: 0.0007841114134515755
Position 688: 0.0005852726428208628
Position 534: 0.0005459696735969184
Position 548: 0.0004523010191797544
Position 559: 0.0004405231672046241
Position 299: 0.0003661380473604404
Position 157: 0.00034467763675858005
Position 571: 0.00031614829834441393
Position 1103: 0.0002652276165214569
Position 646: 0.00026458309483314463
Position 199: 0.0002129576254780536
Position 470: 0.00020903007743548096
Position 355: 0.00019309780006046169
Position 252: 0.0001847713514995153
Position 551: 0.00016494557162276589
Position 812: 0.0001639549418175404
Position 807: 8.545036220165367e-05
Position 505: 7.858694585630006e-05
Position 974: 6.049250015780417e-05
Position 628: 5.3107615656225685e-05
Position 1098: 2.8977704022781195e-05
Position 45: 2.8322282359825802e-05
Position 726: 2.6750841268676337e-05
Position 947: 2.204104286674125e-05
Position 821: 2.1225020696023997e-05
Position 944: 2.0298555399722057e-05
Position 1107: 1.9601052123553548e-05
Position 957: 1.785684230679793e-05
Position 630: 1.4312533167448808e-05
Position 202: 1.3741670873266815e-05
Position 793: 7.2316768756126714e-06
Position 1114: 3.435363151333125e-06
Position 1036: 1.875541603916933e-06
Position 120: 7.473469568560608e-09
Position 717: 3.153417371040835e-10
Position 834: 2.751577254910196e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 129: 0.40433538876139524
Position 439: 0.3220085855902995
Position 344: 0.08215230733136678
Position 468: 0.06276084998853756
Position 194: 0.02685999195009931
Position 525: 0.02215196438743423
Position 591: 0.0198936735687452
Position 164: 0.01825380752944614
Position 516: 0.01068661502230463
Position 640: 0.006286809684674866
Position 990: 0.004294946526739658
Position 191: 0.0037279259223343213
Position 929: 0.003140783242776434
Position 956: 0.002515784083448048
Position 181: 0.002505626154785845
Position 609: 0.0022632137958396342
Position 803: 0.001552658322130209
Position 726: 0.001392161668194555
Position 226: 0.001250134388116873
Position 418: 0.0009301701716810975
Position 355: 0.0006315058367635878
Position 484: 0.0005547983745731818
Position 445: 0.0004990967269533586
Position 452: 0.0003871879594522288
Position 1149: 0.0003528392963265262
Position 1000: 0.0003469238438498205
Position 882: 0.0003337370966003442
Position 1160: 0.00025422458200215654
Position 1039: 0.0002316840938339744
Position 202: 8.967305551522869e-05
Position 470: 8.59126147725841e-05
Position 764: 7.100390906698945e-05
Position 800: 6.473649606497028e-05
Position 238: 5.91981162156439e-05
Position 477: 4.6543456818962525e-05
Position 488: 4.6057715057473685e-05
Position 969: 2.708110640730942e-05
Position 558: 2.468584908978034e-05
Position 492: 1.992059454704491e-05
Position 534: 1.783933853941154e-05
Position 714: 1.261267079383387e-05
Position 812: 9.599588623787376e-06
Position 1064: 8.791773779442095e-06
Position 920: 8.585143647807374e-06
Position 821: 5.4499800075932495e-06
Position 759: 5.311692633235321e-06
Position 618: 3.928693197167613e-06
Position 1080: 3.633875576699353e-06
Position 1098: 2.22761054691366e-06
