Gene = Glg1
index = 1190
Annotated 5SS: [1111 2523 2997 3548 6981]
Annotated 3SS: [1312 2598 3178 6610 9045]
SMsplice 5SS: [1111 2523 2985 3548 6981]
SMsplice 3SS: [1312 2598 3178 6610 9045]
top_k =  1000
Partition function (log Z): 4.697713423084076

Sorted 5' Splice Sites (High to Low Probability):
Position 3548: 0.998086087631892
Position 1111: 0.9917072566810989
Position 2523: 0.9311106815961034
Position 2985: 0.8528204648814225
Position 6981: 0.723721414309584
Position 3925: 0.27064432796835897
Position 7185: 0.11865065661762265
Position 4260: 0.10495916789480025
Position 5562: 0.10370710296193794
Position 2935: 0.10222548147800978
Position 6164: 0.07205908839169782
Position 1461: 0.06271969208926657
Position 5354: 0.05604460512130899
Position 9780: 0.036528812387373155
Position 2282: 0.03185482443183798
Position 7334: 0.02927560825646688
Position 2231: 0.02556365796164204
Position 4003: 0.02509203379468189
Position 4999: 0.024082833239767183
Position 2744: 0.021783739218903534
Position 7219: 0.021177525870446752
Position 3245: 0.014967987855778036
Position 2980: 0.01446517942415045
Position 5483: 0.01241583030492605
Position 4960: 0.010365974466385017
Position 4991: 0.00893014019444506
Position 5765: 0.008614367695337669
Position 2871: 0.00857820838951247
Position 9495: 0.007827643747548694
Position 161: 0.007708985128682238
Position 6302: 0.006959564986626727
Position 5369: 0.006844745387357282
Position 3114: 0.006557719952166035
Position 4815: 0.00630670826550106
Position 6012: 0.004811288096585461
Position 4919: 0.004748193046838867
Position 1712: 0.0038960511951759563
Position 5988: 0.003406378685418269
Position 4112: 0.003368693514340341
Position 1728: 0.0032083406680981775
Position 7254: 0.0029663018846535607
Position 1522: 0.0029377085581441726
Position 7009: 0.0029232125809592097
Position 4119: 0.0028377436752527224
Position 5713: 0.0026266907750439215
Position 5430: 0.002589954504564493
Position 7947: 0.0025775105408983898
Position 5024: 0.0023564520715563158
Position 5736: 0.002252046647832923
Position 6712: 0.0020879772475954797
Position 4070: 0.002014175613774875
Position 1223: 0.0020047640163029495
Position 7140: 0.0015367882490227803
Position 5330: 0.0014723081248217856
Position 6863: 0.0014489534352738725
Position 35: 0.0014393974873622912
Position 4105: 0.0013305066924714924
Position 9469: 0.0013133511887879518
Position 7322: 0.001240447401120907
Position 1517: 0.0011907430435762077
Position 8799: 0.001028424571783163
Position 1947: 0.0010068645044564888
Position 1929: 0.0009653883465432604
Position 8416: 0.0008729840956016822
Position 5436: 0.0008534246931994058
Position 2790: 0.0008420925559319258
Position 9731: 0.0007770962996807109
Position 708: 0.0007694454867798808
Position 1976: 0.0007287346028691867
Position 3970: 0.0006787258814102271
Position 3001: 0.0006501947754426189
Position 1446: 0.0006227982698899119
Position 936: 0.0005652370575908994
Position 3407: 0.0005497814524446338
Position 2723: 0.0004975161040294288
Position 194: 0.00048036176582807945
Position 1734: 0.0004056268423004347
Position 2803: 0.0003674791914515507
Position 7785: 0.00035585109147120444
Position 1756: 0.0003528309613943238
Position 2295: 0.00032655762074877676
Position 1871: 0.00031123818819638575
Position 4952: 0.0003059403456518349
Position 9736: 0.00029226820410452125
Position 1907: 0.0002850277163859759
Position 3410: 0.00026430886484059106
Position 4181: 0.00024964189069430097
Position 4109: 0.00024611789841965433
Position 2941: 0.0002459322770291201
Position 297: 0.00023701617047818362
Position 3786: 0.0002250137536474119
Position 2740: 0.00021983295559862618
Position 3567: 0.00021667977385674326
Position 9790: 0.00021601119254755145
Position 2462: 0.00021415961065449359
Position 3493: 0.00019913098348276222
Position 9339: 0.00019453909434853325
Position 2240: 0.00019201121053631995
Position 3253: 0.00018754379744020965
Position 24: 0.00016766190660612038
Position 2787: 0.00016289305025099952
Position 31: 0.000161789592424691
Position 1898: 0.00014157952910263548
Position 2410: 0.00013391417282480398
Position 4214: 0.0001322830571504909
Position 1336: 0.00012713994348334702
Position 3943: 0.00012077754115279003
Position 3259: 0.00011876509375740911
Position 4033: 0.00011491339986103319
Position 922: 0.00010923836834043461
Position 1555: 0.00010906050015157812
Position 4580: 0.00010774512320767947
Position 1115: 9.596708824901012e-05
Position 4060: 8.893235582903435e-05
Position 333: 7.837192367526068e-05
Position 2399: 7.760311468405641e-05
Position 1203: 7.711786461566171e-05
Position 1499: 7.710195207333882e-05
Position 3770: 6.20252719736113e-05
Position 200: 5.471119644523503e-05
Position 1477: 5.141126891951869e-05
Position 991: 5.139278363544208e-05
Position 4532: 4.8542589015062904e-05
Position 1480: 4.703704239386785e-05
Position 3937: 4.64950528969965e-05
Position 1793: 4.5152375301632305e-05
Position 1919: 4.3536998803347665e-05
Position 2808: 4.288183183191961e-05
Position 1662: 3.911866965518197e-05
Position 4079: 3.730847009814276e-05
Position 5341: 3.7173677671834675e-05
Position 3413: 3.1519731609293e-05
Position 203: 2.915434556808148e-05
Position 1681: 2.9148670371140895e-05
Position 2343: 2.697464276012512e-05
Position 2041: 2.6090183786620033e-05
Position 6731: 2.6031709104477707e-05
Position 1950: 2.583603194638223e-05
Position 2735: 2.4867300561212916e-05
Position 1597: 2.4863617959468978e-05
Position 2435: 2.4205059986440223e-05
Position 4050: 2.3184965158994633e-05
Position 502: 2.2930214177919824e-05
Position 2086: 2.158306350834892e-05
Position 609: 1.6219524785582887e-05
Position 3367: 1.4608750299673609e-05
Position 1904: 1.3701568995705781e-05
Position 1553: 1.3261472351170497e-05
Position 2017: 1.1372976373293465e-05
Position 490: 1.1354530885616042e-05
Position 3270: 1.135373127786547e-05
Position 3552: 1.1064818150632716e-05
Position 2056: 1.0930380962619382e-05
Position 1779: 1.0246600747755078e-05
Position 350: 9.44295876347038e-06
Position 3617: 9.326796424117861e-06
Position 1275: 9.227759127495585e-06
Position 3298: 8.867999826094169e-06
Position 4412: 8.79879855168135e-06
Position 1318: 8.663164844834545e-06
Position 337: 8.606033713879753e-06
Position 1895: 7.90429827409398e-06
Position 3058: 7.846006309661179e-06
Position 28: 7.563627713363615e-06
Position 889: 7.525665528811026e-06
Position 6985: 7.438211247522602e-06
Position 1210: 6.638583350726758e-06
Position 257: 6.30288005350237e-06
Position 636: 5.733154225892174e-06
Position 1075: 5.591947385863095e-06
Position 1036: 5.424050351721348e-06
Position 656: 5.371997415217234e-06
Position 1806: 5.08631696176603e-06
Position 897: 4.848204244963746e-06
Position 2220: 4.67158210396006e-06
Position 2450: 4.603772919697364e-06
Position 3598: 4.570667847727286e-06
Position 3663: 4.349430142739408e-06
Position 328: 4.2655135066365e-06
Position 3319: 3.910834638080829e-06
Position 3397: 3.79006947112878e-06
Position 3385: 3.7556104425997007e-06
Position 3049: 3.5439044818416396e-06
Position 106: 3.4809237325603387e-06
Position 582: 3.31236703209145e-06
Position 141: 3.0935010089928462e-06
Position 1151: 2.7402528081463116e-06
Position 2839: 2.3238160685821856e-06
Position 206: 2.072943346925923e-06
Position 2858: 1.9589433492781775e-06
Position 282: 1.9504787644460783e-06
Position 2355: 1.8493714569918237e-06
Position 1242: 1.6491209487757532e-06
Position 2081: 1.628205328155242e-06
Position 1342: 1.6117369253929299e-06
Position 1436: 1.584345196173108e-06
Position 2405: 1.5298608659653492e-06
Position 1940: 1.4814766792200316e-06
Position 2662: 1.4608554802563422e-06
Position 2389: 1.4271646923696015e-06
Position 1686: 1.2757953602097464e-06
Position 1438: 1.2647743954435422e-06
Position 3727: 1.1632924545126653e-06
Position 1349: 1.118005548362417e-06
Position 952: 9.988732155679187e-07
Position 546: 8.414404317596943e-07
Position 3559: 7.892353487497306e-07
Position 1139: 7.566071500350056e-07
Position 378: 7.337327172251294e-07
Position 1010: 7.211626706912008e-07
Position 2770: 6.92101382773607e-07
Position 3857: 6.182063810141593e-07
Position 672: 5.486980735698607e-07
Position 3748: 5.404504911025771e-07
Position 3976: 4.983737133162787e-07
Position 3931: 4.954669209439109e-07
Position 3746: 4.548413772765751e-07
Position 3340: 4.1919234174052946e-07
Position 938: 3.0908647706615444e-07
Position 3740: 2.963562832984927e-07
Position 690: 2.45274776752082e-07
