Gene = Arpc5
index = 28
Annotated 5SS: [290]
Annotated 3SS: [351]
SMsplice 5SS: [290]
SMsplice 3SS: [351]
top_k =  1000
Partition function (log Z): 1.9539250338473644

Sorted 5' Splice Sites (High to Low Probability):
Position 290: 0.9982569375814506
Position 845: 0.41383766611916234
Position 923: 0.04016433640412552
Position 944: 0.0070129962047205344
Position 911: 0.001761137724454593
Position 462: 0.0016269687339550624
Position 294: 0.0012645972613738535
Position 821: 0.000967615225136952
Position 813: 0.00048110768288724896
Position 284: 0.00045438221310058896
Position 619: 0.0004431144134306703
Position 879: 0.00034085258235952534
Position 573: 0.0002635710751018859
Position 550: 0.00021353613201601814
Position 1077: 0.0001986868566173724
Position 30: 0.00017350580176910845
Position 627: 0.00012191754760628194
Position 764: 6.058322584035392e-05
Position 451: 5.6810332277126325e-05
Position 855: 5.527237492408879e-05
Position 789: 5.016591916474539e-05
Position 829: 4.0703380570188386e-05
Position 568: 2.9999269215649667e-05
Position 562: 2.9199542649673758e-05
Position 58: 2.7553377857722916e-05
Position 642: 2.298684850868782e-05
Position 45: 1.8728834601644205e-05
Position 888: 1.6845401440915454e-05
Position 379: 1.2960040366188343e-05
Position 161: 1.2679054411399413e-05
Position 10: 1.236233576990555e-05
Position 243: 1.13184341237487e-05
Position 937: 6.8580561871175834e-06
Position 180: 6.238002616660356e-06
Position 55: 4.498289683531096e-06
Position 396: 3.870926578206374e-06
Position 849: 1.2079161405858412e-06
Position 519: 8.170134233482567e-07
Position 503: 4.4378562889086775e-07
Position 127: 1.4991180763949284e-07
Position 227: 8.097382991361185e-08
Position 387: 3.527192496444464e-08
Position 119: 2.571109080489363e-09
Position 91: 1.1252410095923822e-09
Position 103: 4.227005903079736e-10
Position 310: 4.534797726820776e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 351: 0.9998946593064422
Position 1076: 0.24859275419419494
Position 1024: 0.10922556702857365
Position 1119: 0.04040576827554846
Position 944: 0.027015473959082978
Position 980: 0.01884286224126275
Position 1000: 0.015719353164566734
Position 888: 0.0023784176834541464
Position 927: 0.0023743373602356198
Position 948: 0.0014315609329959363
Position 696: 0.00046886722416980266
Position 898: 0.00040879784673685736
Position 802: 0.00035023340871369156
Position 984: 0.0002657161645876246
Position 519: 0.00020184120985359145
Position 96: 0.00019203762456912072
Position 954: 8.986715284808365e-05
Position 844: 7.598538096210718e-05
Position 112: 2.5232400178291944e-05
Position 1035: 2.2001383011646052e-05
Position 868: 1.2801962128700242e-05
Position 217: 1.2710791999694606e-05
Position 69: 1.0091243187255253e-05
Position 127: 7.819053805656896e-06
Position 821: 6.9715041806226865e-06
Position 543: 5.082586082096674e-06
Position 531: 4.883659771405787e-06
Position 748: 4.4034372749179495e-06
Position 253: 4.014516700049028e-06
Position 829: 3.8935811432498885e-06
Position 503: 3.825141669297533e-06
Position 594: 1.9772028415846585e-06
Position 849: 1.5681342215563486e-06
Position 396: 1.0949355465712632e-06
Position 625: 9.048107444634056e-07
Position 547: 7.603198975009077e-07
Position 495: 1.7496874397056908e-07
Position 435: 1.7103008078041763e-07
Position 855: 1.511864078536294e-07
Position 414: 1.3400093790098785e-07
Position 462: 1.2143798163500608e-07
Position 55: 9.680913836410851e-08
Position 448: 8.58676596776625e-08
Position 528: 6.066973049307023e-08
Position 615: 3.6245086263765834e-08
Position 704: 3.309033920998313e-08
Position 136: 2.251234600419511e-08
Position 151: 1.734687486865811e-08
Position 274: 1.4720562104249694e-08
Position 550: 1.2707591434917346e-08
Position 196: 7.032893528649965e-09
Position 609: 4.946309052792021e-09
Position 280: 4.296781817251179e-09
Position 176: 3.4643757396846982e-09
Position 604: 3.4035669765728454e-09
Position 483: 3.178739685580334e-09
Position 232: 2.5226689337802815e-09
Position 243: 1.3486262771008094e-09
Position 680: 1.0402625429800276e-09
Position 627: 8.080462505334636e-10
Position 329: 6.613096230147642e-10
Position 596: 1.0443652336862519e-10
Position 166: 9.627796893948094e-12
Position 289: 5.26536320402158e-12
Position 190: 3.2844526917473755e-12
Position 599: 2.9784603763001187e-13
Position 297: 5.200944364616051e-14
Position 317: 1.488580939232673e-15
Position 192: 5.642337727261889e-17
Position 168: 1.3167895151369222e-17
