Gene = RFeSP
index = 1400
Annotated 5SS: [ 178 1117]
Annotated 3SS: [ 736 1171]
SMsplice 5SS: [ 178 1117]
SMsplice 3SS: [ 736 1171]
top_k =  1000
Partition function (log Z): -4.979738392238845

Sorted 5' Splice Sites (High to Low Probability):
Position 1117: 0.8996904209542195
Position 178: 0.8650771288649626
Position 1121: 0.0704111266750602
Position 1343: 0.01659279397955236
Position 1382: 0.011299197154015094
Position 520: 0.010065618926825006
Position 341: 0.005626257123057921
Position 1404: 0.004386625923011676
Position 297: 0.003781410557680099
Position 597: 0.0032835047489482966
Position 1371: 0.0032517030792623336
Position 1612: 0.003190430709801958
Position 530: 0.0025609077649120394
Position 1439: 0.002004957090930978
Position 446: 0.0016319596106308067
Position 999: 0.0011284271638513095
Position 1379: 0.0009859494793237652
Position 415: 0.0007763844989089345
Position 265: 0.0006913833435332313
Position 39: 0.0005519124900891201
Position 489: 0.0005194730874102881
Position 1425: 0.00046481008242034514
Position 1554: 0.00027151393617129405
Position 550: 0.0002508394262954272
Position 1398: 0.00024274405739163916
Position 1514: 0.00022505984796216216
Position 1562: 0.00019019583096553444
Position 1131: 0.00016387664029910736
Position 1580: 0.00013624520752893382
Position 1003: 0.00010049836612936558
Position 884: 8.630349766148738e-05
Position 129: 7.482295112998487e-05
Position 51: 7.33238979218204e-05
Position 502: 6.933451804593559e-05
Position 907: 6.753057691703712e-05
Position 360: 5.6886002337048067e-05
Position 1618: 4.501183925092143e-05
Position 548: 4.417684797893777e-05
Position 862: 4.1679449725473975e-05
Position 1629: 3.306924407178961e-05
Position 16: 2.8549994657947268e-05
Position 1260: 2.7755536120348105e-05
Position 111: 2.294496226174347e-05
Position 1357: 2.1249351419079965e-05
Position 326: 1.9485158678908003e-05
Position 600: 1.8969229092175454e-05
Position 978: 1.4834466123798384e-05
Position 7: 1.409264469191234e-05
Position 1126: 1.3072263403382667e-05
Position 1014: 1.2632763210607569e-05
Position 165: 1.209389891613247e-05
Position 877: 8.474404136522897e-06
Position 946: 8.378451121730632e-06
Position 159: 6.58154667076783e-06
Position 1078: 5.0777548260850135e-06
Position 1211: 3.4664334074077694e-06
Position 766: 2.4715239222458176e-06
Position 103: 1.9380688930588957e-06
