Gene = Mul1
index = 1293
Annotated 5SS: [ 183  831 1097]
Annotated 3SS: [ 246  888 1363]
SMsplice 5SS: [ 183  831 1097]
SMsplice 3SS: [ 246  888 1363]
top_k =  1000
Partition function (log Z): 2.7660818170123345

Sorted 5' Splice Sites (High to Low Probability):
Position 183: 0.9797299241860714
Position 831: 0.9501614850365129
Position 1097: 0.9485857980526832
Position 385: 0.04271898060406503
Position 1073: 0.027861391090561707
Position 1310: 0.017656494299070326
Position 1557: 0.014666858213206636
Position 1523: 0.0106493536592097
Position 838: 0.006743124209853254
Position 1515: 0.004977144720714006
Position 835: 0.004693519539286155
Position 804: 0.004197399692440522
Position 1070: 0.00301861204947075
Position 427: 0.002728522175142763
Position 325: 0.002183480965339396
Position 174: 0.0018706513516537485
Position 1305: 0.001803033639137891
Position 1521: 0.0009940922355397197
Position 146: 0.0007184866517389193
Position 1902: 0.0006560474167551645
Position 1263: 0.000619751819167093
Position 187: 0.000591100537737481
Position 1935: 0.0005886188503400972
Position 574: 0.0004889015333481076
Position 1075: 0.00028901716101306456
Position 1156: 0.00023438870792213512
Position 1183: 0.00022778087313089147
Position 1446: 0.00017929736141041562
Position 673: 0.00016801239377776638
Position 468: 0.00015625587076788873
Position 524: 0.0001425330341152655
Position 1775: 0.00012818338521441497
Position 1921: 0.0001136072910669666
Position 1543: 0.00011309090754525285
Position 1436: 9.771442840325911e-05
Position 640: 7.090498351997801e-05
Position 1268: 6.761544133446605e-05
Position 707: 6.625377313298124e-05
Position 1585: 5.9097045780508955e-05
Position 406: 4.905374678049773e-05
Position 1315: 4.469857608110138e-05
Position 1939: 4.282939645901184e-05
Position 571: 4.2069678712578076e-05
Position 509: 3.258468674146955e-05
Position 504: 3.0617646414601014e-05
Position 383: 2.9593515781871107e-05
Position 340: 2.8323736076909497e-05
Position 1388: 2.7788768952533174e-05
Position 28: 2.7311816623403024e-05
Position 1038: 2.4948770753716803e-05
Position 1035: 2.414817665487613e-05
Position 1790: 2.3560314393669045e-05
Position 1443: 2.3002816508200496e-05
Position 786: 2.2561184183624342e-05
Position 626: 2.228572692322199e-05
