Gene = Ir31a
index = 1236
Annotated 5SS: [ 335  873 1738 2086 2421]
Annotated 3SS: [ 387  933 1798 2280 2480]
SMsplice 5SS: [ 873 1738 2212 2421]
SMsplice 3SS: [ 933 1798 2280 2480]
top_k =  1000
Partition function (log Z): 2.190600591266737

Sorted 5' Splice Sites (High to Low Probability):
Position 1738: 0.9897142529025408
Position 2212: 0.8574664522954102
Position 873: 0.8196268224327709
Position 335: 0.6810805290456966
Position 2421: 0.6709211455102735
Position 1298: 0.2575795989963271
Position 2086: 0.1503485896156798
Position 569: 0.11941152716263011
Position 2378: 0.09179406888275676
Position 513: 0.05841483953523921
Position 1567: 0.01951083768537619
Position 618: 0.014447285011620082
Position 877: 0.0112030197918977
Position 203: 0.010371355490016632
Position 2024: 0.00949907300276623
Position 49: 0.008292878707961304
Position 363: 0.007333797563388378
Position 2427: 0.006564026692340948
Position 182: 0.005228057888886908
Position 1295: 0.0040906427911701175
Position 1023: 0.0029501587533817945
Position 1742: 0.0025941038108149607
Position 65: 0.002463059742260103
Position 1332: 0.0022148742542065485
Position 1181: 0.00220152920259871
Position 2013: 0.0019369350379040446
Position 236: 0.001324689274652207
Position 268: 0.0011921705844243988
Position 1147: 0.0010811111282635507
Position 96: 0.0010593710891823624
Position 1454: 0.0009830514793431153
Position 1857: 0.0009259285608038924
Position 1417: 0.000874356417390645
Position 1459: 0.0008633820922111119
Position 820: 0.0007790340351700119
Position 2408: 0.0007731241466487859
Position 287: 0.000736930943877533
Position 593: 0.0006943400413532566
Position 292: 0.0006532505691634691
Position 604: 0.0005956673362029655
Position 1958: 0.00059017145000668
Position 2220: 0.0005421738811791402
Position 870: 0.00038772007100873983
Position 1726: 0.00037804438512467576
Position 740: 0.000337892937404952
Position 251: 0.0003343529943383093
Position 2393: 0.00033227371448030614
Position 2115: 0.00027445750488750353
Position 1355: 0.00023598552635908666
Position 1327: 0.00022990901627937936
Position 1232: 0.00022495706065021886
Position 2185: 0.00022072220838513366
Position 590: 0.00021644461597114222
Position 432: 0.00021188124065235153
