Gene = Dscam4
index = 1141
Annotated 5SS: [  174 10305 16355 16828 16972 21752 22144 24473 27338 27788 28060 28427
 30477 31199 31952 32965 33751 34288 34683 36023 37021 37856 38327 38937
 39303 40563 40776 41175 41320 41763 42042]
Annotated 3SS: [ 9910 16217 16705 16912 21674 21953 24306 27246 27699 27910 28302 30348
 31061 31808 32802 33605 33850 34528 35904 36857 37357 38179 38783 39207
 39511 40628 40839 41246 41612 41872 42112]
SMsplice 5SS: [  787 16355 16828 16972 21752 24473 27338 27788 28060 28427 30477 31199
 31564 31952 32965 33751 34288 34683 37021 37856 38327 38937 39303 40563
 40776 41175 41407 41628 41763 42042]
SMsplice 3SS: [16217 16705 16912 21674 24306 27246 27699 27910 28302 30348 31061 31259
 31808 32830 33605 33850 34528 36857 37357 38179 38484 38997 39511 40628
 40839 41246 41462 41681 41872 42140]
top_k =  1000
Partition function (log Z): 88.27220004391933

Sorted 5' Splice Sites (High to Low Probability):
Position 33751: 0.998993974017078
Position 40776: 0.9973308398875916
Position 16355: 0.9971096493914753
Position 40563: 0.9970553494635235
Position 37021: 0.9957356893631395
Position 28427: 0.9938915824279135
Position 38327: 0.9915564962164574
Position 41175: 0.9899915298962731
Position 41763: 0.9878569125138849
Position 28060: 0.9870396646725302
Position 21752: 0.9790990947401643
Position 42042: 0.9786047264483184
Position 38937: 0.972707985407115
Position 34288: 0.9712880576951142
Position 27788: 0.9696832817059827
Position 34683: 0.9549465770347977
Position 27338: 0.9448363706594722
Position 16828: 0.9207920232544705
Position 37856: 0.9143437340772209
Position 39303: 0.872741195948754
Position 31199: 0.8610972489730547
Position 787: 0.8114170038783435
Position 16972: 0.7860166604435311
Position 31952: 0.7844076675708119
Position 41407: 0.7561767024857674
Position 24473: 0.7554888305948542
Position 32965: 0.7503497164818448
Position 31564: 0.7398024717512676
Position 30477: 0.6629630034293315
Position 13843: 0.6074981363079265
Position 1607: 0.5054967480399467
Position 10305: 0.48080142087470507
Position 41628: 0.44237325144591755
Position 36023: 0.3863924922489235
Position 31749: 0.3451183594167179
Position 14605: 0.3329523022337821
Position 22144: 0.3072176400991687
Position 24642: 0.30519998513514907
Position 14913: 0.2161445782634694
Position 15913: 0.20954072215144207
Position 30725: 0.17265700307578624
Position 41320: 0.1668654093009777
Position 31315: 0.16573041841731098
Position 33958: 0.15905572787319264
Position 35406: 0.1461562376327934
Position 1737: 0.13286961948298853
Position 42690: 0.12626322448232455
Position 22704: 0.11709621284354713
Position 29581: 0.08582673957165303
Position 25876: 0.07972193389707012
Position 23490: 0.07496034021765437
Position 174: 0.06982129291159113
Position 37717: 0.058142313311218566
Position 24656: 0.05618809867187311
Position 14375: 0.052450694902732714
Position 352: 0.051884116737140586
Position 42575: 0.05030426104216477
Position 33178: 0.048421635376971923
Position 27342: 0.048186676932247714
Position 39791: 0.046576641738057464
Position 39689: 0.046075177222537574
Position 20863: 0.044097153626405816
Position 39407: 0.04317597157079001
Position 39377: 0.03964342159423407
Position 17100: 0.03952768438148976
Position 37869: 0.038686007510718406
Position 43007: 0.0384880601720979
Position 7971: 0.035981117599103905
Position 21517: 0.03464798779889608
Position 37678: 0.03188445464620854
Position 29546: 0.03166790115652398
Position 22253: 0.029975963844240113
Position 793: 0.02859755576106978
Position 1330: 0.02812272791840272
Position 22548: 0.025527984644713477
Position 1156: 0.024561069061527913
Position 1408: 0.024518363172944348
Position 424: 0.024503639853161733
Position 30567: 0.024267751014839578
Position 560: 0.024022138198551948
Position 39686: 0.02373671807833468
Position 22128: 0.023466754622032095
Position 13992: 0.02279672265970405
Position 39416: 0.021663466119222045
Position 38133: 0.021360972124206408
Position 2365: 0.021066305525118508
Position 22662: 0.02045366365042321
Position 27644: 0.020342687856711457
Position 37522: 0.0202131957531282
Position 27816: 0.020191340372545385
Position 22046: 0.020072741032103866
Position 2548: 0.018233263953107596
Position 1307: 0.017338844311295763
Position 22073: 0.01612519267633714
Position 35067: 0.015918488399415048
Position 61: 0.014642101976455085
Position 14909: 0.012826024132277783
Position 186: 0.012711921537732828
Position 29567: 0.012662406733582422
Position 1021: 0.011160130819345481
Position 184: 0.01108731951114049
Position 42293: 0.01101625631219661
Position 182: 0.010524790491063188
Position 178: 0.010050407744864735
Position 1141: 0.009898563905788891
Position 2785: 0.00988320200425332
Position 26277: 0.008998920809560718
Position 21595: 0.008995252202223343
Position 188: 0.008981410902183512
Position 397: 0.008967631101846294
Position 42357: 0.008934314211279578
Position 41814: 0.008622718648447873
Position 41546: 0.008489441539797069
Position 35844: 0.007980768808815755
Position 23901: 0.007315934165492289
Position 39295: 0.00644566172610511
Position 39977: 0.0063381386312494
Position 1177: 0.0057779579139249125
Position 769: 0.005773085624580065
Position 41184: 0.00569179964254421
Position 17440: 0.005676636398116673
Position 22344: 0.005187432988303501
Position 27009: 0.005085402352907579
Position 41024: 0.004832654869148518
Position 7982: 0.0047716057371213596
Position 29908: 0.0047377410786316335
Position 34004: 0.004513325377711179
Position 34281: 0.004446816918351981
Position 29571: 0.004388926929040168
Position 180: 0.004386266181995391
Position 27820: 0.0041798581495496355
Position 20579: 0.004152495045084221
Position 14195: 0.004025696399008372
Position 30419: 0.00401795230619119
Position 33497: 0.0039401642745217035
Position 203: 0.0038222539454036337
Position 42696: 0.003788471778009763
Position 775: 0.00372563195605047
Position 42103: 0.00369526690771022
Position 30152: 0.003636539389580717
Position 23026: 0.003620650573198336
Position 20798: 0.0035514420195914584
Position 23225: 0.003548141854447834
Position 29028: 0.0035110626503092003
Position 27361: 0.0033877580798663725
Position 22428: 0.0033725324856958587
Position 42469: 0.003338389005031535
Position 41578: 0.003173488130306804
Position 34130: 0.003145005124463254
Position 29600: 0.002874220241111832
Position 39983: 0.0028311044808574364
Position 29825: 0.0027685153796755094
Position 41045: 0.0026799543323960257
Position 27633: 0.00254953240061708
Position 39353: 0.0025032898077807474
Position 1498: 0.0024704743320842592
Position 18196: 0.0022687359367347644
Position 16808: 0.002240220085410656
Position 10113: 0.0021928627105185896
Position 28121: 0.002171791727395921
Position 40195: 0.0021287313942807058
Position 25036: 0.002127799608579139
Position 42279: 0.0020561209028529715
Position 29071: 0.0019877004513846955
Position 41494: 0.001984158568678019
Position 34689: 0.0019530827077298809
Position 33993: 0.001859201456299313
Position 29577: 0.0018410685549396994
Position 18204: 0.0018212906871260832
Position 35639: 0.0015978716076368495
Position 42089: 0.0015810343411022285
Position 29015: 0.001544160854231077
