Gene = RhoGEF4
index = 1426
Annotated 5SS: [ 234  857 1468]
Annotated 3SS: [ 298  913 1526]
SMsplice 5SS: [ 234  857 1468]
SMsplice 3SS: [ 298  913 1526]
top_k =  1000
Partition function (log Z): 1.7701185916242828

Sorted 5' Splice Sites (High to Low Probability):
Position 1468: 0.9926203090789708
Position 857: 0.9438980840339539
Position 234: 0.8278071974407732
Position 13: 0.17912476351725776
Position 808: 0.034771065449576866
Position 454: 0.02229496497416043
Position 1854: 0.017928033485584933
Position 1202: 0.014749827995602137
Position 1230: 0.013561125638269873
Position 50: 0.013447699249288762
Position 1051: 0.010170371504660937
Position 1881: 0.005496542749685383
Position 225: 0.004187293429938771
Position 786: 0.0035166886845209746
Position 1289: 0.0030910066613186802
Position 1845: 0.002534582747268918
Position 1160: 0.0022699835109761222
Position 1137: 0.0017951401201236907
Position 1992: 0.0017420731614264785
Position 1814: 0.0015627704559086357
Position 1012: 0.0015307734874981818
Position 35: 0.000985436332592673
Position 621: 0.0008645878035731152
Position 846: 0.0007599234209839011
Position 778: 0.0007343960504841878
Position 1837: 0.0006950843990323939
Position 1066: 0.0005934380867366718
Position 1441: 0.0005161022630935866
Position 1472: 0.0004968486996609926
Position 1228: 0.0004943703039275979
Position 1817: 0.0004055184844023243
Position 188: 0.00038105986974404604
Position 733: 0.00037805674846376155
Position 417: 0.00035160193984316694
Position 630: 0.0003515754086565197
Position 1196: 0.00034599501428574157
Position 220: 0.0002946398865188573
Position 1064: 0.00018845362502431843
Position 1174: 0.0001829004725144528
Position 405: 0.0001544463030529721
Position 1949: 0.00014964661837281622
Position 1212: 0.00013474818890770574
Position 1194: 0.00011977382373366084
Position 580: 0.00010512950817058443
Position 261: 0.00010086190422670646
Position 1300: 8.9173826943567e-05
Position 849: 7.971801614149729e-05
Position 1033: 6.909169803158146e-05
Position 984: 6.290339829488307e-05
Position 1271: 5.960818531794923e-05
Position 2159: 5.065495279086401e-05
Position 1425: 4.7252449757884196e-05
Position 512: 4.586049014897041e-05
Position 870: 4.556972531639572e-05
Position 2090: 4.1349589769372906e-05
Position 1617: 4.006631516316678e-05
Position 1122: 3.4456178716250834e-05
Position 2188: 3.4371763459364454e-05
Position 1968: 3.433782247584545e-05
Position 959: 2.96657948950053e-05
Position 329: 2.688815567788355e-05
Position 371: 2.5711068820455585e-05
Position 702: 2.4327488257002198e-05
Position 57: 2.3542599785231612e-05
Position 2121: 1.7151607872913625e-05
Position 1448: 1.6932901318886276e-05
Position 1591: 1.540290930216407e-05
Position 89: 1.53087317452585e-05
Position 1177: 1.2519218915993692e-05
Position 1112: 1.2433935514303717e-05
Position 1321: 1.0673157272623392e-05
Position 628: 1.0449695937363943e-05
Position 2127: 1.0388821513755924e-05
Position 824: 1.0297139521862018e-05
Position 944: 8.944058861842893e-06
Position 289: 8.653703369083671e-06
Position 458: 7.212140667273878e-06
Position 2156: 6.93206346131259e-06
Position 1624: 3.4939333680982406e-06
Position 722: 2.1964627619362712e-06
Position 278: 1.9436802358725715e-06
Position 377: 1.913728844151571e-06
Position 763: 1.7810836689921613e-06
Position 103: 1.5241326056191688e-06
Position 725: 1.3792602015512366e-06
Position 1702: 1.0589751387930936e-06
Position 1743: 1.051260426331952e-06
Position 1927: 1.0345641677425382e-06
Position 60: 1.014707682802646e-06
Position 263: 5.719814385925331e-07
Position 876: 5.104628932046675e-07
Position 2112: 5.008628870450508e-07
Position 691: 4.292927392725129e-07
Position 52: 2.8466600458991014e-07
Position 2085: 2.614843950975118e-07
Position 298: 1.3970828123096776e-07
Position 1539: 2.060422493260885e-08
Position 657: 1.0355080717618765e-08
Position 1689: 7.83062694506265e-09
Position 961: 3.692031072647844e-09
Position 1114: 1.7655071907471173e-09
Position 693: 6.419804817087004e-10
Position 919: 3.4298084800453627e-10
Position 1482: 6.622290467084945e-11
Position 1359: 8.86404227504496e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 913: 0.9964678050789105
Position 1526: 0.9847687847252508
Position 298: 0.772771662324336
Position 85: 0.1783999147892911
Position 669: 0.03948983392690062
Position 1957: 0.026501775970004814
Position 1271: 0.019122362948517168
Position 1292: 0.01446038506737879
Position 1359: 0.014187275997322774
Position 114: 0.013020141525218312
Position 468: 0.009049856158415573
Position 2045: 0.006285024209939082
Position 317: 0.005937720516030375
Position 384: 0.003156481787315284
Position 774: 0.00222336823820734
Position 474: 0.0022132379868334794
Position 564: 0.0021414141397041475
Position 714: 0.0017414744531772663
Position 702: 0.001707249563002593
Position 1722: 0.0016013062615937387
Position 1553: 0.0014869903912986813
Position 2225: 0.001379833180220412
Position 118: 0.0013204828623599296
Position 1002: 0.001308085301737571
Position 1305: 0.0007579803393385087
Position 1912: 0.0007569842207382768
Position 1074: 0.0007438566093883854
Position 365: 0.0007041041759939604
Position 1561: 0.0005848523140978995
Position 1743: 0.0005247171462974591
Position 429: 0.0004178281883424975
Position 680: 0.00037873607412789497
Position 522: 0.000345989636891015
Position 807: 0.0003418593429481338
Position 1997: 0.00028477659507770666
Position 652: 0.0002161512316780393
Position 1876: 0.00017360398700557914
Position 89: 0.0001719967989205223
Position 1257: 0.00016812228857787924
Position 165: 0.0001674366126816775
Position 884: 0.0001236384228557715
Position 1228: 0.00011629220852113141
Position 2075: 0.00010615796656964326
Position 1104: 9.040434707129827e-05
Position 924: 8.470323616253136e-05
Position 1146: 8.228669291351357e-05
Position 2152: 7.536588230312324e-05
Position 684: 7.345259536222058e-05
Position 2047: 6.220316360969953e-05
Position 326: 6.183533799343503e-05
Position 870: 6.0137039882047857e-05
Position 832: 6.0052814917410645e-05
Position 329: 5.837502467178023e-05
Position 1194: 4.656575255031533e-05
Position 2231: 4.5006318018927994e-05
Position 1748: 4.3951301939248065e-05
Position 171: 3.351862719813201e-05
Position 1664: 3.107706841993977e-05
Position 1927: 2.774246158822989e-05
Position 1610: 2.7087281344425614e-05
Position 927: 2.6725033192019133e-05
Position 1077: 2.0073939434978684e-05
Position 711: 1.4192289328182458e-05
Position 393: 1.1409706250642014e-05
Position 744: 1.0338970391022921e-05
Position 122: 8.702419464733988e-06
Position 1038: 8.201351979835618e-06
Position 1380: 4.857673442743244e-06
Position 1617: 4.343768401994236e-06
Position 1089: 3.838730353431817e-06
Position 1575: 3.0425729820083915e-06
Position 228: 2.753697808486165e-06
Position 856: 2.232621286405124e-06
Position 1368: 2.1810516562739425e-06
Position 1413: 1.8601297896868407e-06
Position 804: 1.837492817097277e-06
Position 2112: 1.6170454866706938e-06
Position 1826: 1.4216312748194282e-06
Position 972: 1.3260341912849837e-06
Position 1458: 1.241853786473009e-06
Position 1636: 1.186100882864985e-06
Position 1410: 1.1385769678740209e-06
Position 1760: 9.413938179267622e-07
Position 2001: 8.251981128973589e-07
Position 1580: 7.933917819414832e-07
Position 426: 7.432856953419486e-07
Position 187: 7.091054070776785e-07
Position 1062: 6.522127864769266e-07
Position 544: 5.900599852495668e-07
