Gene = pelo
index = 1835
Annotated 5SS: [ 284 1065 1313 5937]
Annotated 3SS: [ 342 1119 5829 7334]
SMsplice 5SS: [ 284 1065 1313 5937 7271]
SMsplice 3SS: [ 342 1119 5829 6638 7334]
top_k =  1000
Partition function (log Z): 8.801856739136403

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9987638956911141
Position 1313: 0.9969426140199802
Position 1065: 0.9919986530402009
Position 5937: 0.9314392345371124
Position 7271: 0.25711815143403294
Position 7125: 0.20961382588911662
Position 8005: 0.10641019241600212
Position 7011: 0.08210292556577668
Position 1550: 0.071588142900489
Position 7081: 0.07047546441080733
Position 639: 0.067386234984404
Position 4283: 0.06560443975871158
Position 5763: 0.06471649564643595
Position 910: 0.05643705474855804
Position 6009: 0.04409321456313055
Position 482: 0.029702569643997503
Position 5298: 0.02841953129206185
Position 5729: 0.027896420935998298
Position 7209: 0.026755558954430107
Position 2722: 0.02308179928903396
Position 4210: 0.01729685063056876
Position 5710: 0.016658572857319674
Position 7250: 0.013483945437190661
Position 7224: 0.012619349662755436
Position 2993: 0.011396860501494764
Position 6070: 0.010504870144472477
Position 4785: 0.00966108783519308
Position 6498: 0.00904823682330282
Position 5988: 0.008790275238641522
Position 912: 0.008762654832878195
Position 6769: 0.00664383713676107
Position 440: 0.005710009293479905
Position 6406: 0.004693534123777129
Position 2813: 0.004647565311532134
Position 5718: 0.004636827717993739
Position 6557: 0.0036206118388926274
Position 6545: 0.003323295960361241
Position 7230: 0.002969666753018173
Position 3826: 0.002928939542424237
Position 6792: 0.0028253486845358144
Position 3409: 0.002671407519944495
Position 6980: 0.00251538167052999
Position 577: 0.002493583912830491
Position 4696: 0.0024214740353031674
Position 7153: 0.0023896894852976002
Position 3170: 0.002057206578751639
Position 3422: 0.0014497460542901733
Position 3963: 0.001228085800178249
Position 2999: 0.0010926486662648349
Position 3285: 0.0010049599877916514
Position 1216: 0.0009552649156921305
Position 628: 0.0007148144683742838
Position 2964: 0.000686858752284429
Position 7233: 0.0005734495897888423
Position 5941: 0.0005644764730965877
Position 2846: 0.00048255375396204453
Position 1970: 0.0004734761614684328
Position 6734: 0.00045542754587311125
Position 866: 0.0004509994314361237
Position 6862: 0.00043058074207443555
Position 8009: 0.0004016993674786706
Position 6944: 0.0003823035316154022
Position 6789: 0.0003766752537226807
Position 7039: 0.0003717441361735096
Position 3427: 0.000361113979920959
Position 7548: 0.00032931914639669024
Position 183: 0.0003288905682432588
Position 3121: 0.00031658638651123794
Position 1456: 0.0003151146014822353
Position 2100: 0.0002906818263749862
Position 288: 0.0002671433624125775
Position 2416: 0.00021388728232592255
Position 2195: 0.00021136041112776135
Position 1524: 0.00018653149729556574
Position 7808: 0.00017454750044029152
Position 7826: 0.00016955704703833013
Position 7943: 0.00016725132693797183
Position 765: 0.00016651069239972726
Position 1803: 0.00014035186491302703
Position 6835: 0.0001358550399354164
Position 7712: 0.00013196541063292163
Position 1338: 0.00013016437661046202
Position 1477: 0.00012811181495004894
Position 1018: 0.00012323280779351876
Position 2505: 0.00011864883062757981
Position 6807: 0.00010437164622759693
Position 6163: 0.0001025996877362526
Position 1028: 9.234330023581399e-05
Position 1592: 9.167690238204624e-05
Position 4380: 9.110951143439189e-05
Position 3806: 8.798962368057011e-05
Position 776: 8.556976319119693e-05
Position 2840: 8.474760313466522e-05
Position 1632: 8.020486404897415e-05
Position 902: 8.009777497485564e-05
Position 151: 7.60701669583421e-05
Position 506: 7.426382941674464e-05
Position 905: 7.08718167871981e-05
Position 3466: 6.873796031863137e-05
Position 4134: 6.8555601822713e-05
Position 2217: 6.596975424977636e-05
Position 7015: 6.557824443327851e-05
Position 6021: 6.429239526001753e-05
Position 6031: 5.6893833653864235e-05
Position 3273: 5.4999001090954095e-05
Position 7962: 5.377357454482234e-05
Position 416: 5.280051549384049e-05
Position 4796: 5.252982409331012e-05
Position 64: 4.690486537856853e-05
Position 794: 4.2332814678251794e-05
Position 6741: 4.220777143187901e-05
Position 853: 3.838901861557876e-05
Position 6181: 3.745762896221377e-05
Position 6710: 3.6705024576781604e-05
Position 3151: 3.583443558438183e-05
Position 6442: 3.1771796674848654e-05
Position 890: 3.028662721799226e-05
Position 7717: 2.806165209121344e-05
Position 914: 2.805914352246619e-05
Position 145: 2.4111718445060378e-05
Position 117: 1.9748898850293537e-05
Position 6639: 1.8821769369219292e-05
Position 3198: 1.8362216980301495e-05
Position 700: 1.827009393414198e-05
Position 6315: 1.7543867410744426e-05
Position 2704: 1.614907351286704e-05
Position 7992: 1.4527897176515419e-05
Position 3729: 1.4524445525256216e-05
Position 2231: 1.2794858221315247e-05
Position 2378: 1.2562505002081535e-05
Position 1694: 9.929756918387652e-06
Position 2988: 9.579263362424495e-06
Position 7436: 8.841164123088838e-06
Position 7860: 8.369194221889242e-06
Position 3210: 7.80322474597833e-06
Position 2944: 7.4825470367874136e-06
Position 916: 6.6658677446179485e-06
Position 2172: 6.513017999252435e-06
Position 537: 6.4251046727999766e-06
Position 1795: 6.399923677987451e-06
Position 925: 5.527280804886793e-06
