Gene = Aps
index = 24
Annotated 5SS: [ 388 1146 2345 2655]
Annotated 3SS: [ 678 2245 2498 2713]
SMsplice 5SS: [1146 2345 2655]
SMsplice 3SS: [2245 2498 2713]
top_k =  1000
Partition function (log Z): 1.850552474732667

Sorted 5' Splice Sites (High to Low Probability):
Position 2655: 0.9992467907863188
Position 2345: 0.9934453957824924
Position 1146: 0.7292097744984419
Position 2164: 0.491396644508373
Position 2189: 0.0916028418032234
Position 400: 0.06475589321846406
Position 2043: 0.05392957311658841
Position 388: 0.05196719466970572
Position 73: 0.051497322235083104
Position 3029: 0.05120606944282866
Position 272: 0.044675635568538936
Position 524: 0.0442221845957463
Position 472: 0.03251883878804145
Position 1503: 0.029362898473910312
Position 1226: 0.020352741995286354
Position 1441: 0.019983473827516363
Position 768: 0.019572464756725496
Position 83: 0.01851993629732504
Position 27: 0.012968468381069827
Position 1210: 0.010201221783317255
Position 1499: 0.009015465795079721
Position 3385: 0.005082983429301934
Position 42: 0.004381041821497289
Position 3252: 0.004156811663597437
Position 1760: 0.0035063336917145562
Position 369: 0.002839255241584942
Position 3402: 0.0020372659053048566
Position 1615: 0.002018234416558129
Position 1342: 0.0017566379816023588
Position 2407: 0.0017546675336300706
Position 1206: 0.001603767218969278
Position 264: 0.0014763922055055006
Position 1238: 0.0013900333672225197
Position 801: 0.0013301896919941819
Position 615: 0.0012316677279333196
Position 527: 0.0011991651854375502
Position 3306: 0.0010781494555459242
Position 1411: 0.000767746343953458
Position 600: 0.0007459136276126663
Position 1808: 0.0006707360640172508
Position 2924: 0.0006453975409337174
Position 2815: 0.0006112533982106165
Position 110: 0.0005946983411270122
Position 1170: 0.0005806552288492693
Position 1463: 0.0005657051630083002
Position 2373: 0.0005328578759883192
Position 763: 0.000531265421594103
Position 783: 0.0005011170614890424
Position 841: 0.0005000580620915632
Position 1696: 0.0004415236033692885
Position 761: 0.00040370396309960077
Position 1979: 0.00035427063243175134
Position 1250: 0.0003368259324292014
Position 87: 0.00032753780535631644
Position 2776: 0.00031841964831402466
Position 1903: 0.0003127196420026113
Position 1940: 0.0002950684395607358
Position 3895: 0.0002867430695158288
Position 3162: 0.00026468893363649213
Position 81: 0.0002531246132869527
Position 123: 0.00024947078120272817
Position 3166: 0.00024106732669751477
Position 2799: 0.00023448748615448198
Position 1452: 0.00022745769146824266
Position 756: 0.00022297115537677647
Position 574: 0.00022236733514715895
Position 2812: 0.0002092472132816279
Position 2445: 0.00020586246860352056
Position 3978: 0.00020212869958602262
Position 314: 0.0001783960159453358
Position 1093: 0.00017380513800332155
Position 3975: 0.00015602169411819896
Position 2349: 0.0001499720014252984
Position 197: 0.00014844149373720975
Position 3227: 0.00014038649693458408
Position 2659: 0.00013810082554632143
Position 266: 0.00013799540592277827
Position 132: 0.0001222761640072316
Position 2644: 0.00011903209515428255
Position 1445: 0.00010631806497821397
Position 1642: 0.00010027867341120224
Position 597: 9.98654947275319e-05
Position 621: 7.969616475648251e-05
Position 1213: 7.049521810920013e-05
Position 1408: 6.896905821937429e-05
Position 2921: 6.724802456783441e-05
Position 3567: 6.208497821542409e-05
Position 3221: 5.620015184284574e-05
Position 238: 4.5827884779690275e-05
Position 1537: 4.418208410686885e-05
Position 2136: 4.2835352931043906e-05
Position 1435: 3.812731282266196e-05
Position 2646: 3.775913268472149e-05
Position 274: 3.743915305147046e-05
Position 2313: 3.730294005351105e-05
Position 788: 3.5537563794317346e-05
Position 785: 2.9791494478905884e-05
Position 3215: 2.95004059244291e-05
Position 2063: 2.791858206116201e-05
Position 1332: 2.532620820128718e-05
Position 4068: 2.435001506681151e-05
Position 1543: 2.3739033021264214e-05
Position 1577: 2.1110473078677567e-05
Position 805: 1.967957710128415e-05
Position 470: 1.794013680069012e-05
Position 1856: 1.751608857093259e-05
Position 545: 1.719757696217924e-05
Position 11: 1.7040701878383e-05
Position 583: 1.665525680844187e-05
Position 2619: 1.617031212780079e-05
Position 829: 1.4703322267462128e-05
Position 1458: 1.4698434920837885e-05
Position 689: 1.439333970629998e-05
Position 276: 1.3471023772316425e-05
Position 167: 1.2981609084073904e-05
Position 2499: 1.1656481116697803e-05
Position 1531: 1.0423524855849925e-05
Position 1489: 1.039721367952505e-05
Position 2947: 1.0270597912064813e-05
Position 175: 9.263119308174838e-06
Position 3884: 8.221570190147882e-06
Position 3148: 7.52683254867814e-06
Position 94: 6.629891653560807e-06
Position 2616: 4.846869655830265e-06
Position 162: 4.73940013410092e-06
Position 873: 4.729246478021425e-06
Position 4193: 3.683612035452228e-06
Position 199: 3.499264710374917e-06
Position 2321: 3.1612665018121996e-06
Position 2383: 2.2780505637531946e-06
Position 2367: 2.1062581377253767e-06
Position 1312: 1.5037848816140714e-06
Position 836: 1.3050919966892055e-06
Position 1370: 6.77166167131361e-07
Position 1324: 6.671277293847598e-07
Position 170: 5.936192772307316e-07
Position 678: 5.48500685240658e-07
Position 2508: 3.311387805800107e-07
Position 2756: 2.4882647606909636e-07
Position 2632: 1.6053868884949232e-07
Position 3235: 1.4705943368541292e-07
Position 2743: 1.2496347853267813e-07
Position 3: 9.651301020914414e-08
Position 2741: 8.907804814732835e-08
Position 2668: 5.6082091382312217e-08
Position 2580: 3.1664731579111605e-08
Position 2635: 2.742289004079644e-08
Position 2589: 2.2886398671046912e-08
Position 2747: 1.9537909355917825e-08
Position 2675: 8.03117486705009e-09
Position 2598: 7.808995170080405e-09
Position 2638: 6.435177719018519e-10
Position 1259: 1.6190578880229513e-10
Position 3245: 6.841089253729591e-11
Position 2573: 3.531377139138681e-12
Position 2531: 3.4827603816874163e-16
Position 2556: 3.401515090213311e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.9859643352197673
Position 2498: 0.962710869334201
Position 2245: 0.951151352858734
Position 1028: 0.3015358324537394
Position 1572: 0.2749459136963619
Position 1594: 0.05016031250786993
Position 1860: 0.04995926986155157
Position 1635: 0.03920330357428401
Position 1884: 0.03055254609380028
Position 1751: 0.030071617683554805
Position 1897: 0.023714225673843747
Position 2454: 0.02165735957727667
Position 3988: 0.020977678701186785
Position 3289: 0.015891513839200382
Position 1393: 0.01513402229303488
Position 2406: 0.009628061202236568
Position 4035: 0.008350206646235536
Position 191: 0.008294278498375359
Position 1435: 0.008044828053777455
Position 3548: 0.005514847779739108
Position 3704: 0.005107485858244425
Position 1696: 0.004685724480255545
Position 1315: 0.0046773738880757495
Position 2547: 0.003773303316176743
Position 3832: 0.0037579172437359216
Position 1600: 0.0036204630586047573
Position 3140: 0.0035445160098717264
Position 3252: 0.003539690001475053
Position 1462: 0.0030542843462961263
Position 678: 0.003005821858120693
Position 1705: 0.002559521567958125
Position 1543: 0.0021398962644116216
Position 3598: 0.0020933764543913484
Position 194: 0.0019177341502911657
Position 1903: 0.0018791357301385172
Position 1673: 0.0018721397741269894
Position 1342: 0.0017189220886302278
Position 3204: 0.0016233772600666523
Position 1199: 0.0015561514861977771
Position 228: 0.0015057880543336377
Position 3221: 0.0013775170987479959
Position 1529: 0.0013212627233855096
Position 1370: 0.001315336068859428
Position 1373: 0.0012097665128963362
Position 3864: 0.001140483530973232
Position 2550: 0.0011295253560900571
Position 4241: 0.0009086859676294432
Position 1642: 0.0008882351504551
Position 2842: 0.0008096803091272501
Position 2112: 0.0007183192552363865
Position 4148: 0.0006224222920925202
Position 3496: 0.0005939630225221033
Position 2092: 0.0005237524467428523
Position 2177: 0.0004934240418051467
Position 3423: 0.00047914573461514166
Position 4177: 0.00045929373119640875
Position 3574: 0.0004282840457617499
Position 2764: 0.00040147623220145246
Position 4039: 0.00035603149020221306
Position 1213: 0.00035402032099507793
Position 2042: 0.0003502499516271708
Position 851: 0.0003343657273470253
Position 2432: 0.00031989466070821116
Position 3144: 0.00028792974561758083
Position 3473: 0.00028233612489671315
Position 3912: 0.0002756739319677259
