Gene = Pi3K21B
index = 1379
Annotated 5SS: [ 524 2039]
Annotated 3SS: [1152 4145]
SMsplice 5SS: [ 524 2039 4823]
SMsplice 3SS: [1152 4145 4883]
top_k =  1000
Partition function (log Z): -7.663812487857876

Sorted 5' Splice Sites (High to Low Probability):
Position 2039: 0.9670698427085401
Position 524: 0.5573919538910395
Position 190: 0.32687293186796806
Position 3252: 0.30150048241655697
Position 194: 0.2580742344613496
Position 995: 0.08742873006736875
Position 4776: 0.06909066195616108
Position 365: 0.06395388993122378
Position 304: 0.05214549528956944
Position 3134: 0.051956230714497405
Position 2670: 0.029355137345158985
Position 75: 0.02835209826148102
Position 3224: 0.020022089520271964
Position 688: 0.016058310375536768
Position 1412: 0.014067368724775558
Position 4998: 0.008431501735275005
Position 278: 0.00842575406168369
Position 2030: 0.008406493055085324
Position 1027: 0.007711988549863237
Position 3095: 0.006725435773585018
Position 2686: 0.006673606795352451
Position 90: 0.006542628264053896
Position 7022: 0.005955923165439873
Position 1247: 0.00548192662676394
Position 4065: 0.004867234345595209
Position 1317: 0.003947340669353514
Position 3494: 0.00317700526694445
Position 3521: 0.0028407606514550304
Position 3899: 0.002504736542881858
Position 2847: 0.0018512074495099242
Position 5688: 0.0015752568116454704
Position 1704: 0.0011204020803711248
Position 669: 0.000986867949440922
Position 286: 0.0009457515313491518
Position 565: 0.0009199358743261643
Position 243: 0.0008114227955637297
Position 3754: 0.0007563282847990725
Position 881: 0.0007038461376580915
Position 1006: 0.0006740556568706786
Position 4551: 0.000551806959071493
Position 2781: 0.0005246038716381523
Position 582: 0.0004911001884738242
Position 362: 0.0004643226329106651
Position 1346: 0.00041152606561939474
Position 404: 0.00041092287221547653
Position 5484: 0.0004056786387291776
Position 818: 0.0003221548810395043
Position 528: 0.00031861410654562844
Position 4358: 0.00031606530263194487
Position 2085: 0.0002823087910287446
Position 1042: 0.0002741422981648832
Position 1519: 0.0002505102750717213
Position 5634: 0.00022079547556229205
Position 4061: 0.00021958809161392123
Position 77: 0.00021074094283986147
Position 1446: 0.00019961477381764394
Position 594: 0.00018570408186422771
Position 2100: 0.00018320998170057528
Position 2469: 0.0001503562741080168
Position 282: 0.0001349266490923791
Position 407: 0.00013086371942805803
Position 255: 0.00012497586723584942
Position 3289: 0.00012028941855853607
Position 728: 0.00012000957302720762
Position 1490: 0.00011144339122413747
Position 268: 0.00010192806155232086
Position 136: 9.979355385989955e-05
Position 3006: 9.65718554815373e-05
Position 2632: 9.305558369174024e-05
Position 1530: 9.231954891435677e-05
Position 1861: 9.171711486258197e-05
Position 672: 8.132861192605425e-05
Position 3894: 8.042860681108193e-05
Position 2799: 8.038019557797752e-05
Position 3963: 8.029047435779715e-05
Position 4014: 7.263333304553089e-05
Position 1449: 7.120140499268214e-05
Position 274: 4.5038871201803425e-05
Position 2601: 4.0092956581268754e-05
Position 302: 3.797877551763539e-05
Position 2607: 3.3024521253140356e-05
Position 656: 3.140476417825969e-05
