Gene = Vta1
index = 1599
Annotated 5SS: [211 334 569]
Annotated 3SS: [271 417 635]
SMsplice 5SS: [211 334 569]
SMsplice 3SS: [271 417 635]
top_k =  1000
Partition function (log Z): -1.1905876532448616

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9601303192382389
Position 334: 0.9402182190060288
Position 569: 0.929820858233496
Position 776: 0.03731179321475902
Position 1260: 0.018797155174502214
Position 729: 0.0043634010819371145
Position 1254: 0.0022830625821679343
Position 530: 0.002205878971350971
Position 57: 0.0017992466011050943
Position 582: 0.0008605736619844513
Position 573: 0.0006010257751532278
Position 282: 0.0005689829322237463
Position 483: 0.0005560657741856503
Position 738: 0.0005432352715441975
Position 982: 0.0003773183625512255
Position 215: 0.00032727075982639977
Position 1267: 0.00015959209096629815
Position 310: 0.00014165513146426683
Position 383: 0.00011416535233203307
Position 338: 0.00010769311024169391
Position 1123: 9.200363771813903e-05
Position 1108: 6.723732079549793e-05
Position 622: 5.915812669463405e-05
Position 452: 5.622699062296504e-05
Position 695: 4.66706321641016e-05
Position 1170: 2.4946693729948647e-05
Position 32: 1.84318680705934e-05
Position 4: 1.686078240175491e-05
Position 182: 1.2895025653453302e-05
Position 185: 7.640501938453195e-06
Position 14: 5.2199550954046135e-06
Position 958: 4.464348247715517e-06
Position 1380: 3.6954787797015875e-06
Position 1161: 3.005542738033721e-06
Position 20: 2.8065623079376876e-06
Position 640: 2.700329983923525e-06
Position 665: 2.0286221944687626e-06
Position 380: 1.7423849405225918e-06
Position 229: 1.5560711588634544e-06
Position 35: 1.4180809127407943e-06
Position 1287: 9.108476500888433e-07
Position 1333: 7.838853119499588e-07
Position 247: 6.338207012774293e-07
Position 106: 3.4621329648531745e-07
Position 1018: 2.7913695670273815e-07
Position 238: 8.441475096660376e-08
Position 133: 5.622050769586959e-08
Position 961: 3.821919152586923e-08
Position 387: 3.561908034495509e-08
Position 1045: 2.751967757247039e-08
Position 1054: 2.7101789893664115e-08
Position 392: 1.1305548654833013e-08
Position 398: 5.16824914892895e-09
Position 1114: 1.614159773142548e-09
Position 271: 1.3743329379903358e-09
Position 643: 8.251218829122218e-10
Position 117: 7.5944640990553e-10
Position 662: 2.6808663405162254e-10
Position 667: 9.33660495459988e-11
Position 1010: 1.3376990216610986e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 417: 0.9411474652599741
Position 271: 0.9156296490428828
Position 635: 0.8383971854066957
Position 687: 0.05243784848090919
Position 281: 0.03517012321229334
Position 856: 0.026020258125989373
Position 618: 0.024194435761549653
Position 1314: 0.01945507639512953
Position 662: 0.010723560795206168
Position 805: 0.007701713537068573
Position 1161: 0.007454822680014365
Position 1158: 0.004540423635330555
Position 648: 0.004332526316121693
Position 1063: 0.0035337067018243614
Position 1010: 0.0023763615941889554
Position 1320: 0.002011971789588875
Position 133: 0.001640413149727462
Position 1181: 0.0012676642191231321
Position 440: 0.001215121000545319
Position 585: 0.000579777079059145
Position 1294: 0.0004538706487376474
Position 365: 0.00028030751749699457
Position 545: 0.00023450427569766903
Position 1325: 0.00016684249510262806
Position 154: 0.00013692868660947192
Position 771: 0.00010617007724777038
Position 467: 6.74029804751649e-05
Position 725: 6.102226436633239e-05
Position 315: 5.4151582910617247e-05
Position 709: 3.7523768342987094e-05
Position 1395: 3.534437209380313e-05
Position 452: 3.153009981576461e-05
Position 981: 2.259208819812974e-05
Position 106: 1.8905448358784662e-05
Position 494: 1.699740710265092e-05
Position 906: 1.6234967044883794e-05
Position 819: 1.5689303993306956e-05
Position 52: 1.4497137666173173e-05
Position 924: 1.3914872346080506e-05
Position 1227: 1.3170986721648779e-05
Position 437: 1.1554537700159283e-05
Position 1206: 1.0190541608550481e-05
Position 831: 1.012160840709472e-05
Position 711: 8.95040484929059e-06
Position 1210: 6.096605428179995e-06
Position 931: 5.889939137920715e-06
Position 978: 5.32747071710708e-06
Position 1333: 4.6578320680777275e-06
Position 1435: 4.172478769851845e-06
Position 1101: 3.8504618408587e-06
Position 482: 3.3976043934119736e-06
Position 461: 3.104101174823333e-06
Position 825: 3.0628105505286685e-06
Position 446: 2.969476029701655e-06
Position 70: 2.4128132758930535e-06
Position 1068: 1.6680089701028646e-06
Position 294: 1.6207746386518563e-06
Position 78: 1.4497873133306542e-06
Position 738: 1.1516882304056854e-06
Position 65: 6.304617720366203e-07
Position 84: 5.87326180738931e-07
Position 224: 3.852422256424355e-07
Position 163: 2.9208606187694276e-07
Position 554: 9.34303566722679e-08
Position 506: 6.628342750768921e-08
Position 229: 3.995784845653865e-08
Position 211: 1.1918379600234213e-08
Position 704: 1.7474845428676648e-09
Position 338: 1.5984021619280673e-09
Position 557: 1.0583668360922438e-09
Position 729: 4.836174716828334e-10
Position 215: 1.742446406766039e-14
Position 204: 1.426405982939258e-14
