Gene = Zasp66
index = 1604
Annotated 5SS: [ 2140  2739  3360 10413 10711 11382 13228 13825]
Annotated 3SS: [ 2589  3055 10211 10630 11309 13067 13785 13895]
SMsplice 5SS: [  313  2739  3360 10413 10711 13825]
SMsplice 3SS: [ 2589  3055 10211 10630 13785 13957]
top_k =  1000
Partition function (log Z): 10.363905063118136

Sorted 5' Splice Sites (High to Low Probability):
Position 3360: 0.9959743615928153
Position 313: 0.991719835567737
Position 10711: 0.9826040845368931
Position 2739: 0.9793461990394856
Position 10413: 0.972246329556602
Position 13825: 0.6745031241570268
Position 13228: 0.5328990620304037
Position 2140: 0.41630368872742357
Position 11382: 0.1722329356997792
Position 4176: 0.17163270841343797
Position 9931: 0.10848624602206537
Position 10577: 0.08902203518471331
Position 11388: 0.0730366193630912
Position 1393: 0.06540715237537607
Position 6265: 0.056009406015294645
Position 1586: 0.03995654830522647
Position 4914: 0.037935538650932604
Position 1435: 0.025501635138898974
Position 3577: 0.024598167308035913
Position 11188: 0.01938773784651113
Position 2787: 0.015249400971660589
Position 44: 0.014906095925700021
Position 11919: 0.012123145957116907
Position 3826: 0.009135311258080824
Position 11958: 0.009070072975112335
Position 3017: 0.008202144574451587
Position 8727: 0.007480104622684364
Position 11930: 0.006217535542134507
Position 2542: 0.006099332381402823
Position 2511: 0.0058822678244367585
Position 13896: 0.0057507603812907105
Position 13899: 0.004770922167279123
Position 2098: 0.004391522181840722
Position 9566: 0.004367839938632002
Position 1740: 0.0038260698997826014
Position 10417: 0.0034241160730851534
Position 1383: 0.0033409911264835044
Position 1456: 0.0032639632518254727
Position 1565: 0.0028418221255245104
Position 35: 0.0027059564820378045
Position 1758: 0.00267752312510469
Position 8850: 0.0025459511950073456
Position 2893: 0.0022097207238159717
Position 1754: 0.0021939779542855765
Position 8823: 0.0019324319323518076
Position 3820: 0.0015676251955966435
Position 3163: 0.0014012264346480324
Position 2990: 0.001352767720646423
Position 169: 0.0011836782248836923
Position 3012: 0.00114090285418644
Position 11735: 0.0010223265187839145
Position 3617: 0.000921987534717006
Position 10386: 0.0008596456794282064
Position 2360: 0.0007983652174784687
Position 1399: 0.0007769422947093296
Position 5468: 0.000693479665418298
Position 10731: 0.0006910350796255451
Position 8834: 0.0006611310889957635
Position 14267: 0.0006357390555542443
Position 2757: 0.0006098479408658136
Position 4548: 0.0005913593065070206
Position 4034: 0.0005668613493430366
Position 3754: 0.0005542305844714439
Position 12621: 0.0005397069826767516
Position 4373: 0.00046271731844628976
Position 2069: 0.000462212278644183
Position 3351: 0.0004556178609118708
Position 2728: 0.0004478270378491787
Position 4747: 0.0004231160264866092
Position 2831: 0.0003824275191743205
Position 4518: 0.0003793819707769502
Position 10383: 0.000369286885674869
Position 2441: 0.0003531152267079858
Position 4524: 0.00034269612951003293
Position 673: 0.000328432695513798
Position 385: 0.0003153346355873357
Position 1543: 0.00029349511606431133
Position 2731: 0.000278856590913618
Position 11971: 0.0002687358938470514
Position 2150: 0.00026272075713353656
Position 1406: 0.00023602437680169669
Position 10390: 0.00021056383514496234
Position 307: 0.0002088131962871733
Position 6094: 0.00020479631802040207
Position 733: 0.0002005674969204966
Position 4066: 0.00018718806840968357
Position 4460: 0.00018498718846540383
Position 135: 0.00017382949128412844
Position 485: 0.0001712341581167231
Position 2824: 0.00016516544190919952
Position 11192: 0.00015934723995805593
Position 540: 0.0001579765472721144
Position 4766: 0.00014460402126736675
Position 4506: 0.00013326339732165274
Position 3880: 0.00013196516855407022
Position 1282: 0.00012663627830526443
Position 11092: 0.00012146498025672779
Position 5878: 0.00012098607563393483
Position 11574: 0.00011844678008462209
Position 1359: 0.00011744907581710546
Position 4483: 0.00011277247902491767
Position 3399: 0.00011037250044318471
Position 615: 0.00010955451207684724
Position 11016: 0.0001028146952516277
Position 3021: 9.909777749845379e-05
Position 3851: 9.789588117765363e-05
Position 4707: 9.743589835911617e-05
Position 1510: 9.409982250189601e-05
Position 336: 9.268270709966428e-05
Position 3698: 8.940264917076334e-05
Position 3427: 8.896177265814594e-05
Position 1744: 8.712367031838896e-05
Position 176: 8.291328819385924e-05
Position 778: 8.138511703650838e-05
Position 11045: 8.093583241705884e-05
Position 11946: 8.083338745194085e-05
Position 3890: 7.845611065095081e-05
Position 870: 7.390372503265957e-05
Position 4018: 7.114387790991831e-05
Position 2822: 7.06001572768255e-05
Position 953: 7.038051297148392e-05
Position 3716: 6.862324725077341e-05
Position 11570: 6.857243000732178e-05
Position 3585: 6.575129226213654e-05
Position 10999: 6.33910890086464e-05
Position 11225: 6.236063688483989e-05
Position 1318: 6.155595134511025e-05
Position 3780: 5.6806555886430445e-05
Position 10706: 5.676703680866194e-05
Position 1403: 4.7901757792739496e-05
Position 3620: 4.632349575603511e-05
Position 2388: 4.330424642491778e-05
Position 4026: 4.2594058030108685e-05
Position 7004: 4.197576709760622e-05
Position 3795: 4.178846922033291e-05
Position 1516: 4.083734790126343e-05
Position 5127: 3.989358847850878e-05
Position 141: 3.4119498113400404e-05
Position 971: 3.33765381235597e-05
Position 10961: 3.3161263164993245e-05
Position 2655: 3.143180998142886e-05
Position 4328: 3.044431265703496e-05
Position 1705: 2.9199690465791824e-05
Position 70: 2.8897338981124005e-05
Position 1130: 2.6733040102641724e-05
Position 2913: 2.6508680689665797e-05
Position 11185: 2.6117483409992815e-05
Position 10715: 2.541604843453548e-05
Position 414: 2.397258021444766e-05
Position 2782: 2.204929666947946e-05
Position 2755: 2.0186195802883008e-05
Position 6597: 2.0038183164725185e-05
Position 149: 1.989849535854832e-05
Position 3830: 1.9097228986629636e-05
Position 6346: 1.823586586839856e-05
Position 3804: 1.8076499272265598e-05
Position 3807: 1.780746364201044e-05
Position 11038: 1.6354427914097846e-05
Position 863: 1.4936191090864655e-05
Position 1303: 1.4553617563103802e-05
Position 1160: 1.4269389994923132e-05
Position 3276: 1.0933320997089334e-05
Position 964: 1.040645436166961e-05
Position 5499: 1.007984798909265e-05
Position 1321: 9.887328031794523e-06
Position 9868: 9.791452931990138e-06
Position 317: 8.435011512396928e-06
Position 2053: 8.319731707226426e-06
Position 20: 8.180154036271488e-06
