Gene = RtcB
index = 1459
Annotated 5SS: [1421]
Annotated 3SS: [1480]
SMsplice 5SS: [1421]
SMsplice 3SS: [1480]
top_k =  1000
Partition function (log Z): -5.383225353869542

Sorted 5' Splice Sites (High to Low Probability):
Position 1421: 0.9917540711521942
Position 749: 0.07441687050849267
Position 173: 0.05868176630251165
Position 461: 0.0401099496929976
Position 1724: 0.011139077431084811
Position 1085: 0.009522047414550209
Position 1669: 0.009040134680779138
Position 1709: 0.004951466918094671
Position 160: 0.0017355659147807133
Position 305: 0.0016393562879445395
Position 134: 0.0015767408412955305
Position 1401: 0.001135750839897574
Position 1732: 0.0008166829883793929
Position 587: 0.0007240116938485361
Position 1425: 0.0006763784491192433
Position 476: 0.0006582000445981105
Position 890: 0.0005963729892012415
Position 1123: 0.0005937447156867847
Position 500: 0.0005004236531582735
Position 935: 0.0004058718887689499
Position 1135: 0.00020899531132047194
Position 827: 0.0001990753418181599
Position 1031: 0.0001890161756507321
Position 715: 0.00018257051956748223
Position 523: 0.00016753951234363618
Position 1240: 0.00015348152530004374
Position 1244: 0.00012198429541455998
Position 1694: 0.00010559237430528043
Position 454: 9.182770087564883e-05
Position 798: 8.549418885168111e-05
Position 1747: 6.433970901040483e-05
Position 591: 5.320312699678306e-05
Position 545: 4.968409088420302e-05
Position 1634: 4.949659035084231e-05
Position 1202: 4.741783865221846e-05
Position 1631: 4.664263400911564e-05
Position 896: 3.726780677795409e-05
Position 365: 3.6841009999192136e-05
Position 309: 3.4506538800673814e-05
Position 373: 2.9710272714886662e-05
Position 57: 2.8747467696682487e-05
Position 850: 2.776563547970717e-05
Position 458: 2.4643297148463446e-05
Position 1589: 2.2300442881871933e-05
Position 571: 1.8655058900071517e-05
Position 1622: 1.2765878153748981e-05
Position 480: 1.2642453942899814e-05
Position 683: 1.2380017050776193e-05
Position 5: 1.1887864077837801e-05
Position 893: 1.132855712404965e-05
Position 1552: 8.749410309288192e-06
Position 232: 6.929724770532707e-06
Position 1217: 6.718954258505555e-06
Position 1116: 6.36704025016209e-06
Position 138: 6.185503096649422e-06
Position 465: 4.9720618799315885e-06
Position 25: 4.304892479194515e-06
Position 242: 3.799546978608485e-06
Position 326: 3.677850842875725e-06
Position 1644: 3.632369511545352e-06
Position 131: 2.1857147133323596e-06
Position 685: 2.072336122051073e-06
Position 1356: 2.0268893772431145e-06
Position 1331: 1.4543027741575815e-06
Position 224: 1.1203546803047953e-06
Position 1396: 1.0780356986396249e-06
Position 1361: 5.412254388291767e-07
Position 1335: 5.332968836404748e-07
Position 1571: 3.7904575843697367e-07
Position 122: 3.009552429812452e-07
Position 1438: 2.9423708565833003e-07
Position 1532: 2.8888851230575093e-07
Position 536: 2.3638174788354908e-07
Position 1169: 1.9347962487308603e-07
Position 142: 1.8050675002065057e-07
Position 830: 1.0331525004124381e-07
Position 593: 9.420265792025748e-08
Position 504: 6.996974524724549e-08
Position 234: 1.0391583141955849e-08
Position 565: 5.522068765292383e-09
Position 352: 4.4692631993847055e-09
Position 953: 1.6096713956755896e-09
Position 1298: 1.077922145239334e-09
Position 344: 1.0665013906592627e-09
Position 495: 3.9052872547191916e-10
Position 664: 1.984681544175567e-11
Position 291: 2.532145219215963e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.9981159353165908
Position 1201: 0.07503532609120678
Position 249: 0.03763662754501824
Position 1793: 0.02660982517805942
Position 1356: 0.02220152026334332
Position 1298: 0.011198816466167522
Position 934: 0.010344884954340241
Position 826: 0.005476308123972178
Position 1321: 0.0029495270338796863
Position 1255: 0.0026829040523127564
Position 532: 0.002641142413805277
Position 1095: 0.002600464658664128
Position 1309: 0.0021813376472618216
Position 1121: 0.001623548445800392
Position 1228: 0.001568057406483867
Position 958: 0.001547925331285729
Position 305: 0.0014133540944422924
Position 1006: 0.0013798466133218474
Position 1042: 0.0009282029701617735
Position 372: 0.0009038330579355774
Position 915: 0.0006783389439734336
Position 748: 0.000502953336337608
Position 637: 0.00038324836518900825
Position 1456: 0.000323688220203363
Position 1767: 0.0003078476454587138
Position 1732: 0.00019571351898543265
Position 1132: 0.00019235057601412096
Position 1231: 0.0001650409183588005
Position 529: 0.00015362738130447536
Position 541: 0.00012670793180504417
Position 850: 0.00010955730459057778
Position 1054: 8.787531514549337e-05
Position 465: 8.222890593007846e-05
Position 331: 6.872660043569597e-05
Position 334: 6.687614709190131e-05
Position 1528: 6.066828086104181e-05
Position 820: 5.98535491730871e-05
Position 1499: 4.3340153626816335e-05
Position 1381: 4.0018807278171674e-05
Position 604: 2.5860425994844397e-05
Position 1325: 1.565735468461657e-05
Position 883: 1.4516043610477323e-05
Position 565: 1.3358930991277333e-05
Position 211: 1.0937018303690973e-05
Position 82: 1.0557628535137612e-05
Position 889: 9.380224554281973e-06
Position 700: 9.049196960922574e-06
Position 1694: 8.696669651260798e-06
Position 967: 7.783734401260987e-06
Position 1390: 7.183909872915692e-06
Position 715: 6.738180933524757e-06
Position 676: 5.867785117157951e-06
Position 202: 5.766261557921993e-06
Position 865: 5.118116481906547e-06
Position 199: 4.873709093665852e-06
Position 1543: 4.746541685546974e-06
Position 65: 3.950523068468519e-06
Position 1618: 3.6317076488611527e-06
Position 985: 3.3469243337845793e-06
Position 1020: 2.778143701150226e-06
Position 769: 2.210532215289573e-06
Position 553: 1.5096075862032488e-06
Position 550: 1.4708283876571497e-06
Position 259: 1.3342495406997233e-06
Position 107: 9.194882534530237e-07
Position 964: 8.836791770761986e-07
Position 91: 6.457517875614091e-07
Position 229: 6.11384726587883e-07
Position 1404: 6.07675183964568e-07
Position 766: 5.963878969582095e-07
Position 88: 4.870964827472201e-07
Position 338: 4.57027190432181e-07
Position 283: 3.7960685334089785e-07
Position 1652: 3.530934598648959e-07
Position 1552: 2.9632533555389785e-07
Position 1597: 6.336625686025392e-08
Position 274: 4.547378827999921e-08
Position 126: 2.4099732178025346e-08
Position 694: 2.0483191383868116e-08
