Gene = w-cup
index = 1933
Annotated 5SS: [1037]
Annotated 3SS: [1096]
SMsplice 5SS: [1037]
SMsplice 3SS: [1096]
top_k =  1000
Partition function (log Z): -5.9194732238475245

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9812313406759597
Position 1187: 0.07774032189572981
Position 1447: 0.023415647030380786
Position 949: 0.015361595739982714
Position 533: 0.004437089918322436
Position 1117: 0.0018770766092046501
Position 367: 0.0018518266504258581
Position 1050: 0.0016102330633636017
Position 49: 0.0015483770834912943
Position 295: 0.0014276194402641374
Position 1283: 0.0013885737667564861
Position 148: 0.001332416500628469
Position 523: 0.001302768480049153
Position 546: 0.0006405291963904029
Position 1548: 0.0005786039668426327
Position 467: 0.0004919880290349888
Position 819: 0.000481996263305661
Position 139: 0.0004658528421368645
Position 9: 0.00039165808517515786
Position 1008: 0.00029201766775397776
Position 772: 0.00025883808730954886
Position 14: 0.00019559163600476934
Position 236: 0.00016794314907040965
Position 678: 0.00015901946474024075
Position 1416: 0.00014578782079968346
Position 738: 0.00014057881514174797
Position 954: 7.084317740639979e-05
Position 611: 6.553448704917435e-05
Position 25: 6.286817453412852e-05
Position 1608: 5.899936776692409e-05
Position 1829: 5.350405660775242e-05
Position 1737: 5.0126775591448976e-05
Position 1719: 4.30922352062076e-05
Position 1316: 3.20922758652897e-05
Position 1499: 2.7332209117361402e-05
Position 108: 2.6524096684779393e-05
Position 1365: 2.311304327142727e-05
Position 220: 2.249140751976069e-05
Position 1405: 1.879575024765628e-05
Position 1682: 1.8736330623207423e-05
Position 909: 1.4314899812821147e-05
Position 393: 9.081939251998346e-06
Position 690: 8.389298815573819e-06
Position 1839: 3.710868550145302e-06
Position 937: 3.4194555167838426e-06
Position 246: 3.1662241320425763e-06
Position 1854: 1.188489017108418e-06
Position 1801: 9.662684396752887e-07
Position 1739: 7.975772853176812e-07
Position 645: 7.466031880805289e-08
Position 889: 2.7720409843455203e-08
Position 1137: 1.696736431803501e-08
Position 642: 7.959008048097392e-09
Position 1191: 3.9516450498750095e-09
Position 1096: 2.1839795352356652e-09
Position 619: 1.154948995764459e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1096: 0.5841307840569709
Position 1099: 0.40885513467339113
Position 1652: 0.024520862248985368
Position 1608: 0.019899468024668826
Position 1494: 0.01405318645498172
Position 603: 0.009212649063112017
Position 1632: 0.008986664023798416
Position 1674: 0.0074842805686916175
Position 1105: 0.006311695508991672
Position 1307: 0.00520350465076196
Position 1338: 0.004854791937090847
Position 1548: 0.003354250812261539
Position 1635: 0.0027162451291553595
Position 1313: 0.002646984046161181
Position 1267: 0.002543890358838596
Position 1765: 0.0020166089677839593
Position 1235: 0.001921908495004146
Position 1806: 0.0012956119562809033
Position 120: 0.0010509773271382642
Position 899: 0.0006662561195127616
Position 1405: 0.0005836331199253369
Position 1434: 0.0005822416111869942
Position 1429: 0.0005571596415255661
Position 1768: 0.0005446244610009474
Position 1324: 0.0005199097365343652
Position 606: 0.0005025689804118923
Position 419: 0.0004803622840097645
Position 266: 0.0003691577430373751
Position 431: 0.0003658458465238304
Position 1382: 0.00034642343035285817
Position 889: 0.0003378592671148661
Position 1412: 0.0003239320933919024
Position 1008: 0.00026213618244035335
Position 669: 0.00017667833252554943
Position 189: 0.0001613018243099035
Position 590: 0.00015489017373021587
Position 515: 0.00013627822953124474
Position 339: 0.00013203163184199055
Position 192: 0.0001039180934097749
Position 1232: 0.00010127679972484144
Position 1199: 0.00010048267090450935
Position 1554: 9.025500035851706e-05
Position 1910: 8.91923613028196e-05
Position 1340: 7.425469777321723e-05
Position 630: 7.414851382260391e-05
Position 786: 7.337236952125301e-05
Position 1386: 5.719752242472774e-05
Position 1202: 5.049689803698304e-05
Position 661: 4.449012967375023e-05
Position 1180: 3.555432617805846e-05
Position 865: 2.918604174416186e-05
Position 1277: 2.8414028907588633e-05
Position 1154: 2.564558055649684e-05
Position 1166: 2.3323058410730632e-05
Position 1447: 2.260204399367922e-05
Position 627: 1.908454434268895e-05
Position 1121: 1.8738005242205666e-05
Position 1347: 1.7373323340231568e-05
Position 1356: 1.4782176074489954e-05
Position 291: 1.448658945168652e-05
Position 1839: 1.3077897938915221e-05
Position 1915: 1.2924561848553591e-05
Position 201: 1.2237055994154498e-05
Position 836: 1.1297011660262972e-05
Position 1143: 1.0736629708866098e-05
Position 367: 9.48595610019567e-06
Position 328: 9.220448439351985e-06
Position 834: 8.30917442097407e-06
Position 482: 8.283224484780035e-06
Position 710: 7.62357250775198e-06
Position 767: 7.4475955257316275e-06
Position 241: 7.1157702862577425e-06
Position 683: 6.965396142453694e-06
Position 236: 5.758921048015424e-06
Position 619: 5.648687636718008e-06
Position 1223: 5.111548431031218e-06
Position 1682: 4.691322877442056e-06
Position 678: 4.608714531975408e-06
Position 523: 3.5735983613074093e-06
Position 819: 3.3420170387454272e-06
Position 295: 2.9949452783471484e-06
Position 791: 2.89355769038774e-06
Position 738: 2.470008359361875e-06
Position 81: 2.29385637281516e-06
Position 853: 1.916450214391106e-06
Position 1271: 1.8200850214616045e-06
Position 734: 1.5258036061903681e-06
Position 435: 1.2126244777510876e-06
Position 1041: 1.107157603722729e-06
Position 353: 1.0441094063533933e-06
Position 572: 9.918595609532895e-07
Position 135: 7.628988924912168e-07
Position 465: 7.006255495131828e-07
Position 1701: 6.829742715279882e-07
Position 533: 5.491457380819502e-07
Position 914: 4.459736910315482e-07
Position 125: 3.4164982464883003e-07
Position 869: 3.027366775757704e-07
Position 634: 2.9759979040210983e-07
Position 443: 2.777543188570985e-07
Position 148: 2.2937763470105209e-07
Position 772: 2.0581913150821828e-07
Position 251: 1.8885409272687663e-07
Position 687: 1.6626807584073205e-07
Position 378: 1.562206711724155e-07
