Gene = RPA2
index = 1402
Annotated 5SS: [114 234 884]
Annotated 3SS: [171 296 972]
SMsplice 5SS: [234 884]
SMsplice 3SS: [296 972]
top_k =  1000
Partition function (log Z): 1.0069541307704202

Sorted 5' Splice Sites (High to Low Probability):
Position 884: 0.9989038484407196
Position 234: 0.5306433680673743
Position 114: 0.4624205373363267
Position 238: 0.2834280120941471
Position 510: 0.09029115458053392
Position 534: 0.028135116177767493
Position 1048: 0.015382642671224878
Position 516: 0.007890178485086902
Position 528: 0.0063511777968448336
Position 242: 0.004638500677994201
Position 562: 0.0023177777404407296
Position 118: 0.001631210091208244
Position 368: 0.001202197525401764
Position 253: 0.0007084061311940913
Position 1062: 0.00046957457740608817
Position 551: 0.00031494773686262245
Position 615: 0.0002615678003903989
Position 281: 0.0002465297703668053
Position 396: 0.00011173437767353669
Position 384: 0.00010756621312742293
Position 1088: 9.702115971791087e-05
Position 679: 7.56397553079656e-05
Position 52: 7.162637064032805e-05
Position 888: 6.992353425076602e-05
Position 694: 6.837862266203746e-05
Position 19: 6.169824766815541e-05
Position 405: 5.773686413657338e-05
Position 315: 2.695853551765711e-05
Position 1060: 2.4141812399908164e-05
Position 258: 1.9963763746822786e-05
Position 353: 1.8017772466725056e-05
Position 382: 1.5545161475785798e-05
Position 35: 1.22883491175177e-05
Position 312: 1.048023572997623e-05
Position 597: 8.244966231594522e-06
Position 356: 7.75428249587058e-06
Position 878: 6.708192007223991e-06
Position 27: 6.01025656782389e-06
Position 891: 5.5443783392207225e-06
Position 127: 3.259501288696729e-06
Position 636: 3.00250120774629e-06
Position 759: 2.771176228056288e-06
Position 303: 9.106536482057099e-07
Position 789: 5.996850563049179e-07
Position 763: 5.27742421201025e-07
Position 327: 3.847321074054996e-07
Position 813: 9.054031075620398e-08
Position 171: 3.7244343988477075e-09
Position 165: 2.046095158597442e-09
Position 617: 2.7967592188542448e-11
Position 387: 4.564719399308118e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9991382329264334
Position 296: 0.5126462804539911
Position 171: 0.44433459192981195
Position 655: 0.374118175625463
Position 303: 0.03352241483347564
Position 587: 0.025946006272787935
Position 368: 0.011382801612173317
Position 1142: 0.010308841977742011
Position 1108: 0.006067629925360317
Position 323: 0.0051994764252305875
Position 746: 0.004073443649474776
Position 717: 0.00202959512945484
Position 614: 0.001970899179474974
Position 726: 0.0011345423828261095
Position 339: 0.0009540341967596432
Position 396: 0.0008748955856266651
Position 161: 0.0006520727919042407
Position 320: 0.00035848442171669575
Position 425: 0.00030676950060635024
Position 177: 0.0002524418681612393
Position 671: 0.000232485054993543
Position 1017: 0.00014848788209530702
Position 763: 0.00012556224204220964
Position 533: 0.00012498492717857713
Position 123: 3.178449739520149e-05
Position 558: 2.769042548614102e-05
Position 636: 2.581465258602673e-05
Position 92: 2.3929938646969837e-05
Position 797: 2.2922677129506e-05
Position 510: 2.1204976139833575e-05
Position 662: 1.0356791467399854e-05
Position 210: 9.003578209577662e-06
Position 1028: 7.964933683828168e-06
Position 65: 7.252262629655912e-06
Position 868: 5.451466383907605e-06
Position 748: 5.243999828143418e-06
Position 443: 4.621385106869791e-06
Position 457: 4.585019754649717e-06
Position 806: 4.027960323447256e-06
Position 130: 3.2885049969191797e-06
Position 482: 2.0580939549026298e-06
Position 1000: 1.870230631476469e-06
Position 451: 1.8301125078728683e-06
Position 500: 1.8099215265454835e-06
Position 677: 9.103764577357127e-07
Position 97: 8.706612988687487e-07
Position 118: 7.234182093242412e-07
Position 231: 5.494732738117394e-07
Position 341: 5.077725597268537e-07
Position 782: 5.057990779897213e-07
Position 839: 4.1595436161767406e-07
Position 135: 3.348491609838285e-07
Position 227: 2.072412509651062e-07
Position 258: 1.7739162884249429e-07
Position 410: 1.5950385749107975e-07
Position 145: 2.6543232572520732e-08
Position 137: 1.9311344135711824e-08
Position 217: 1.0042728173034574e-08
Position 234: 1.6412627465176757e-09
Position 353: 4.5104985382528243e-10
Position 253: 2.2387285393060532e-10
Position 238: 1.0020755321430415e-11
Position 242: 8.355064298550606e-14
Position 246: 3.5821969942002393e-16
