Gene = cort
index = 1656
Annotated 5SS: [ 205  396  876 1306 1514]
Annotated 3SS: [ 263  460  933 1363 1572]
SMsplice 5SS: [ 205  396  876 1306 1514]
SMsplice 3SS: [ 263  460  933 1363 1572]
top_k =  1000
Partition function (log Z): 3.29710979714302

Sorted 5' Splice Sites (High to Low Probability):
Position 205: 0.9856021257153812
Position 1306: 0.9847175711237517
Position 396: 0.9599732812250565
Position 876: 0.8872486437809395
Position 1514: 0.8445066113045578
Position 25: 0.022428152854611076
Position 1140: 0.009749309643767934
Position 1501: 0.00726108070524271
Position 621: 0.005281781032839036
Position 1511: 0.004969238530412333
Position 951: 0.0026393494395557243
Position 405: 0.0012193079767863861
Position 1592: 0.0010442977339446186
Position 1302: 0.0010148337877776555
Position 1118: 0.0007717915759313123
Position 1154: 0.00076536760853703
Position 1172: 0.0006791734124313437
Position 1590: 0.0006159375384098548
Position 356: 0.0005966583453593271
Position 820: 0.000592137040039748
Position 584: 0.000558707407786406
Position 398: 0.0005390518212519041
Position 1230: 0.00046938100741307666
Position 587: 0.00043957379298585636
Position 1495: 0.00035758518922842465
Position 1555: 0.0003538277473077887
Position 400: 0.0003190558129064529
Position 19: 0.00027791533936212136
Position 166: 0.00020411557768745415
Position 797: 0.0001928639975987155
Position 1488: 0.0001590601365951895
Position 1450: 7.956835158491978e-05
Position 788: 7.435503216308052e-05
Position 13: 6.854870267582105e-05
Position 1817: 6.642885431010647e-05
Position 553: 5.993807198025163e-05
Position 1425: 5.603919582927485e-05
Position 1799: 5.0806055213378304e-05
Position 1050: 4.9470133199536374e-05
Position 87: 4.355045336760715e-05
Position 1067: 2.703936790632498e-05
Position 903: 2.5458695156642e-05
Position 103: 2.432448374217272e-05
Position 1256: 2.1954377160060528e-05
Position 1186: 2.1147605628584032e-05
Position 101: 1.962553671078639e-05
Position 1605: 1.6651694602171615e-05
Position 1263: 1.618724321072691e-05
Position 244: 1.2238427387593691e-05
Position 1083: 1.1214909730312962e-05
Position 1314: 9.720470111304765e-06
Position 728: 8.951846909679459e-06
Position 1244: 7.463261917938476e-06
Position 1221: 3.82454100060259e-06
Position 1001: 3.1841046176662133e-06
Position 1074: 2.288045817026319e-06
Position 956: 2.2264885726223514e-06
Position 1028: 1.928398257042188e-06
Position 547: 1.7500404479051191e-06
Position 6: 1.525745688764221e-06
Position 344: 1.4263927918289177e-06
Position 1673: 1.2516728514299458e-06
Position 1018: 1.2062916318530041e-06
Position 29: 1.1419688118191203e-06
Position 79: 9.457571249762979e-07
