Gene = Rack1
index = 1405
Annotated 5SS: [255 546]
Annotated 3SS: [333 978]
SMsplice 5SS: [255 546]
SMsplice 3SS: [333 978]
top_k =  1000
Partition function (log Z): 1.2755239181772478

Sorted 5' Splice Sites (High to Low Probability):
Position 255: 0.9951348725864385
Position 546: 0.4820652626198841
Position 782: 0.417825695328435
Position 907: 0.3291750385984054
Position 891: 0.09493058134199545
Position 1116: 0.012816580996589352
Position 1186: 0.010180529000659251
Position 1596: 0.0035464606575035472
Position 626: 0.003104141749400147
Position 887: 0.0030708935019003866
Position 1628: 0.0028010559229400414
Position 1594: 0.0026007836562981865
Position 259: 0.0024166881418014844
Position 786: 0.00229531470234854
Position 631: 0.0020483689374134082
Position 729: 0.0014333972798105468
Position 1637: 0.0010843633556644626
Position 494: 0.0006376010941380787
Position 643: 0.0005939012655183136
Position 1120: 0.00041398361132336865
Position 572: 0.0003823834527660975
Position 1646: 0.00032871020513843414
Position 1600: 0.00032196635386164645
Position 722: 0.0003085835397882518
Position 895: 0.0002690095524620289
Position 1404: 0.0002670339697547336
Position 1209: 0.0002460870260717706
Position 867: 0.00023989905239510905
Position 252: 0.00019255780535900344
Position 1289: 0.00017611317362633606
Position 1808: 0.00013010746469544133
Position 1077: 0.00010941460837737892
Position 1111: 7.861270531774686e-05
Position 751: 6.874534215875771e-05
Position 1252: 5.2594075584238655e-05
Position 638: 4.1006166606105173e-05
Position 432: 3.736167957019277e-05
Position 37: 3.519106105110131e-05
Position 1314: 3.4135978768172573e-05
Position 523: 2.777447019572826e-05
Position 171: 2.515803134455544e-05
Position 1480: 1.908122290748395e-05
Position 1814: 1.6108253809962077e-05
Position 1180: 1.3943808102681044e-05
Position 435: 1.1157360805835299e-05
Position 606: 1.0703057035102123e-05
Position 850: 8.673837563409341e-06
Position 1554: 6.599547224411749e-06
Position 1585: 6.415121359396894e-06
Position 299: 6.148835430789522e-06
Position 1494: 6.131903538054897e-06
Position 712: 6.0239713621967805e-06
Position 464: 4.4737279127170884e-06
Position 1071: 4.32157182090901e-06
Position 1156: 3.580262553720566e-06
Position 825: 3.376674232928183e-06
Position 400: 3.1469494610036148e-06
Position 1769: 2.1374110409148535e-06
Position 1341: 1.8784421591661716e-06
Position 1695: 1.8256564560782343e-06
Position 105: 1.810907935330435e-06
Position 197: 1.7661026268699013e-06
Position 663: 1.2286627644135298e-06
Position 123: 8.445433630585677e-07
Position 148: 7.865508734948392e-07
Position 292: 5.595713012471722e-07
Position 348: 2.0249259862578194e-07
Position 576: 1.7455162758682489e-07
Position 12: 4.433521269148566e-08
Position 303: 3.68091400269739e-08
Position 1377: 2.070267423396531e-08
Position 955: 1.768565533798386e-08
Position 1113: 1.5023103192456743e-08
Position 1158: 1.2287570135594363e-08
Position 1013: 1.1713308784679789e-08
Position 350: 1.1023728836374893e-08
Position 107: 8.068139069884734e-09
Position 1053: 7.086175350103741e-09
Position 7: 2.644762582773099e-09
Position 966: 7.753250729976775e-10
Position 1258: 6.536627463888468e-10
Position 987: 1.656528921270213e-10
Position 991: 6.401951914511204e-11
Position 1023: 4.229846600620639e-12
Position 1021: 1.9835402709964337e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 333: 0.990540649138704
Position 978: 0.9680279030456536
Position 825: 0.3066439963667773
Position 618: 0.028218712703891608
Position 948: 0.021140037378394032
Position 1288: 0.01957447378768078
Position 1705: 0.011771557813536799
Position 635: 0.008657205136553674
Position 1017: 0.003308376069797448
Position 887: 0.0027117042693792595
Position 1729: 0.0023226385108031087
Position 1185: 0.001964476699990247
Position 630: 0.001763758566159178
Position 395: 0.0012375213890820408
Position 703: 0.00044060504117480445
Position 398: 0.00042425663364883617
Position 647: 0.0003661182517707986
Position 1885: 0.00031999790959670707
Position 338: 0.00031779400182754467
Position 1759: 0.00027781968874484084
Position 774: 0.00026202625129936326
Position 427: 0.0001867647508228731
Position 1950: 0.00017596467065660748
Position 581: 0.00014947107069309833
Position 832: 0.00013061558875260266
Position 572: 8.435337081591737e-05
Position 1500: 7.972227146977261e-05
Position 789: 7.674248146713601e-05
Position 356: 7.091708972377374e-05
Position 1455: 4.9227365104688915e-05
Position 1431: 4.6999953905249354e-05
Position 1743: 4.36727523438306e-05
Position 1674: 3.698801559163685e-05
Position 1041: 2.8240110031762416e-05
Position 1853: 2.560722701157338e-05
Position 1933: 2.5233463323714197e-05
Position 1296: 2.0665236479609467e-05
Position 638: 1.9943060259717157e-05
Position 1209: 1.8474277406066888e-05
Position 86: 1.6612348028746643e-05
Position 1947: 1.3454965555480993e-05
Position 1717: 1.2368874285380757e-05
Position 1215: 9.69916208005567e-06
Position 93: 9.38273424296103e-06
Position 126: 8.565967185658821e-06
Position 751: 8.022204255762e-06
Position 1452: 7.65757488248416e-06
Position 1651: 5.82291107030388e-06
Position 1335: 5.097337173902805e-06
Position 699: 4.814540351720739e-06
Position 895: 3.785827800339121e-06
Position 223: 3.691388275601614e-06
Position 1089: 3.4429871004416478e-06
Position 786: 2.6675138136069786e-06
Position 482: 1.6862170590134354e-06
Position 1593: 1.6580973549685635e-06
Position 907: 1.522324988012886e-06
Position 1548: 1.4264195944697515e-06
Position 1509: 1.3847023810224982e-06
Position 1353: 1.2808259152350798e-06
Position 642: 1.1925357956821238e-06
Position 1823: 1.0195093040190966e-06
Position 1791: 9.899701551692616e-07
Position 295: 9.400149139249555e-07
Position 205: 9.233949190539662e-07
Position 145: 4.957994451181176e-07
Position 154: 2.2102551401559136e-07
Position 545: 1.074531980959195e-07
Position 515: 4.482893168257733e-08
Position 371: 2.192698386876214e-08
Position 555: 8.914729790688438e-09
Position 590: 5.775446612909933e-09
Position 533: 2.4317045361426282e-09
Position 259: 1.1159428983409371e-10
Position 1050: 7.440193553642643e-11
Position 49: 4.808136782334231e-12
Position 53: 6.291275814263811e-16
