Gene = Est-Q
index = 1156
Annotated 5SS: [ 302  889 1695 1943]
Annotated 3SS: [ 744 1042 1751 2000]
SMsplice 5SS: [ 302  889 1695 1943]
SMsplice 3SS: [ 744 1042 1751 2000]
top_k =  1000
Partition function (log Z): 3.3192784113945426

Sorted 5' Splice Sites (High to Low Probability):
Position 1695: 0.9926832674808842
Position 1943: 0.9905892492418527
Position 889: 0.9206832090448099
Position 302: 0.8437269832476726
Position 2467: 0.35968406330638636
Position 629: 0.1425170780400118
Position 623: 0.12912309172465383
Position 456: 0.0581428578071488
Position 1485: 0.017479692264170083
Position 2031: 0.011800989795038004
Position 874: 0.01131911398542476
Position 2465: 0.009598334542788817
Position 517: 0.008416333503309273
Position 505: 0.007375189070797405
Position 1787: 0.006889260380557246
Position 346: 0.006881941505657786
Position 1401: 0.006324263102863856
Position 320: 0.005699731162036731
Position 540: 0.005466603298458942
Position 167: 0.004267615078821228
Position 200: 0.002723873313081097
Position 39: 0.002152751083995786
Position 614: 0.0017722397081965852
Position 870: 0.0016614784029043617
Position 811: 0.0014584952330547922
Position 620: 0.0014506437534831656
Position 1821: 0.00139674098068719
Position 1007: 0.0013943319428145007
Position 700: 0.0013123778286032398
Position 181: 0.0012230394108876884
Position 2278: 0.0010472953370688001
Position 566: 0.0006363866205382649
Position 294: 0.0005887193656710474
Position 1835: 0.0005691216206067663
Position 603: 0.0005025126807260575
Position 65: 0.0004903150944031753
Position 1614: 0.00048485336837964963
Position 359: 0.0004512387464423524
Position 86: 0.00032791024148289975
Position 59: 0.0003278744853474333
Position 830: 0.0003132523227067967
Position 1455: 0.0003125640576380926
Position 141: 0.0002869660816452269
Position 397: 0.00027664201464279464
Position 1699: 0.0002758695009128751
Position 2317: 0.0002699944859881398
Position 1256: 0.0002593880276748173
Position 698: 0.00025144411127081133
Position 1677: 0.0002231249252254372
Position 2099: 0.00022194066994729616
Position 435: 0.00021744993196452797
Position 1468: 0.00019908501996910465
Position 2247: 0.00017967980786595157
Position 837: 0.00017056065135593392
Position 2477: 0.0001575970726454438
Position 1947: 0.00013284301112512014
Position 1461: 0.0001276437487817638
Position 559: 0.00011336655728674751
Position 906: 0.00010591980886122923
Position 250: 0.00010458638566086295
Position 990: 0.00010229067483864534
Position 173: 9.315325996758249e-05
Position 1622: 8.258983669759939e-05
Position 2253: 8.238310369052152e-05
Position 116: 8.156096874772486e-05
Position 1933: 7.911496145552576e-05
Position 151: 7.838149049347905e-05
Position 318: 7.720389787067215e-05
Position 2429: 6.540377255922343e-05
Position 953: 6.070953052520532e-05
Position 471: 5.967921913581655e-05
Position 79: 5.904787004609918e-05
Position 2305: 5.620987632379138e-05
Position 1802: 5.550132797802633e-05
Position 987: 4.827088294366528e-05
Position 1806: 4.664123578752533e-05
Position 998: 4.018006903637273e-05
Position 1505: 4.012431750742883e-05
Position 2343: 3.569480092576535e-05
Position 34: 3.430267936510215e-05
Position 903: 3.3166736758231545e-05
Position 893: 3.25228031478943e-05
Position 445: 2.9035442413497393e-05
Position 1917: 2.8061661981705246e-05
Position 1272: 2.3150002680288094e-05
Position 1876: 2.0363119201309974e-05
Position 1685: 1.8838990342644373e-05
Position 1986: 1.7000851727753528e-05
Position 1529: 1.529765299466002e-05
Position 25: 1.5020676033313978e-05
Position 1927: 1.3954168526820504e-05
Position 1061: 1.2320719949897752e-05
Position 1298: 9.846585535003007e-06
Position 48: 9.734630353248462e-06
