Gene = CTPsyn
index = 1048
Annotated 5SS: [  603 13073 13675]
Annotated 3SS: [12901 13172 13738]
SMsplice 5SS: [  216   603 11574 12678 12803 13073 13675]
SMsplice 3SS: [  309 11423 11629 12730 12901 13172 13738]
top_k =  1000
Partition function (log Z): 10.590847175050083

Sorted 5' Splice Sites (High to Low Probability):
Position 13675: 0.9964227717051587
Position 13073: 0.9952886101775821
Position 11574: 0.9566705857958883
Position 603: 0.8952309760310451
Position 216: 0.7107363822220141
Position 11045: 0.6640929445326644
Position 12678: 0.5091912670195832
Position 12803: 0.431413476332413
Position 12612: 0.11667783265027365
Position 10650: 0.07684834144733202
Position 11872: 0.07000009235357513
Position 9952: 0.03632457746202752
Position 2742: 0.032707963958954436
Position 1666: 0.013883935544834955
Position 2771: 0.01341542757839215
Position 12653: 0.012344245245813295
Position 12328: 0.01230247105858863
Position 10626: 0.01174619331773873
Position 2694: 0.011572495384293198
Position 13553: 0.010774142902988492
Position 40: 0.006380423818671704
Position 729: 0.005602504945396105
Position 13256: 0.00534546188532684
Position 14795: 0.005180497201866264
Position 13077: 0.0042849303984802325
Position 248: 0.0037128187785613544
Position 267: 0.003614126101046469
Position 18: 0.003178960967817575
Position 14780: 0.0024712102465077527
Position 12121: 0.002386030012380879
Position 13817: 0.0023778575030594055
Position 13340: 0.0015393373089613862
Position 11563: 0.001464217766874094
Position 227: 0.0013848243537736827
Position 13685: 0.0013737761039311802
Position 12100: 0.0013689410352612599
Position 13838: 0.0012872117876472913
Position 12055: 0.0012779021297343095
Position 12694: 0.0012743282694036612
Position 14224: 0.0012207459704222632
Position 11505: 0.0011102734253963136
Position 12440: 0.001103640461393437
Position 2379: 0.0009901761318573475
Position 14101: 0.0008507584932703133
Position 14349: 0.0008452484458078416
Position 14743: 0.0008042710702896943
Position 13323: 0.0006010407259444461
Position 13679: 0.0005973277975634896
Position 251: 0.0005759571189420746
Position 13287: 0.0005083227404164971
Position 2485: 0.0004813834751397762
Position 14115: 0.00044640613304300554
Position 12413: 0.0004131164125965903
Position 452: 0.0004030182195809179
Position 1331: 0.00029358288831783067
Position 12730: 0.0002833691899734894
Position 11516: 0.00026133501148924545
Position 6728: 0.0002528997335820897
Position 3407: 0.00021706528022694707
Position 11741: 0.00021226964578654998
Position 11542: 0.00020140244293742588
Position 11716: 0.00018877248555403185
Position 11719: 0.00018230901111467872
Position 2360: 0.00016978148129903435
Position 648: 0.00016965835803943016
Position 13826: 0.000168091337368859
Position 14890: 0.00016199279919219318
Position 13881: 0.00015895655073655442
Position 12181: 0.0001582912179265122
Position 13066: 0.00014905533517793262
Position 13020: 0.00013910976668978837
Position 14904: 0.00013352763696300582
Position 2157: 0.00011759161051754809
Position 911: 0.00010969752942448639
Position 11705: 0.00010379387306431121
Position 101: 9.84062912529207e-05
Position 14397: 8.650791360673237e-05
Position 14812: 8.080210915698662e-05
Position 2461: 7.635707234079301e-05
Position 13538: 7.508333964829389e-05
Position 13706: 7.272355238001231e-05
Position 14483: 6.898233377724788e-05
Position 13794: 6.331086829511618e-05
Position 996: 5.931797946482212e-05
Position 13310: 4.824162025598782e-05
Position 13848: 4.614129582910053e-05
Position 13050: 4.300224479212026e-05
Position 13958: 4.098257713850841e-05
Position 190: 3.910702205951948e-05
Position 10307: 3.556475704876188e-05
Position 14716: 3.5451733446054545e-05
Position 13433: 2.9107135073738308e-05
Position 13333: 2.8629132538854562e-05
Position 2031: 2.834218022777275e-05
Position 2294: 2.4839383237089402e-05
Position 2063: 2.2569347528100187e-05
