Gene = mtgo
index = 1803
Annotated 5SS: [   423  14929 107897 112937]
Annotated 3SS: [ 12862 107726 112482 113007]
SMsplice 5SS: [   423 107897 112937]
SMsplice 3SS: [107726 112482 113007]
top_k =  1000
Partition function (log Z): -134.748149156957

Sorted 5' Splice Sites (High to Low Probability):
Position 423: 0.9995184113522834
Position 23200: 0.7600476965427242
Position 14929: 0.00046516773018566096
Position 74: 0.00036730775150557564
Position 15749: 0.00027257246305994494
Position 3807: 0.00012308822568787763
Position 4081: 9.538526866475098e-05
Position 327: 5.8406286645725754e-05
Position 143: 5.745214633514456e-05
Position 305: 5.733103209844426e-05
Position 120: 2.1884247029365367e-05
Position 13719: 1.2768348888518802e-05
Position 178: 1.1260920926332933e-05
Position 1998: 8.53884097628375e-06
Position 5843: 7.417991987204734e-06
Position 8523: 6.327475272698312e-06
Position 1631: 4.5644107363936305e-06
Position 8137: 3.1538351832196374e-06
Position 8141: 2.4973998870015303e-06
Position 7359: 2.2269947877826155e-06
Position 1329: 2.128631774785994e-06
Position 1573: 2.0770771744603404e-06
Position 309: 1.3934696269130306e-06
Position 82: 9.648364891317744e-07
Position 961: 8.278070317463617e-07
Position 1008: 8.116182302680626e-07
Position 897: 7.785048500903083e-07
Position 323: 6.950067873079819e-07
Position 3418: 6.267195752654058e-07
Position 644: 3.759884587842249e-07
Position 3189: 3.588604004322459e-07
Position 1036: 3.0943077467396573e-07
Position 648: 2.6333516666818794e-07
Position 311: 2.287420795391951e-07
Position 1965: 2.2433053322100474e-07
Position 1029: 2.1050957524900346e-07
Position 1085: 1.9817678726638404e-07
Position 152: 1.9771535459525583e-07
Position 2282: 1.4297312723406641e-07
Position 8108: 1.3386343902377867e-07
Position 3398: 1.1459903850320414e-07
Position 159: 1.0843943069987856e-07
Position 3253: 7.852672435027896e-08
Position 3844: 7.668415495596663e-08
Position 3826: 7.405418709982618e-08
Position 2091: 7.340779497736947e-08
Position 1358: 4.959977750018776e-08
Position 53: 4.7858383010121306e-08
Position 2782: 4.64919266145507e-08
Position 1744: 4.6215610487996324e-08
Position 185: 3.4571062077992225e-08
Position 1822: 3.15730281482587e-08
Position 188: 2.6206689108288875e-08
Position 7075: 2.5883414200110975e-08
Position 1944: 2.06285736086315e-08
Position 447: 2.0492007151931696e-08
Position 101: 1.8470478725499402e-08
Position 4834: 1.702603676130665e-08
Position 10401: 1.63556682914399e-08
Position 915: 1.6230712753038693e-08
Position 1338: 1.512971799657499e-08
Position 1969: 1.2261099236933694e-08
Position 1040: 9.98795401894626e-09
Position 968: 9.510431533446488e-09
Position 546: 8.397860214726151e-09
Position 4974: 8.351026293037642e-09
Position 1055: 7.1089850307193864e-09
Position 684: 5.879807805292942e-09
Position 1350: 5.826449344273357e-09
Position 768: 5.630022121866438e-09
Position 192: 5.535091257489217e-09
Position 773: 4.93098089824076e-09
Position 652: 4.584107200733196e-09
Position 255: 4.252965895115562e-09
Position 20: 4.007924740679572e-09
Position 1690: 3.903973114238582e-09
Position 1747: 3.4172339321011406e-09
Position 2702: 3.2575600293142263e-09
Position 444: 3.2003715689717834e-09
Position 2714: 2.8460361568775554e-09
Position 682: 2.745641228753583e-09
Position 598: 2.7311401096211687e-09
Position 640: 2.6490234935963282e-09
Position 2663: 2.515261048772993e-09
Position 113: 2.3468664660629486e-09
Position 442: 2.1942539549580693e-09
Position 1034: 2.1324620339741463e-09
Position 211: 2.1154979974671897e-09
Position 2634: 2.063531985568642e-09
Position 296: 1.9678351995475527e-09
Position 1188: 1.8625771213448135e-09
Position 1082: 1.7713118120417518e-09
Position 2125: 1.7338288739969695e-09
Position 331: 1.1867942431367965e-09
Position 321: 7.433204835255627e-10
Position 2462: 5.417406273160317e-10
Position 89: 5.350578037697272e-10
Position 604: 5.290265980491291e-10
Position 688: 5.155638155508974e-10
Position 294: 4.950226537362051e-10
Position 633: 4.696838824636075e-10
Position 315: 4.4482255625175787e-10
Position 214: 4.290030002963073e-10
Position 427: 4.1060397348532123e-10
Position 488: 4.07036903524715e-10
Position 1069: 4.0027951159732327e-10
Position 676: 3.9094531842824467e-10
Position 636: 3.873006964916621e-10
Position 1014: 3.3395489133718847e-10
Position 555: 3.232000668604844e-10
Position 313: 2.1670712732975307e-10
Position 1236: 2.0767778378414628e-10
Position 795: 1.8733844431852146e-10
Position 728: 1.7406352618012468e-10
Position 674: 1.555374202537853e-10
Position 1432: 1.197169128861182e-10
Position 548: 6.804549873189641e-11
Position 1146: 5.7341589735604745e-11
Position 2916: 1.3357868357333321e-12
Position 1568: 3.814919699605077e-14
Position 1590: 2.4730012338255115e-14
Position 1937: 1.5925971235834042e-14
Position 1729: 9.558398598931495e-15
Position 459: 5.475300470318729e-15
Position 1985: 3.119924886768117e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 23310: 0.7600476965427259
Position 23018: 0.6894166337955488
Position 22846: 0.30813242416313
Position 19137: 0.0010732190467874843
Position 16057: 0.000735260389278104
Position 15225: 0.0006296220230068712
Position 12862: 0.00039220820775375014
Position 17160: 0.00020434529766636154
Position 3674: 0.00016522829830752255
Position 203: 9.232469972928244e-05
Position 13270: 6.895816430348428e-05
Position 14024: 6.544646300650204e-05
Position 15867: 1.8753256061968634e-05
Position 1470: 1.8027014201915294e-05
Position 2871: 1.7625586526069064e-05
Position 3730: 1.256057020494976e-05
Position 12989: 1.0125781555345041e-05
Position 3365: 9.230091118504079e-06
Position 8321: 6.4586648502290105e-06
Position 119: 6.427963282368666e-06
Position 5612: 4.0483331658278525e-06
Position 8065: 3.19635787240613e-06
Position 3896: 2.9341057399539486e-06
Position 7770: 2.1755613314554322e-06
Position 7325: 1.9472949509543576e-06
Position 3711: 1.943189768512171e-06
Position 3369: 1.8542621221738518e-06
Position 255: 1.4131621590907091e-06
Position 4012: 1.108381741795397e-06
Position 301: 9.827299237354643e-07
