Gene = Eno
index = 1154
Annotated 5SS: [ 362 1583 1991]
Annotated 3SS: [1403 1755 2980]
SMsplice 5SS: [  87 1583 1991 2422]
SMsplice 3SS: [1422 1755 2233 2980]
top_k =  1000
Partition function (log Z): -5.409386227146004

Sorted 5' Splice Sites (High to Low Probability):
Position 1991: 0.6788980099755043
Position 1583: 0.671124907548059
Position 87: 0.5207819802089435
Position 2422: 0.512166937049195
Position 281: 0.468669006350705
Position 1708: 0.12454587413679516
Position 1703: 0.08383623289062636
Position 2884: 0.08364213521222764
Position 2672: 0.06777778756162042
Position 2583: 0.030163134999139418
Position 2183: 0.023533123401617638
Position 2921: 0.01818865317472364
Position 2014: 0.01591069890754999
Position 1275: 0.01253640744063251
Position 1984: 0.01150159748826226
Position 1577: 0.010090334585589788
Position 2426: 0.01003947892270097
Position 1334: 0.00936022934925045
Position 362: 0.007984346575427178
Position 2683: 0.007456234213389982
Position 556: 0.006966109542046685
Position 628: 0.0063556878290171185
Position 451: 0.006266322737130873
Position 265: 0.006007926660423101
Position 2151: 0.005388972256479953
Position 943: 0.005245524229308867
Position 4292: 0.005057345942190067
Position 924: 0.004657178108851553
Position 937: 0.004457115404247892
Position 1201: 0.004211795684985368
Position 4117: 0.0036979113841789806
Position 2816: 0.003154672935927871
Position 2548: 0.0028341251450993746
Position 57: 0.0025913172812717486
Position 1995: 0.0024370749859591034
Position 2170: 0.002352852079518476
Position 3173: 0.0017143425766272219
Position 2706: 0.0015436996097600412
Position 720: 0.0014804139291564574
Position 647: 0.001336755806679663
Position 1938: 0.0013153527127245698
Position 2334: 0.0011930657110041073
Position 91: 0.0011705477091076754
Position 206: 0.0009230995534712932
Position 2319: 0.0009153843261413819
Position 2353: 0.0008773719356111495
Position 2345: 0.0008265956442117271
Position 916: 0.0006056755106906377
Position 4614: 0.0004648647070557203
Position 1365: 0.0004395529791769308
Position 616: 0.0003482825347091815
Position 854: 0.00024578797531598013
Position 1461: 0.00023290866974931966
Position 532: 0.00021316549587103187
Position 940: 0.00019515273102607507
Position 1918: 0.00017089496767181883
Position 2554: 0.00016570810738211343
Position 906: 0.00013743756064414436
Position 3198: 0.00013026992404780385
Position 791: 0.0001226442519679791
Position 1038: 0.00011473152606745004
Position 3833: 7.27147192906476e-05
Position 2710: 6.70431040251169e-05
Position 1067: 6.633480096624916e-05
Position 880: 5.8644242966938286e-05
Position 669: 4.450020132127924e-05
Position 1766: 3.4723716908192126e-05
Position 3761: 2.575424037713958e-05
Position 417: 2.5480323655896934e-05
Position 2251: 2.4103746742480316e-05
Position 1968: 2.285646207785083e-05
Position 3590: 2.1328230926471982e-05
Position 1400: 2.0310529951826773e-05
Position 2356: 1.625893590135296e-05
Position 1853: 1.3476703528812992e-05
Position 2016: 9.135811474232751e-06
Position 124: 6.907720726362901e-06
Position 375: 2.426178230102334e-06
Position 654: 1.203339031457571e-06
Position 875: 8.59559125279513e-07
Position 814: 2.95938062297928e-07
Position 797: 2.4907932951391374e-07
Position 273: 1.5437597169854236e-07
Position 1144: 6.33006373230113e-08
Position 606: 5.4586589078848996e-08
Position 148: 4.580236906324251e-08
Position 397: 2.8859272134622614e-08
Position 536: 2.5428548872174957e-08
Position 631: 1.612446495540398e-08
Position 424: 1.0701937656171265e-08
Position 244: 5.948923412281689e-09
Position 304: 4.10359202070139e-09
Position 634: 1.0135365251946308e-10
Position 530: 6.477668456956894e-11
Position 547: 4.48615205423745e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.9298144532432829
Position 2233: 0.5886501163711477
Position 1755: 0.4878138967367592
Position 1422: 0.33505354887729094
Position 1484: 0.276880475125458
Position 1800: 0.12705168466133784
Position 2706: 0.09248726894381319
Position 2254: 0.0881431674651879
Position 1403: 0.08206391446255594
Position 177: 0.07992706501878588
Position 1251: 0.03969180000908449
Position 216: 0.036080133224325586
Position 1769: 0.03509099864294342
Position 1821: 0.03408527073441109
Position 1407: 0.031766923323988
Position 1460: 0.029959431180302514
Position 1678: 0.02641644480640149
Position 1882: 0.016091198600160214
Position 336: 0.01126610892206659
Position 2077: 0.010350795575760317
Position 1305: 0.008345443878517215
Position 2483: 0.008289234818699195
Position 1892: 0.007520598416459373
Position 1846: 0.006336310645170659
Position 441: 0.005523920006988648
Position 1178: 0.005034548315022552
Position 2986: 0.0043658161427422805
Position 2492: 0.004157673930329897
Position 257: 0.003846183583078328
Position 4172: 0.0032258700163247584
Position 1611: 0.0030991317259077135
Position 1688: 0.0028611282318315025
Position 4552: 0.002667837642585959
Position 4676: 0.0022993765134381497
Position 1059: 0.0022049734958424706
Position 1924: 0.0020776358259433094
Position 2038: 0.0017275438838193391
Position 686: 0.001711040947315031
Position 4500: 0.0014710770023524252
Position 1637: 0.0014531643517602165
Position 120: 0.001365810685316849
Position 1023: 0.0013572768719120967
Position 4586: 0.0013349114034729899
Position 2570: 0.0012976609004134412
Position 705: 0.0012605793487074654
Position 330: 0.0011782318869325403
Position 1119: 0.0010633941501786762
Position 2468: 0.0010502304386505465
Position 112: 0.0010264780721094594
Position 631: 0.0010186276302028702
Position 1107: 0.0010059982858296288
Position 1275: 0.0009144194022004735
Position 1044: 0.0005982802772579737
Position 459: 0.000498424568515673
Position 1111: 0.0004691043128719649
Position 268: 0.00044968919323016887
Position 1496: 0.00043995293146992264
Position 591: 0.00036238350517585094
Position 3254: 0.00034367099146688745
Position 349: 0.00028375071863292057
Position 561: 0.00026038107886966884
Position 2816: 0.00025540350018345105
Position 2601: 0.00022744314516408659
Position 2033: 0.00022424876340740717
Position 406: 0.00018579312405205188
Position 643: 0.00018512200280950571
Position 3890: 0.0001585608628667351
Position 4827: 0.00015793913899985726
Position 508: 0.00012251166736232968
Position 315: 0.00012097181113510504
Position 750: 0.00011720643708939733
Position 4574: 0.0001169261222606869
Position 4025: 9.405727459771281e-05
Position 2094: 7.052214212202023e-05
Position 669: 6.534520221666514e-05
Position 1384: 6.279311243890105e-05
