Gene = Pde1c
index = 1363
Annotated 5SS: [ 54316  69682  90090  93483  95313  98296 109973 111220]
Annotated 3SS: [ 69011  89798  92920  95198  97740 109722 110078 111865]
SMsplice 5SS: [  2082  70256  90090  93483  95313 109973 111220]
SMsplice 3SS: [ 70181  89798  92920  95198 109722 110078 111865]
top_k =  1000
Partition function (log Z): -134.68230414312538

Sorted 5' Splice Sites (High to Low Probability):
Position 2082: 0.48012906068960115
Position 12373: 0.4020195601423215
Position 13040: 0.26079719553526043
Position 1175: 0.19627521559274075
Position 147: 0.17774896322224482
Position 711: 0.11739218882950575
Position 887: 0.1132238296789588
Position 1181: 0.06356834803373279
Position 934: 0.05915695899144075
Position 13220: 0.05206242493279495
Position 874: 0.050003954019309106
Position 707: 0.047784315113143405
Position 7706: 0.04452715633678941
Position 30: 0.04348022425426883
Position 3031: 0.03758357369583522
Position 12857: 0.03611728787508624
Position 12630: 0.03110321523801402
Position 672: 0.02682596107551554
Position 12676: 0.024697671670297253
Position 6838: 0.02250130110910086
Position 251: 0.022352012281996556
Position 1725: 0.021542108031902613
Position 6661: 0.015356644528018057
Position 4870: 0.015126536383007412
Position 2106: 0.01227268647111112
Position 168: 0.011872084006655587
Position 5276: 0.011408012284852881
Position 16887: 0.009598888185055096
Position 7518: 0.006379389226700101
Position 670: 0.004345283404196732
Position 131: 0.0015265335963320049
Position 681: 0.0014781978660412495
Position 129: 0.0014512462725884711
Position 133: 0.001324727646256046
Position 127: 0.001158248656364124
Position 135: 0.0011566267174876535
Position 401: 0.00115048804822633
Position 496: 0.0010731033137658704
Position 125: 0.0008752386838431451
Position 7098: 0.0007836930248970542
Position 227: 0.0005800341458291951
Position 4656: 0.0005658745701611042
Position 679: 0.0005470329245280551
Position 843: 0.0005388139485846495
Position 1717: 0.0005329355001880848
Position 1008: 0.0005255362863690004
Position 1398: 0.0005081969002831568
Position 507: 0.0004946645044951583
Position 123: 0.00039848645080694134
Position 999: 0.000362156671838989
Position 697: 0.00033780786553742713
Position 349: 0.0002891515839343631
Position 317: 0.0002556259670103604
Position 96: 0.0002117239599045114
Position 275: 0.00020786269289792912
Position 6649: 0.00016213298719724588
Position 548: 0.00014782517606090758
Position 1367: 0.00010666194112489946
Position 554: 9.290346792117548e-05
Position 1388: 8.56514057847382e-05
Position 73: 5.770225051202195e-05
Position 139: 5.369712864451388e-05
Position 643: 5.089943742798929e-05
Position 1277: 5.05024877147201e-05
Position 608: 4.825615249419545e-05
Position 723: 4.602266262990916e-05
Position 1220: 4.3714852778967025e-05
Position 981: 4.10081818185165e-05
Position 1555: 3.767561821389498e-05
Position 117: 3.562958279574894e-05
Position 328: 3.442640009599089e-05
Position 98: 3.4200358449864854e-05
Position 38: 3.4130137445131984e-05
Position 2682: 3.365836312323743e-05
Position 2635: 3.006981548743931e-05
Position 2871: 2.292476315521602e-05
Position 2281: 2.204466735796261e-05
Position 137: 2.0731600672566844e-05
Position 1141: 1.9529740642608054e-05
Position 1349: 1.5817379705052842e-05
Position 145: 1.3540716084469918e-05
Position 5373: 1.2808691492093976e-05
Position 645: 1.0619786505938242e-05
Position 972: 8.36608160809647e-06
Position 912: 7.909060700181763e-06
Position 929: 7.271585503193787e-06
Position 425: 5.980913888888804e-06
Position 470: 5.204469350636142e-06
Position 2268: 5.083755495768016e-06
Position 3035: 2.920967406738753e-06
Position 759: 2.314732413146054e-06
Position 151: 2.2648086977962614e-06
Position 467: 1.748143669223702e-06
Position 3: 1.5333209164984283e-06
Position 159: 1.4499571973117447e-06
Position 540: 1.2722400842228012e-06
Position 1010: 1.1262775005098912e-06
Position 1217: 9.608446303642423e-07
Position 6: 6.328927222520731e-07
Position 734: 2.741223709980185e-07
Position 378: 1.429516683176513e-07
Position 85: 9.830307341404513e-08
Position 459: 8.69074658703919e-08
Position 428: 8.121397818368162e-08
Position 1105: 3.2367678864033526e-08
Position 801: 1.4584185984858742e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16863: 0.9700310486933057
Position 11829: 0.4219277584308216
Position 779: 0.2031098004184224
Position 12521: 0.1761856287787521
Position 12500: 0.15737645240638504
Position 951: 0.07526125809096389
Position 1497: 0.04375197345624817
Position 1784: 0.041612827621496554
Position 6479: 0.03383739937586197
Position 7262: 0.032193964029272194
Position 12780: 0.02777509039983353
Position 1086: 0.02623414158533758
Position 18555: 0.02223571530088353
Position 1260: 0.02079974699967474
Position 12665: 0.016871086623349737
Position 1002: 0.015692459950178792
Position 5166: 0.014182771103566236
Position 2174: 0.013175178069010267
Position 1957: 0.011169974233576822
Position 1031: 0.009999289826070342
Position 16941: 0.009598888185055096
Position 7573: 0.007849013844708102
Position 7141: 0.007672210719732192
Position 12913: 0.005227355792640829
Position 14992: 0.004867692704362311
Position 4793: 0.004828015124784498
Position 2150: 0.004278620362556548
Position 12693: 0.004075001589410069
Position 4745: 0.0038720168288331265
Position 2856: 0.003742764752031693
Position 1263: 0.0032810389025118855
Position 4551: 0.0032529401806474065
Position 2334: 0.0031319235853514912
Position 1724: 0.0024588261463459812
Position 5498: 0.002421076093181454
Position 194: 0.00216537853004443
Position 2909: 0.001988648438964412
Position 2978: 0.001964442820143313
Position 2730: 0.0018561710427925672
Position 1005: 0.001732952498399299
Position 826: 0.0016388359089216907
Position 4765: 0.0015191361789840669
Position 759: 0.0013299016960220242
Position 332: 0.001221938755929508
Position 6188: 0.0011999739427526553
Position 6990: 0.0011866014886607644
Position 2889: 0.0010571361703961989
Position 1174: 0.000940958460089727
Position 4756: 0.0009244439620565471
Position 1883: 0.0008510966254726736
Position 1554: 0.0008040971094354747
Position 1060: 0.0007805358483168617
Position 317: 0.0007781136540565611
Position 1522: 0.0007350879714021367
Position 1266: 0.0007160691075765802
Position 2461: 0.0006400109599605886
Position 2426: 0.0005824737876083331
Position 5063: 0.0005703524579481827
Position 2307: 0.0005068610534436275
Position 2205: 0.00048398203721227774
Position 2790: 0.00046699888313204724
Position 3119: 0.0004385979258302047
Position 2950: 0.00039454784344783634
Position 830: 0.0003909764630900091
Position 1367: 0.00033976940411365554
Position 2874: 0.0003351639433443131
Position 4399: 0.00032177352326449675
Position 81: 0.0003129214984732123
Position 3905: 0.0002852704333281273
Position 13414: 0.00021665616990516754
Position 4178: 0.00020813845953895227
Position 1141: 0.0002042351780412488
Position 1892: 0.00018826147588638562
Position 2015: 0.0001848039931181329
Position 623: 7.983612302261334e-05
Position 859: 7.475796888802922e-05
Position 575: 5.1633449918629986e-05
Position 2671: 5.076368386687314e-05
Position 1128: 4.545044850842315e-05
Position 222: 3.371599920000464e-05
Position 111: 2.8888986847570484e-05
Position 275: 2.4449861025397888e-05
Position 425: 2.0903247510736346e-05
Position 457: 1.9974781901711806e-05
Position 480: 1.7111103419457445e-05
Position 349: 1.2376298121099638e-05
Position 362: 1.0715436764610654e-05
Position 5193: 9.99558437938907e-06
Position 5136: 9.606249007101909e-06
Position 346: 9.002615809726862e-06
Position 3917: 8.864466397642492e-06
Position 1599: 8.742178269234729e-06
Position 3553: 6.461445949735546e-06
Position 969: 5.5696796255247804e-06
Position 145: 5.480420645411241e-06
Position 245: 4.390205305065189e-06
Position 5120: 2.3973333813645987e-06
Position 227: 2.1977189824231346e-06
Position 1741: 2.12244368631693e-06
Position 10004: 2.1105936437121612e-06
Position 512: 1.873872194158175e-06
Position 593: 1.7522414704750258e-06
Position 1257: 1.668192915264295e-06
Position 577: 1.4566021028392832e-06
Position 2351: 1.333587296714382e-06
Position 1535: 1.2843441999658254e-06
Position 1614: 1.0178689988963265e-06
Position 1017: 9.695604372130978e-07
Position 507: 8.417370610862843e-07
Position 8029: 6.101343920285059e-07
Position 9518: 5.41294573019421e-07
Position 934: 5.052875555070137e-07
Position 288: 4.484349893850773e-07
Position 168: 4.176720856288796e-07
Position 8423: 1.6310876788925713e-07
Position 200: 1.5264466537527234e-07
Position 2569: 1.521509881337859e-07
Position 1105: 1.394251642962742e-07
Position 91: 1.3753943340769883e-07
Position 486: 1.2455447442512696e-07
Position 964: 8.754726180441716e-08
Position 7844: 8.350050268246344e-08
Position 5454: 3.715777864122134e-08
Position 172: 1.1115660891025475e-08
Position 6146: 7.879527986703333e-09
Position 5321: 5.359413461277725e-09
Position 117: 3.2358767628754426e-09
Position 3241: 2.0564454624418664e-09
Position 3142: 1.8882406070630623e-09
Position 3566: 6.589503481272342e-10
Position 151: 7.730093672579088e-12
Position 233: 1.659969597484538e-12
