Gene = D
index = 1118
Annotated 5SS: [52]
Annotated 3SS: [127]
SMsplice 5SS: [52]
SMsplice 3SS: [127]
top_k =  1000
Partition function (log Z): -10.517821654099098

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.8270504515948883
Position 934: 0.3007857100412827
Position 2444: 0.07274327434260434
Position 1153: 0.02560502589525861
Position 984: 0.025231734594550505
Position 2589: 0.016041863033682716
Position 2375: 0.0105713062403281
Position 156: 0.009482935293774851
Position 896: 0.009055983420518788
Position 2522: 0.008493413286382437
Position 81: 0.008103347395689471
Position 215: 0.004745538196757061
Position 2457: 0.0027313710570099274
Position 432: 0.0026833172486490278
Position 2450: 0.0019783414434951653
Position 489: 0.001659463223343263
Position 990: 0.0010062800040234953
Position 350: 0.0006001275522061115
Position 532: 0.0005998717814604055
Position 1469: 0.0004572832761744626
Position 1225: 0.00039726888848541896
Position 900: 0.0003840245519295888
Position 624: 0.00036776963034764094
Position 978: 0.00029431405531522923
Position 638: 0.00020329416066506596
Position 2093: 0.00018891964274487348
Position 1254: 0.00018055971347418176
Position 2487: 0.00017313518253673973
Position 8: 0.0001262573838858633
Position 381: 0.00010345493547609678
Position 228: 8.408695150869324e-05
Position 998: 6.003591629884e-05
Position 1057: 3.148422446390104e-05
Position 613: 3.1355012383898344e-05
Position 189: 2.6041657058065654e-05
Position 402: 1.951484691119823e-05
Position 416: 1.281402148913388e-05
Position 2462: 6.473169750380145e-06
Position 1264: 3.951724448664013e-06
Position 352: 3.945295438686553e-06
Position 360: 3.1017487549334095e-06
Position 1493: 2.533870807186082e-06
Position 1361: 2.223078310550463e-06
Position 579: 2.1783870584413914e-06
Position 681: 1.3445208993385302e-06
Position 139: 9.082127827506487e-07
Position 56: 7.703143587492577e-07
Position 615: 4.361818134833651e-07
Position 715: 2.941765072676087e-07
Position 537: 1.915420956551411e-07
Position 1194: 1.7668005288217102e-07
Position 29: 1.506853331098603e-07
Position 553: 9.653030814023566e-08
Position 259: 7.888352673762056e-08
Position 535: 2.3470807483297654e-08
Position 894: 1.362274071878708e-08
Position 592: 7.793799126845337e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 127: 0.6011358804901155
Position 1329: 0.13541787143375333
Position 2558: 0.12304252264731154
Position 228: 0.08130281570066636
Position 132: 0.05971471069205238
Position 2515: 0.057910903876294044
Position 1221: 0.05064082154667585
Position 2157: 0.04516326654617785
Position 2579: 0.036736906335252624
Position 2717: 0.026897258722231622
Position 1571: 0.017088852610671276
Position 2652: 0.016421431247855743
Position 1276: 0.011272981960557241
Position 707: 0.00982992311288064
Position 983: 0.007421189474717401
Position 1592: 0.006422191605885913
Position 567: 0.005640250546961695
Position 1749: 0.004336938147468995
Position 2161: 0.003978295617940206
Position 98: 0.0037501475205651336
Position 414: 0.00291216149384597
Position 1052: 0.0026872820286024564
Position 2847: 0.0019491918933884937
Position 442: 0.001560362789229322
Position 402: 0.001312178937114321
Position 1554: 0.0012602136753497137
Position 832: 0.0011351605620302208
Position 1205: 0.001124569386325767
Position 1424: 0.0011201857735432454
Position 1959: 0.0008849760272319232
Position 2240: 0.0008363618908733812
Position 2724: 0.0008352346327853658
Position 2618: 0.0007595086902088325
Position 2487: 0.0007217391557589
Position 1508: 0.0006552902253808876
Position 2767: 0.0006396925111750723
Position 2091: 0.000515627576644222
Position 1101: 0.000495060686071296
Position 1536: 0.0004937536196789196
Position 738: 0.0004872661286141754
Position 1087: 0.00047723213961316853
Position 481: 0.00039036473652607074
Position 1432: 0.0003897518663825092
Position 215: 0.000341028098744369
Position 2785: 0.0003217281454556986
Position 439: 0.00028523618408799085
Position 1365: 0.00028440222875944043
Position 161: 0.0002469725686204339
Position 1060: 0.00023505349612102505
Position 1893: 0.00022980825553508882
Position 743: 0.00022573213524730592
Position 1248: 0.00022241084302683598
Position 2921: 0.00019390081569864044
Position 2853: 0.0001935551721040535
Position 134: 0.0001695985254638078
Position 1098: 0.0001183312399925978
Position 245: 0.00011800805135825478
Position 1114: 0.00010818817670654533
Position 1361: 0.00010630227330183478
Position 1467: 0.00010576706262141575
Position 2980: 9.836840393206431e-05
Position 3004: 9.543647418637671e-05
Position 1336: 8.502898833469432e-05
Position 425: 7.656454124090636e-05
Position 1245: 7.410971626014621e-05
Position 1194: 7.02140792550345e-05
Position 2792: 6.724136797665497e-05
Position 1264: 5.7468433635571284e-05
Position 1371: 5.345115920119039e-05
Position 1401: 5.109373838861492e-05
Position 252: 4.7755040790924227e-05
Position 1971: 3.852924399998147e-05
Position 2196: 3.2574978827731396e-05
Position 381: 2.9750754643206463e-05
Position 1779: 2.9131225508870993e-05
Position 1803: 2.8465242048679842e-05
Position 996: 1.8558653160991257e-05
Position 93: 1.843719478515707e-05
Position 1254: 1.6479655433818638e-05
Position 281: 1.5171105576807902e-05
Position 933: 1.4551617313481916e-05
Position 2187: 1.2610832068217173e-05
Position 449: 1.030771223677267e-05
Position 416: 8.115599793683475e-06
