Gene = Mdh1
index = 1274
Annotated 5SS: [118]
Annotated 3SS: [1387]
SMsplice 5SS: [118]
SMsplice 3SS: [479]
top_k =  1000
Partition function (log Z): -8.81400363812545

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.7784125782280145
Position 265: 0.21016884138263456
Position 616: 0.010200058359082336
Position 962: 0.009539535531970083
Position 675: 0.007027536304721317
Position 154: 0.006476161878790684
Position 1899: 0.004105736169507169
Position 948: 0.00332714549497566
Position 593: 0.0029696406505704855
Position 955: 0.0025588531842235147
Position 5: 0.002528619280938555
Position 370: 0.0024297018319977656
Position 608: 0.002213751652757016
Position 1251: 0.0018171051561664642
Position 1523: 0.0016915689372458324
Position 149: 0.0014030458935882241
Position 1760: 0.0009307699830623294
Position 32: 0.0007932606573188032
Position 980: 0.0007546097856721317
Position 1189: 0.0006025537037066673
Position 1982: 0.0005173155537233993
Position 528: 0.00044388039625430336
Position 1140: 0.00042876533550471993
Position 2395: 0.00039501142086957136
Position 78: 0.0003304767093440894
Position 93: 0.00027814727468264975
Position 25: 0.00025291197339594943
Position 8: 0.00021675803672531737
Position 269: 0.00021389579268400573
Position 271: 0.00015826308149517412
Position 1022: 0.0001488295514210641
Position 810: 0.00014542132500333137
Position 872: 0.00013962850442771136
Position 253: 0.00013049723213797012
Position 670: 0.00012719409385679431
Position 665: 0.00012014637195924398
Position 204: 0.00011896034697361768
Position 2413: 0.00011382210341130409
Position 1260: 0.0001137238593874617
Position 1995: 7.432056877404362e-05
Position 538: 7.24080077295096e-05
Position 1766: 5.976754995749207e-05
Position 936: 5.2557420902802546e-05
Position 102: 5.1264072005521373e-05
Position 1586: 4.948242740272834e-05
Position 1149: 4.246136213679352e-05
Position 39: 4.2057508155566556e-05
Position 547: 3.322094501983855e-05
Position 1152: 3.016481168762166e-05
Position 459: 2.5692750645127532e-05
Position 1700: 2.538041767144734e-05
Position 1916: 2.496507681980881e-05
Position 718: 2.461119697817671e-05
Position 1738: 2.4316124117960747e-05
Position 1799: 2.256294467767352e-05
Position 751: 2.012886944259908e-05
Position 251: 1.541144419378001e-05
Position 239: 1.2194494596569757e-05
Position 256: 1.0649899020606323e-05
Position 234: 1.0246482668835489e-05
Position 557: 7.423535464074644e-06
Position 353: 7.362472426342791e-06
Position 358: 4.031167563744654e-06
Position 278: 3.880967960860511e-06
Position 82: 9.543990617472902e-07
Position 65: 2.993891487198017e-07
Position 86: 2.981090694941929e-07
Position 382: 1.1050111259966771e-07
Position 1037: 9.969640056418361e-08
Position 970: 3.549713022038561e-08
Position 2005: 3.117213170552996e-08
Position 1048: 2.232845399343046e-08
Position 1769: 1.8455710895618638e-08
Position 1527: 1.715508335410961e-08
Position 684: 1.5456043853605913e-08
Position 779: 1.24500118772002e-08
Position 765: 9.942602814057279e-09
Position 470: 9.607934014825907e-09
Position 462: 6.953846037092309e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 479: 0.37036677077188335
Position 1387: 0.17154373553055607
Position 394: 0.14744798812653578
Position 691: 0.07435333798226727
Position 1059: 0.07433603319498745
Position 732: 0.05644322974670893
Position 353: 0.052450545513226254
Position 1957: 0.023931956420883735
Position 675: 0.013649138631448796
Position 1975: 0.008550006499155808
Position 494: 0.006450661923823844
Position 788: 0.006279538246087247
Position 1251: 0.006098405249727237
Position 234: 0.005978793363955412
Position 779: 0.0051900144830914095
Position 256: 0.004721592504009827
Position 2044: 0.004051459353830066
Position 78: 0.0027553070411553728
Position 209: 0.002707466419981961
Position 748: 0.0026707163143043036
Position 2298: 0.002109156911224701
Position 1152: 0.001999506791102691
Position 2068: 0.0016601928821167883
Position 1355: 0.0012536218041707561
Position 2480: 0.0010411980979778928
Position 2071: 0.0008645902785038702
Position 1281: 0.0006778886357118163
Position 524: 0.0005847364138676887
Position 2211: 0.0005118820981408822
Position 1159: 0.00038815459517152533
Position 1921: 0.0002727097366935643
Position 905: 0.0002431766280688458
Position 1022: 0.00023759293338801698
Position 1207: 0.00022335167596623204
Position 396: 0.00019507618353031847
Position 2179: 0.0001843268132369536
Position 1265: 0.00017230505647178253
Position 2005: 0.00016312292928200923
Position 1260: 0.0001513796318253383
Position 2311: 0.00014338661044428856
Position 2544: 0.00013769515876861267
Position 2537: 0.00012335943079381362
Position 1621: 0.0001127922603070956
Position 1705: 0.00011022765532187
Position 154: 0.00010637294293511555
Position 2521: 0.00010509545338736526
Position 2338: 0.00010087423872945821
