Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  1000
Partition function (log Z): 0.638957600426294

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.9987757468401312
Position 919: 0.9844979897635306
Position 557: 0.32241754919094534
Position 1134: 0.012163922623815202
Position 904: 0.006843145255033451
Position 1191: 0.0031760389510203956
Position 1461: 0.002949114694976861
Position 23: 0.002118215066058536
Position 1265: 0.0020304184951092674
Position 1092: 0.0018735433383620086
Position 37: 0.0012053493871741503
Position 907: 0.0011356234816850873
Position 1739: 0.0010800016975474002
Position 438: 0.0007104002751388082
Position 246: 0.0006333853936724227
Position 136: 0.0005840159342782682
Position 1250: 0.0003274609131491741
Position 1148: 0.0002888959103999821
Position 1841: 0.00016390975511575753
Position 127: 0.00013795029432237923
Position 1101: 0.00012165840142008298
Position 1775: 0.0001033003086801084
Position 910: 0.00010230365121720708
Position 1464: 7.638617252845043e-05
Position 1325: 5.9546629705879693e-05
Position 1094: 5.290329571688652e-05
Position 707: 4.754834739788719e-05
Position 1784: 3.568985899862956e-05
Position 116: 3.059440498273971e-05
Position 34: 2.5652566653692144e-05
Position 1760: 2.395719180030366e-05
Position 187: 2.179065638247907e-05
Position 1286: 2.0464576265650744e-05
Position 1694: 1.5036069648832527e-05
Position 540: 1.4192828447741522e-05
Position 1174: 9.911067453932087e-06
Position 878: 9.721076004894467e-06
Position 1196: 8.890924697089498e-06
Position 1920: 8.149584270871928e-06
Position 160: 7.925746242139832e-06
Position 890: 6.96051471447147e-06
Position 94: 6.099344415180123e-06
Position 131: 5.50510527953198e-06
Position 542: 4.68371467283607e-06
Position 349: 4.3713036549793775e-06
Position 675: 3.517256199425127e-06
Position 566: 2.990336538481987e-06
Position 442: 2.0467947376818745e-06
Position 344: 1.731568173528768e-06
Position 294: 1.6967358160795429e-06
Position 1731: 9.75629099664944e-07
Position 1659: 8.528194348544463e-07
Position 303: 8.30546610928928e-07
Position 1782: 6.820568318478114e-07
Position 677: 6.755488130487667e-07
Position 650: 2.7671070289916497e-07
Position 76: 2.6673919419335645e-07
Position 1924: 2.2158879814984624e-07
Position 800: 1.6160315474907898e-07
Position 616: 9.215133399887115e-08
Position 771: 2.8219163947780563e-08
Position 1281: 1.4072330718067959e-08
Position 1544: 1.0270839252596478e-08
Position 1312: 9.977661208062989e-09
Position 1205: 8.8571202477108e-09
Position 974: 8.270487240364596e-09
Position 1229: 3.987641025150855e-09
Position 1014: 1.5941441486516736e-09
Position 1436: 7.174741588132503e-10
Position 788: 5.739884116583474e-10
Position 972: 1.382688904097528e-10
Position 1329: 8.226721096622454e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9989757982764534
Position 972: 0.9771055736013058
Position 636: 0.30531033482200887
Position 616: 0.01748032409552076
Position 1194: 0.014857637953597265
Position 1460: 0.009525043990012036
Position 1537: 0.003741186961282314
Position 1359: 0.00328110020263926
Position 1054: 0.002747559087423882
Position 550: 0.00179456240508919
Position 1250: 0.0015809799162556071
Position 82: 0.0014946615429445708
Position 1888: 0.0007192670438539821
Position 94: 0.000705920606836791
Position 1336: 0.0005222787717355283
Position 1064: 0.0005052725093378869
Position 1618: 0.0004889208515188475
Position 1815: 0.00048311241632977264
Position 1307: 0.00027829109582008717
Position 119: 0.00021803291374008718
Position 1512: 0.0002169213012131968
Position 1148: 0.00021494799136032977
Position 1615: 0.00020328312396614332
Position 1128: 0.00015673216764708486
Position 1821: 0.0001330076600304812
Position 1909: 0.00013038683217604934
Position 1145: 0.00012205948776812914
Position 827: 0.00012124066828070605
Position 1499: 0.00011716456284908627
Position 663: 9.259853423493369e-05
Position 206: 9.089644932568083e-05
Position 303: 8.41135707187816e-05
Position 1983: 7.706907006449727e-05
Position 1214: 3.9564505349810666e-05
Position 294: 3.271621181375873e-05
Position 685: 2.848830025510492e-05
Position 1079: 2.376974404394224e-05
Position 208: 2.3294828616878818e-05
Position 660: 2.254688665895546e-05
Position 1834: 2.1834341643476108e-05
Position 477: 2.1642479997784982e-05
Position 1505: 1.898909523551551e-05
Position 1739: 1.4464749550025172e-05
Position 868: 1.3110324012097292e-05
Position 246: 1.1690392417698527e-05
Position 1939: 1.0370042677760117e-05
Position 1568: 9.405476559230089e-06
Position 124: 8.43679713503829e-06
Position 1631: 8.12671013064185e-06
Position 167: 7.542836974513617e-06
Position 580: 6.48505943551504e-06
Position 116: 5.631994628111646e-06
Position 264: 4.966279607276679e-06
Position 1066: 4.647560788972065e-06
Position 1410: 4.520022640885681e-06
Position 223: 3.849602357074857e-06
Position 1562: 3.7745695863499888e-06
Position 1085: 3.5381196505345413e-06
Position 375: 2.6910878448663884e-06
Position 319: 2.6454446148119463e-06
Position 173: 2.4904815657655277e-06
Position 266: 2.421064616081882e-06
Position 386: 1.6868280230903714e-06
Position 853: 1.613575273141321e-06
Position 322: 1.3901895741252947e-06
Position 259: 1.100360671167758e-06
Position 438: 9.789203402588198e-07
Position 121: 6.605359086230792e-07
Position 160: 6.594891151900044e-07
Position 490: 6.234434831219894e-07
Position 430: 5.113008793047272e-07
Position 829: 4.196706121904404e-07
Position 691: 3.986723300312103e-07
Position 729: 3.841290679007221e-07
Position 135: 3.739972557395513e-07
Position 836: 3.6503877349890303e-07
Position 850: 3.535391876537332e-07
Position 904: 2.8604887752585304e-07
Position 349: 2.5940678032618284e-07
Position 448: 2.3629868949170173e-07
Position 682: 1.7898785807318841e-07
Position 226: 1.1443014260700582e-07
Position 328: 1.1087119754601953e-07
Position 666: 7.578343086742952e-08
Position 310: 5.723712833067166e-08
Position 561: 4.280879686921649e-08
Position 457: 4.239989965032276e-08
Position 187: 3.4227868615975374e-08
Position 517: 3.305531438882649e-08
Position 907: 3.276336604965658e-08
Position 910: 1.9406435180375982e-08
Position 412: 1.4534159163690314e-08
Position 481: 1.3951939002030004e-08
Position 388: 1.3084752193376607e-08
Position 131: 3.0014294500932723e-09
Position 232: 1.542108895663289e-09
Position 917: 2.423325903085329e-10
Position 287: 5.965458481575099e-11
Position 175: 2.0091390324604135e-11
Position 363: 1.1106325150031253e-11
Position 1396: 1.0490453161759892e-11
