Gene = pkaap
index = 1839
Annotated 5SS: [ 182  583 1912]
Annotated 3SS: [ 309  852 1980]
SMsplice 5SS: [ 182  583 1912]
SMsplice 3SS: [ 309  852 1980]
top_k =  1000
Partition function (log Z): -1.154201545000497

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9728650038153438
Position 1912: 0.9649752157584954
Position 583: 0.9199435339754893
Position 746: 0.04608533632527422
Position 6: 0.01568847812434452
Position 1089: 0.009535204222988184
Position 765: 0.006459794995403301
Position 1902: 0.0060915218599605385
Position 148: 0.0052410322329508666
Position 688: 0.0035726845171673315
Position 526: 0.0014223687410930893
Position 774: 0.0011719953162180326
Position 400: 0.0010798354389128936
Position 762: 0.000903897470631639
Position 2626: 0.0008783303797646443
Position 771: 0.0008687577989596053
Position 1506: 0.0007854619322662884
Position 2829: 0.0006794518970577196
Position 565: 0.0006365596704390078
Position 1299: 0.0005610682615713175
Position 538: 0.0005344624652997612
Position 700: 0.000513369225544355
Position 1844: 0.0005078193494463188
Position 239: 0.0004628078931650778
Position 2814: 0.000373267624869409
Position 727: 0.00030243978942406436
Position 2491: 0.0003023273737834951
Position 1210: 0.00029409307888090327
Position 535: 0.0002891902439545977
Position 2611: 0.00027536011877621206
Position 1916: 0.0002650725621729637
Position 661: 0.00025475597135566426
Position 186: 0.00024493060711253887
Position 532: 0.00024347385640561138
Position 604: 0.0002423331847778918
Position 1271: 0.00023604509975430274
Position 2421: 0.00022381065019528825
Position 1196: 0.00022070613446690838
Position 1409: 0.0002018180016307324
Position 2084: 0.00018255087477283803
Position 2168: 0.000181207551377816
Position 529: 0.0001463899563960563
Position 2344: 0.0001339159157938355
Position 935: 0.00012507478654331537
Position 2635: 0.0001230692207956861
Position 156: 0.00010826147292805155
Position 1818: 9.820649480168408e-05
Position 1582: 9.563376285030143e-05
Position 1829: 9.390407125068088e-05
Position 2376: 8.615014066279704e-05
Position 1281: 8.50472904798316e-05
Position 89: 7.323337366788797e-05
Position 365: 6.298074261624989e-05
Position 621: 6.126727677979352e-05
Position 1358: 5.7645242186703656e-05
Position 1212: 5.4482522852766316e-05
Position 930: 5.160026324077813e-05
Position 2779: 4.5186525442734445e-05
Position 1887: 4.4890422242421704e-05
Position 1480: 3.931697668265013e-05
Position 1440: 3.650404681928017e-05
Position 1944: 3.4063680510889077e-05
Position 748: 3.246309556666839e-05
Position 750: 2.4718861400441434e-05
Position 387: 2.4058455514370322e-05
Position 1109: 2.3360392817313115e-05
Position 2337: 2.238945287348151e-05
Position 2445: 2.087073234239748e-05
Position 900: 1.9858393857874573e-05
Position 2454: 1.697122013163518e-05
Position 2397: 1.6487472453602157e-05
Position 1487: 1.1619607311197125e-05
Position 54: 1.1435628727386388e-05
Position 2464: 9.454841909698012e-06
Position 2039: 9.332356033046511e-06
Position 2232: 9.020838407248402e-06
Position 1364: 8.952889256007735e-06
Position 492: 7.969007942954211e-06
Position 2637: 7.874536353862234e-06
Position 2251: 6.386962137785694e-06
Position 1366: 5.88852609680237e-06
Position 2589: 4.220577788612714e-06
Position 2792: 4.006145701986048e-06
Position 448: 2.855872333176769e-06
Position 2436: 2.6321061387947865e-06
Position 1865: 2.5328772466566222e-06
Position 1938: 2.37599920413178e-06
Position 2452: 2.3086323682589773e-06
Position 1715: 1.8704479612845937e-06
Position 215: 1.0597931396237885e-06
Position 462: 9.069130101685339e-07
Position 287: 7.835180280054618e-07
Position 1726: 7.70435215015029e-07
Position 464: 5.224475780497445e-07
Position 267: 4.526839643084201e-07
Position 2730: 4.2695062368558834e-07
Position 2256: 3.7745485460799645e-07
Position 2327: 3.7226101000127583e-07
Position 2324: 3.070919643207877e-07
Position 2574: 2.773852986986521e-07
Position 372: 2.663720269794386e-07
Position 2144: 2.2826306761141878e-07
Position 2227: 1.7083539526596084e-07
Position 316: 5.4351846886777453e-08
Position 294: 1.7610812646348086e-08
Position 1314: 2.752417969671484e-09
Position 349: 1.5939337185272261e-09
Position 1559: 1.0185404522193391e-10
Position 1595: 1.8543165678560968e-11
Position 1936: 1.3344607445914486e-12
Position 1790: 5.985485504882108e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 309: 0.9714090411837798
Position 852: 0.8824139833367667
Position 1980: 0.839285491866665
Position 2009: 0.13099330092831296
Position 1140: 0.06367573125912059
Position 659: 0.014293266435894915
Position 89: 0.013828597189824016
Position 1715: 0.008608198493609682
Position 1531: 0.00684986871134525
Position 953: 0.005956622265856
Position 2900: 0.004248968494370291
Position 1721: 0.003988865980521759
Position 691: 0.0035401890573287602
Position 2740: 0.0025716110895695468
Position 935: 0.002185201392841684
Position 448: 0.0017369965949266643
Position 1077: 0.0016584164193165112
Position 2108: 0.0009407938438528472
Position 2088: 0.0009034199266097682
Position 1961: 0.0007704208118017822
Position 1281: 0.0006925747210001573
Position 363: 0.0006604156900839794
Position 1865: 0.0005771151207096423
Position 1271: 0.0005470872263223828
Position 2060: 0.00047966373410758594
Position 1457: 0.00042376971724688255
Position 2225: 0.0003592717310267329
Position 325: 0.00032266017259236955
Position 1103: 0.0003061018024678372
Position 1745: 0.0002996617032780913
Position 1790: 0.000299060628377615
Position 1571: 0.0002987569234538297
Position 746: 0.0002981096732084987
Position 1387: 0.00028909687551080087
Position 762: 0.00017198509582435137
Position 474: 0.00012962720387072285
Position 1742: 0.00012887700130024724
Position 107: 0.00011658744717076659
Position 471: 0.0001149427402984206
Position 714: 0.00010677702498578084
Position 1424: 0.00010068716902531683
Position 462: 8.481204061166242e-05
Position 2194: 8.433375630926963e-05
Position 1625: 7.60841376740768e-05
Position 322: 7.302004693819529e-05
Position 998: 7.08587236379646e-05
Position 2154: 6.743812499584858e-05
Position 2138: 6.707385770237611e-05
Position 1829: 6.299050325031271e-05
Position 1291: 6.265680772948783e-05
Position 1181: 5.4376709104756944e-05
Position 2559: 4.417985741103498e-05
Position 1649: 3.9440541439912255e-05
Position 1369: 3.483589168827487e-05
Position 2696: 3.295007475546903e-05
Position 1151: 2.611564762984734e-05
Position 2168: 2.2799260439596053e-05
Position 138: 2.190222985488089e-05
Position 2868: 2.122829045047348e-05
Position 1559: 2.084358043938915e-05
Position 1351: 1.8696843992746302e-05
Position 1646: 1.5823955111662615e-05
Position 1189: 1.4281079533841631e-05
Position 2586: 1.4056819359234914e-05
Position 922: 1.329918247268308e-05
Position 2746: 1.3140996725126542e-05
Position 1056: 1.0350271163290104e-05
Position 1901: 8.85591862273358e-06
Position 116: 8.604485754703462e-06
Position 2029: 7.688589909021256e-06
Position 1022: 7.54900730569427e-06
Position 1210: 6.169229874582788e-06
Position 989: 6.146191758313254e-06
Position 2321: 6.0744986544908814e-06
Position 1844: 5.940055950288458e-06
Position 2589: 5.522547331476268e-06
Position 1178: 5.497479910798871e-06
Position 1049: 5.478662305612462e-06
Position 408: 5.30925225297227e-06
Position 1086: 4.637936485008202e-06
Position 1405: 4.5101146252546175e-06
Position 1421: 4.323501612277632e-06
Position 113: 3.7325878047026654e-06
Position 1497: 3.2496283107922424e-06
Position 2583: 3.0859985610286864e-06
Position 2872: 3.00231961483498e-06
Position 1246: 2.3736165892751108e-06
Position 2372: 2.3340739973141885e-06
Position 2464: 1.9576386226656623e-06
Position 504: 1.8721355974799042e-06
Position 2347: 1.7258711523316098e-06
Position 717: 1.6142395848101484e-06
Position 2771: 1.3480639026231452e-06
Position 1240: 1.1521041977440221e-06
Position 2198: 9.071022805076777e-07
Position 1025: 8.995455485309362e-07
Position 479: 7.548215164651006e-07
Position 507: 7.013544864407171e-07
Position 396: 2.52037358253362e-07
Position 330: 1.238504105234976e-07
Position 510: 9.86864271043402e-08
Position 171: 6.037025958787629e-08
Position 513: 3.62629435153503e-08
Position 201: 3.265484720247167e-08
Position 516: 3.073214049987663e-08
Position 565: 2.5008461840869363e-08
Position 482: 1.3229363194817828e-08
Position 153: 5.955994606125056e-09
Position 574: 5.827591815834596e-09
Position 173: 2.725588462498209e-09
Position 485: 1.984963299486376e-09
Position 519: 1.394756689646503e-09
Position 144: 9.578731214872685e-11
Position 192: 1.7725890450795202e-11
Position 182: 1.3473863491148242e-11
Position 522: 3.9646499742349816e-12
Position 525: 2.169934294962997e-12
Position 543: 3.088068404136285e-13
Position 186: 1.843840647804592e-13
