Gene = Cnb
index = 1082
Annotated 5SS: [ 221 1459 1679 2079]
Annotated 3SS: [ 281 1516 1740 2142]
SMsplice 5SS: [ 221 1459 1679 2079]
SMsplice 3SS: [ 281 1516 1740 2142]
top_k =  1000
Partition function (log Z): 2.882362650442835

Sorted 5' Splice Sites (High to Low Probability):
Position 2079: 0.9983012365684166
Position 221: 0.9556768941302036
Position 1679: 0.831345064987659
Position 1459: 0.7299596666081458
Position 1918: 0.09183578314107663
Position 1438: 0.09113050335200107
Position 1635: 0.07176718164710426
Position 620: 0.03078572273647273
Position 2523: 0.019195994859511373
Position 5: 0.013578922860006639
Position 218: 0.01131289659468759
Position 559: 0.010307061828187487
Position 581: 0.005701096551248964
Position 55: 0.003305782702072505
Position 431: 0.003143120930848206
Position 624: 0.001981733358107271
Position 2171: 0.0012135062848718518
Position 1218: 0.0012052562930059479
Position 1892: 0.0010452745476422565
Position 1090: 0.0007041086507340393
Position 902: 0.0006335285568196883
Position 1269: 0.0005606823627210348
Position 225: 0.0004920295361446388
Position 438: 0.000312690969395473
Position 10: 0.00031117324086948385
Position 2360: 0.00021231719651230738
Position 1156: 0.00020988343646307172
Position 2571: 0.0002077176752125693
Position 2259: 0.00018474792313481083
Position 1428: 0.00011663547447766817
Position 2586: 0.00010060120469285947
Position 943: 9.138175189453951e-05
Position 393: 8.301446904345889e-05
Position 865: 7.752198643543365e-05
Position 86: 7.664853270487669e-05
Position 601: 7.654539529461177e-05
Position 1252: 6.322213186674905e-05
Position 1030: 5.8067028252116695e-05
Position 2244: 5.168841825828231e-05
Position 2436: 3.807839784259869e-05
Position 785: 3.4604659444173587e-05
Position 2484: 3.1753649263270763e-05
Position 1813: 2.840433307564544e-05
Position 79: 2.7040668990937654e-05
Position 2220: 2.4339059106062227e-05
Position 2428: 1.9925184888146883e-05
Position 1993: 1.9366239839052024e-05
Position 444: 1.598046757423225e-05
Position 8: 1.282022534182661e-05
Position 256: 6.877368705131874e-06
Position 844: 6.028735581950583e-06
Position 2063: 5.457014695369126e-06
Position 2357: 5.297511605977881e-06
Position 628: 5.158903767548977e-06
Position 2595: 4.891310992819027e-06
Position 975: 4.5654259098644024e-06
Position 2542: 4.469492368400049e-06
Position 1097: 2.4189458374843635e-06
Position 1135: 2.2795435823974917e-06
Position 236: 2.0877497469993623e-06
Position 1729: 2.043063439920374e-06
Position 710: 1.8413873352463417e-06
Position 1836: 1.4107318852668283e-06
Position 198: 8.880160104803402e-07
Position 2185: 8.315718583486293e-07
Position 2001: 8.24354641766063e-07
Position 1059: 8.165188384364067e-07
Position 1142: 7.929367667096094e-07
Position 2514: 7.806472115331307e-07
Position 181: 6.527102151578197e-07
Position 1239: 4.707301110360084e-07
Position 1302: 4.6260160997833273e-07
Position 2290: 3.5444904947817444e-07
Position 850: 1.0877915732209445e-07
Position 2646: 4.990733774549291e-08
Position 135: 2.4609534312951665e-08
Position 281: 2.5805633138233186e-09
Position 111: 2.048769155826291e-09
Position 149: 1.5944977778290772e-09
Position 299: 1.5161347288581772e-09
Position 117: 1.1788074400658185e-09
Position 156: 9.700226654182123e-10
Position 2109: 8.01536086818562e-10
Position 1078: 1.7486084405734773e-10
Position 801: 1.247872669907125e-10
Position 2124: 5.882958416427337e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2142: 0.9974641809908931
Position 1740: 0.9886571839686606
Position 281: 0.9114719354387211
Position 1516: 0.6733875082725952
Position 1974: 0.09130511844741791
Position 1523: 0.06639144541963973
Position 717: 0.014928371262806252
Position 1573: 0.013943097197012625
Position 2586: 0.01293796310837755
Position 980: 0.012688710545112131
Position 691: 0.01209564748179122
Position 292: 0.010978864911021458
Position 79: 0.009105930567160699
Position 1316: 0.006774885726243175
Position 498: 0.005647779137784523
Position 1800: 0.005423946912257168
Position 135: 0.0050137047056846
Position 2598: 0.004860520070002429
Position 1233: 0.0036606979224177577
Position 265: 0.003498081580081456
Position 1044: 0.002375159717843242
Position 746: 0.0022079079397203756
Position 1980: 0.00194363463790634
Position 1532: 0.0016867177267552388
Position 2244: 0.0016443583860943733
Position 299: 0.0014265842623419987
Position 1068: 0.001425819613789336
Position 149: 0.0013726084230071475
Position 1600: 0.0010966838525483104
Position 2607: 0.0009873324384317144
Position 859: 0.0009338893026472899
Position 1373: 0.0008006716171818374
Position 1376: 0.0007850160197269315
Position 812: 0.000600013360904555
Position 1268: 0.0005760220623474891
Position 2649: 0.0005746605744264109
Position 1603: 0.0005666937508208035
Position 111: 0.0005568794822326998
Position 1065: 0.0004967918340743853
Position 91: 0.0004670612262295791
Position 2297: 0.00045708515541396173
